Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,APPI-Neg-S14-1962,APPI-Neg-S14-2196,ESI-Neg-S14-1941,ESI-Neg-S14-1944,ESI-Neg-S14-1962,ESI-Neg-S14-2196,LDI-Neg-S14-1941,LDI-Neg-S14-1944,LDI-Neg-S14-1962,LDI-Neg-S14-2196,APCI-Neg-S14-1941,APCI-Neg-S14-1944,APCI-Neg-S14-1962,APCI-Neg-S14-2196,APPI-Neg-S14-1941,APPI-Neg-S14-1944
356.25235,19,36,5,0,1,0,0,0,CHO,Lipid,357.25962646688,0.00738124260193054,0,0,0,0,0,0,0,0,0,0,0,0,0,3176687,0,0,0
356.93383,0,0,0,0,0,0,0,0,,None,357.94110646688,0,0,0,0,0,0,0,0,3185662,0,0,0,0,0,0,0,0,0
356.98886,16,6,10,0,0,0,0,0,CHO,ConHC,357.99613646688,-0.11188187774808,1,0,0,3393164,0,0,0,0,0,0,0,0,0,0,0,0,0
357.02522125,17,10,9,0,0,0,0,0,CHO,ConHC,358.03249771688,-0.0441216372677209,1,3169239,0,5720724,0,3043774,0,23759902,0,8402794,0,6159443,0,4144587,0,11694315,0
357.03816,0,0,0,0,0,0,0,0,,None,358.04543646688,0,1,0,0,0,0,0,0,0,2510494,0,2544175,0,0,0,0,0,0
357.04044,21,10,6,0,0,0,0,0,CHO,ConHC,358.04771646688,0.0602900646716217,1,0,0,0,0,0,0,9069604,0,3310448,0,0,0,0,0,0,0
357.046346666667,14,14,11,0,0,0,0,0,CHO,Tannin,358.053623133547,-0.0330705958720683,1,0,0,3943064,0,2636226,0,0,0,0,0,0,0,0,0,3034352,0
357.0615819875,18,14,8,0,0,0,0,0,CHO,ConHC,358.06885845438,0.0250561302783801,1,5239773,6229039,6245019,2638034,5260742,2946794,21253164,3649703,10911608,5611063,13163614,4445060,13545941,3197225,9953523,2819870
357.065,0,0,0,0,0,0,0,0,,None,358.07227646688,0,1,0,0,4334236,0,0,0,0,0,0,0,0,0,0,0,0,0
357.07445,0,0,0,0,0,0,0,0,,None,358.08172646688,0,2,0,0,0,0,0,0,0,5300396,3566461,4601404,0,0,0,0,0,0
357.0768225,22,14,5,0,0,0,0,0,CHO,ConHC,358.08409896688,0.0686794528370578,2,0,0,0,0,0,0,12495921,10735789,12185469,13755965,0,0,0,0,0,0
357.082710684615,15,18,10,0,0,0,0,0,CHO,Tannin,358.089987151495,0.026941006562382,2,5211104,6177843,7948960,6244566,11322826,6774511,4358195,0,3590016,0,5143652,4748169,13193691,0,5472505,3988257
357.0921425,26,14,2,0,0,0,0,0,CHO,ConHC,358.09941896688,-0.109671442903462,3,0,0,0,0,0,0,3297846,5694643,3481475,5487170,0,0,0,0,0,0
357.0941,0,0,0,0,0,0,0,0,,None,358.10137646688,0,0,0,0,0,0,0,0,0,0,0,0,4524136,0,5077470,0,0,0
357.09541,0,0,0,0,0,0,0,0,,None,358.10268646688,0,1,0,0,0,0,0,0,0,4547765,0,0,0,0,0,0,0,0
357.09589,0,0,0,0,0,0,0,0,,None,358.10316646688,0,1,0,0,0,0,0,0,0,0,0,3463748,0,0,0,0,0,0
357.09797825625,19,18,7,0,0,0,0,0,CHO,Lignin,358.10525472313,-0.00500028947925809,1,5422050,10861622,9654946,5062873,9496013,8040178,27413560,18378934,31297414,23303748,54729832,16190348,54338016,17569072,8061180,4749091
357.1038556875,12,22,12,0,0,0,0,0,CHO,Carb,358.11113215438,-0.0167070484686406,1,14973923,7365687,7092900,5007578,12363214,5361396,0,0,0,0,0,0,0,0,18759934,6363940
357.11088,0,0,0,0,0,0,0,0,,None,358.11815646688,0,1,0,0,0,0,0,0,0,3953851,0,0,0,0,0,0,0,0
357.11321,23,18,4,0,0,0,0,0,CHO,ConHC,358.12048646688,0.0631053538088821,2,0,0,0,0,0,0,5430334,18759868,14106507,18134602,0,0,0,0,0,0
357.11489,0,0,0,0,0,0,0,0,,None,358.12216646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774500,0,0,0
357.119081093333,16,22,9,0,0,0,0,0,CHO,Lignin,358.126357560213,0.0690954078288324,1,4019173,8199226,8358567,8777949,10888658,7487223,2879552,5744830,5269389,5475916,12106863,7529361,23077350,3666228,0,6011686
357.128535,27,18,1,0,0,0,0,0,CHO,ConHC,358.13581146688,-0.129188365211789,3,0,0,0,0,0,0,0,2813634,0,3204687,0,0,0,0,0,0
357.134355,20,22,6,0,0,0,0,0,CHO,Lignin,358.14163146688,0.0194669352739904,1,0,0,2987690,0,0,2642682,12078149,19316932,22630290,19879506,14879860,4281236,15630826,5360951,0,0
357.149593333333,24,22,3,0,0,0,0,0,CHO,Lignin,358.156869800213,0.069166023915243,2,0,0,0,0,0,0,0,7133386,5324696,5807703,0,0,0,0,0,0
357.17066,21,26,5,0,0,0,0,0,CHO,Lignin,358.17793646688,0.244231179783634,1,0,0,0,0,0,0,0,3785938,3104160,3653215,0,0,0,0,0,0
357.191905,18,30,7,0,0,0,0,0,CHO,Protein,358.19918146688,-0.0785852717749483,1,0,0,2778806,0,2584545,0,0,0,0,0,0,0,0,0,0,0
357.26464625,20,38,5,0,0,0,0,0,CHO,Lipid,358.27192271688,0.00450333924771809,1,0,0,10252997,4968696,20637168,13494038,0,0,0,0,4931739,6054833,9388558,5924175,0,0
358.02527,0,0,0,0,0,0,0,0,,None,359.03254646688,0,0,0,0,0,0,3331730,0,0,0,0,0,0,0,0,0,0,0
358.02854,16,10,9,0,1,0,0,0,CHO,ConHC,359.03581646688,0.0565147514199941,2,0,0,0,0,0,0,4485509,0,0,0,0,0,0,0,0,0
358.033033333333,0,0,0,0,0,0,0,0,,None,359.040309800213,0,1,0,0,0,0,0,0,2617734,0,0,0,4951427,0,0,0,3537372,0
358.04828,0,0,0,0,0,0,0,0,,None,359.05555646688,0,1,0,0,0,0,0,0,6266252,0,4186337,0,0,0,0,0,0,0
358.064945,17,14,8,0,1,0,0,0,CHO,ConHC,359.07222146688,0.00221994332346982,1,0,0,0,0,0,0,3013009,0,0,0,2953100,0,0,0,0,0
358.069402857143,0,0,0,0,0,0,0,0,,None,359.076679324023,0,1,0,0,0,0,0,0,6274451,0,2780393,0,13954445,4719711,13959922,3431911,4597221,0
358.080153333333,21,14,5,0,1,0,0,0,CHO,ConHC,359.087429800213,0.13533608417357,2,0,0,0,0,0,0,2773399,0,2607340,3019686,0,0,0,0,0,0
358.0846675,0,0,0,0,0,0,0,0,,None,359.09194396688,0,1,0,0,0,0,0,0,5545369,5858876,7231726,7763880,0,0,0,0,0,0
358.08629,0,0,0,0,0,0,0,0,,None,359.09356646688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3093239,0,0,0
358.090503333333,0,0,0,0,0,0,0,0,,None,359.097779800213,0,1,0,0,0,0,0,0,0,0,0,0,5582228,2575972,11584248,0,0,0
358.09323,0,0,0,0,0,0,0,0,,None,359.10050646688,0,1,0,0,0,0,0,0,0,0,0,0,3093908,0,0,0,0,0
358.09989,0,0,0,0,0,0,0,0,,None,359.10716646688,0,1,0,0,0,0,0,0,0,3798594,0,0,0,0,0,0,0,0
358.101322857143,18,18,7,0,1,0,0,0,CHO,Lignin,359.108599324023,0.023520119286319,2,0,0,0,0,0,0,4958623,0,5524724,4402094,11320727,3693670,11240187,3328493,0,0
358.105802222222,0,0,0,0,0,0,0,0,,None,359.113078689102,0,1,0,3043562,0,0,0,0,7036320,4961861,8747254,6514607,17112472,5536871,18039548,5991918,0,0
358.10725,11,22,12,0,1,0,0,0,CHO,Carb,359.11452646688,-0.126582682468182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725870,0
358.116573333333,22,18,4,0,1,0,0,0,CHO,ConHC,359.123849800213,0.0392727649875898,2,0,0,0,0,0,0,0,4631113,3498234,4198323,0,0,0,0,0,0
358.121053333333,0,0,0,0,0,0,0,0,,None,359.128329800213,0,0,0,0,0,0,0,0,0,5263947,4226300,5683125,0,0,0,0,0,0
358.12246,15,22,9,0,1,0,0,0,CHO,Lignin,359.12973646688,0.0018823838672733,1,0,0,0,0,0,0,0,0,0,0,0,0,3794689,0,0,0
358.12702,0,0,0,0,0,0,0,0,,None,359.13429646688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4524802,0,0,0
358.137724,19,22,6,0,1,0,0,0,CHO,Lignin,359.14500046688,-0.0200205488610388,1,0,0,0,0,0,0,0,3957329,4952322,3668922,3702178,0,2957061,0,0,0
358.142175,0,0,0,0,0,0,0,0,,None,359.14945146688,0,1,0,0,0,0,0,0,0,0,0,0,2900387,0,3454727,0,0,0
358.26807,19,38,5,0,1,0,0,0,CHO,Lipid,359.27534646688,-0.187318113094876,0,0,0,0,0,4601541,3138542,0,0,0,0,0,0,0,0,0,0
358.9545,0,0,0,0,0,0,0,0,,None,359.96177646688,0,1,0,0,0,0,5101397,0,0,0,0,0,0,0,0,0,0,0
358.95648,0,0,0,0,0,0,0,0,,None,359.96375646688,0,0,0,0,0,0,2676054,0,0,0,0,0,0,0,0,0,0,0
359.00446,16,8,10,0,0,0,0,0,CHO,ConHC,360.01173646688,0.0278072045419011,1,0,0,7515182,0,4324192,0,2552544,0,0,0,5947046,0,0,0,10093252,0
359.01971,20,8,7,0,0,0,0,0,CHO,ConHC,360.02698646688,0.0448428051962617,1,0,0,0,0,0,0,5945062,0,0,0,0,0,0,0,0,0
359.02161,0,0,0,0,0,0,0,0,,None,360.02888646688,0,1,0,0,5723185,6718012,12154723,8038544,0,0,0,0,0,0,0,0,0,0
359.0408900875,17,12,9,0,0,0,0,0,CHO,ConHC,360.04816655438,-0.0960157089812195,1,2745609,0,8791093,0,4654952,0,11513581,0,3594828,0,7902897,0,4209668,0,11567821,0
359.04421,0,0,0,0,0,0,0,0,,None,360.05148646688,0,3,0,0,2502710,0,0,0,0,0,0,0,0,0,0,0,0,0
359.053686666667,0,0,0,0,0,0,0,0,,None,360.060963133547,0,3,0,0,0,0,0,0,0,3305403,2629200,3485955,0,0,0,0,0,0
359.0561175,21,12,6,0,0,0,0,0,CHO,ConHC,360.06339396688,-0.0162445839362193,1,0,0,0,0,0,0,14958322,5221308,8137297,7813380,0,0,0,0,0,0
359.061986666667,14,16,11,0,0,0,0,0,CHO,Tannin,360.069263133547,-0.00493473573300134,2,0,0,3939385,0,3268460,0,0,0,0,0,0,0,0,0,2535122,0
359.062846666667,0,0,0,0,0,0,0,0,,None,360.070123133547,0,1,0,0,0,0,0,0,0,0,0,0,4830904,0,4626442,2529954,0,0
359.07134,25,12,3,0,0,0,0,0,CHO,ConHC,360.07861646688,0.0771626494162243,3,0,0,0,0,0,0,3795704,3831746,3058263,3730697,0,0,0,0,0,0
359.07311,0,0,0,0,0,0,0,0,,None,360.08038646688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3419149,0,0,0
359.0750071625,0,0,0,0,0,0,0,0,,None,360.08228362938,0,2,2576142,6813078,0,7430725,10930030,16607387,0,3102147,0,3221771,0,0,0,0,0,2534945
359.07724731875,18,16,8,0,0,0,0,0,CHO,Lignin,360.08452378563,-0.0174826452239218,1,8942862,12668311,13374525,6171206,13801327,9459867,21319418,5624772,15303257,9099531,27303612,9370937,33235982,9168549,11244245,5501985
359.09006,0,0,0,0,0,0,0,0,,None,360.09733646688,0,3,0,0,0,0,0,0,0,5496777,0,4739344,0,0,0,0,0,0
359.092475,22,16,5,0,0,0,0,0,CHO,ConHC,360.09975146688,0.0615307840120304,2,0,0,0,0,0,0,13414143,16835530,17187422,18831632,0,0,0,0,0,0
359.0983608625,15,20,10,0,0,0,0,0,CHO,Tannin,360.10563732938,0.0264745092212479,2,9968913,17931674,9937985,11960906,21129076,14657696,3607297,3663820,6953569,5900563,16793282,7628094,34268180,4714153,5425883,8805411
359.10234,0,0,0,0,0,0,0,0,,None,360.10961646688,0,0,0,0,0,0,2595700,0,0,0,0,0,0,0,0,0,0,0
359.10775,26,16,2,0,0,0,0,0,CHO,ConHC,360.11502646688,0.00913852469575996,3,0,0,0,0,0,0,0,6563792,4774500,5633303,0,0,0,0,0,0
359.109685,0,0,0,0,0,0,0,0,,None,360.11696146688,0,2,0,0,0,0,0,0,0,0,0,0,5885638,0,6319127,0,0,0
359.11362065625,19,20,7,0,0,0,0,0,CHO,Lignin,360.12089712313,0.0163099947255712,1,3782932,8953245,9364548,4065868,8988535,6279331,20770566,21472210,32502374,27572504,62299848,18967872,63267864,21305004,6279902,4554790
359.119493628571,12,24,12,0,0,0,0,0,CHO,Carb,360.126770095451,0.0170499641347137,1,2406677,3617182,3346501,4304462,7321464,5165221,0,0,0,0,0,0,0,0,0,2967590
359.12633,0,0,0,0,0,0,0,0,,None,360.13360646688,0,1,0,0,0,0,0,0,0,2682840,0,0,0,0,0,0,0,0
359.1288775,23,20,4,0,0,0,0,0,CHO,Lignin,360.13615396688,0.0143376884425746,2,0,0,0,0,0,0,2997004,15655896,11940460,16324894,0,0,0,0,0,0
359.134755,16,24,9,0,0,0,0,0,CHO,AminoSugar,360.14203146688,0.00250573370464236,1,0,0,0,2736720,3301243,0,0,2711003,0,0,0,0,5577758,0,0,0
359.150026363636,20,24,6,0,0,0,0,0,CHO,Lignin,360.157302830516,-0.0397812742950043,1,0,0,4443212,0,7081854,4618411,4232980,10058721,12022387,11680037,11304658,2891081,13726754,3285683,0,0
359.165293333333,24,24,3,0,0,0,0,0,CHO,Lignin,360.172569800213,-0.0698651575329865,1,0,0,0,0,0,0,0,4453351,2783865,4108587,0,0,0,0,0,0
360.012283333333,0,0,0,0,0,0,0,0,,None,361.019559800213,0,1,0,0,0,0,0,0,2547782,0,0,0,2499540,0,0,0,2777012,0
360.02752,0,0,0,0,0,0,0,0,,None,361.03479646688,0,0,0,0,0,0,0,0,6385740,0,0,0,0,0,0,0,0,0
360.04436,0,0,0,0,0,0,0,0,,None,361.05163646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608060,0
360.0486925,0,0,0,0,0,0,0,0,,None,361.05596896688,0,1,0,0,0,0,0,0,3803219,0,0,0,12189663,0,6354207,0,5899197,0
360.06396,0,0,0,0,0,0,0,0,,None,361.07123646688,0,1,0,0,0,0,0,0,8882264,3455305,5393345,4844141,0,0,0,0,0,0
360.07844,0,0,0,0,0,0,0,0,,None,361.08571646688,0,1,0,0,0,0,0,2799985,0,0,0,0,0,0,0,0,0,0
360.07921,0,0,0,0,0,0,0,0,,None,361.08648646688,0,1,0,0,0,0,0,0,0,2724687,0,3458674,0,0,0,0,0,0
360.08064,17,16,8,0,1,0,0,0,CHO,Lignin,361.08791646688,-0.122238042388188,1,0,2622025,2803467,0,2763841,0,3905630,0,0,0,6215657,0,7171368,0,2522053,0
360.08507036,0,0,0,0,0,0,0,0,,None,361.09234682688,0,1,2876838,3890761,0,0,0,0,5159008,0,3843017,2591348,20815850,5721618,22447402,6178658,4861894,0
360.0958,21,16,5,0,1,0,0,0,CHO,ConHC,361.10307646688,0.143989412771569,2,0,0,0,0,0,0,0,4090198,2893773,3798648,0,0,0,0,0,0
360.1003075,0,0,0,0,0,0,0,0,,None,361.10758396688,0,1,0,0,0,0,0,0,4631653,6487384,6355919,8745593,0,0,0,0,0,0
360.101694,14,20,10,0,1,0,0,0,CHO,Tannin,361.10897046688,0.0864944447995377,1,0,2786892,0,0,3393605,2649462,0,0,0,0,2637807,0,5616942,0,0,0
360.10624,0,0,0,0,0,0,0,0,,None,361.11351646688,0,1,0,2484813,0,0,0,0,0,0,0,0,0,3020311,8678703,0,0,0
360.1155,0,0,0,0,0,0,0,0,,None,361.12277646688,0,0,0,0,0,0,0,0,0,4390238,0,0,0,0,0,0,0,0
360.11696,18,20,7,0,1,0,0,0,CHO,Lignin,361.12423646688,0.0591697200615145,2,0,0,0,0,0,0,4581483,4598110,5880789,4772479,12955636,3924505,13428018,4008808,0,0
360.1214475,0,0,0,0,0,0,0,0,,None,361.12872396688,0,1,0,2571856,0,0,0,0,0,3052896,3850198,3308161,10444789,4391450,11945267,3277673,0,0
360.13224,22,20,4,0,1,0,0,0,CHO,Lignin,361.13951646688,-0.00691887754058981,1,0,0,0,0,0,0,0,3631460,0,2986629,0,0,0,0,0,0
360.13671,0,0,0,0,0,0,0,0,,None,361.14398646688,0,0,0,0,0,0,0,0,0,3366246,3209180,4565638,0,0,0,0,0,0
360.153373333333,19,24,6,0,1,0,0,0,CHO,Lignin,361.160649800213,-0.0178851525805713,1,0,0,0,0,0,0,0,2872684,0,2791052,0,0,2769212,0,0,0
360.23919,0,0,0,0,0,0,0,0,,None,361.24646646688,0,1,0,0,0,0,2519138,0,0,0,0,0,0,0,0,0,0,0
360.96573,0,0,0,0,0,0,0,0,,None,361.97300646688,0,0,0,0,0,0,0,0,5056920,0,0,0,0,0,0,0,0,0
361.02012465,16,10,10,0,0,0,0,0,CHO,ConHC,362.02740111688,-0.0126368336693957,1,6479410,0,6884812,0,3036420,0,3300779,0,0,0,4611330,0,0,0,21320868,0
361.035375,20,10,7,0,0,0,0,0,CHO,ConHC,362.04265146688,0.00333888832187191,1,0,0,0,0,0,0,15143344,2815687,5565732,2815943,0,0,0,0,0,0
361.04455,0,0,0,0,0,0,0,0,,None,362.05182646688,0,1,0,0,4225489,0,0,0,0,0,0,0,0,0,0,0,0,0
361.04829,0,0,0,0,0,0,0,0,,None,362.05556646688,0,1,0,0,0,0,0,0,0,0,2641193,0,0,0,0,0,0,0
361.05249,0,0,0,0,0,0,0,0,,None,362.05976646688,0,1,0,0,0,0,0,0,0,0,0,0,3881228,0,0,0,0,0
361.056520016667,17,14,9,0,0,0,0,0,CHO,Lignin,362.063796483547,-0.0398693453905658,1,6487608,4040437,18712018,3040175,10066188,3928640,11784632,0,3869996,2510798,31383820,0,20555322,0,21427372,0
361.0598,0,0,0,0,0,0,0,0,,None,362.06707646688,0,2,0,0,3693012,0,0,0,0,0,0,0,0,0,0,0,0,0
361.06934,0,0,0,0,0,0,0,0,,None,362.07661646688,0,3,0,0,0,0,0,0,0,5377749,2681136,5094355,0,0,0,0,0,0
361.0719,0,0,0,0,0,0,0,0,,None,362.07917646688,0,1,0,2877176,0,2628529,3474703,5704259,17732030,11265749,12530993,12618707,0,0,0,0,0,0
361.07765615,14,18,11,0,0,0,0,0,CHO,Tannin,362.08493261688,-0.0585386967886863,3,3715643,3829497,5047768,2673587,10189072,5137988,0,0,0,0,0,0,12060223,0,3830962,0
361.0870175,25,14,3,0,0,0,0,0,CHO,ConHC,362.09429396688,0.00096334017605858,3,0,0,0,0,0,0,3142083,6530779,4889911,7177177,0,0,0,0,0,0
361.08892,0,0,0,0,0,0,0,0,,None,362.09619646688,0,1,0,0,0,0,0,0,0,0,0,0,8007959,0,7958083,0,0,0
361.09044,0,0,0,0,0,0,0,0,,None,362.09771646688,0,2,0,0,0,0,0,0,0,2894045,0,2484698,0,0,0,0,0,0
361.09175,0,0,0,0,0,0,0,0,,None,362.09902646688,0,1,0,0,3016154,0,0,0,0,0,0,0,0,0,0,0,0,0
361.09289128125,18,18,8,0,0,0,0,0,CHO,Lignin,362.10016774813,-0.000534465563479781,1,11050557,18263804,25454042,10929077,23267604,12786247,17400260,9783006,17380664,14248923,78913816,18702058,72230464,14694430,17245366,8893729
361.09415,0,0,0,0,0,0,0,0,,None,362.10142646688,0,1,0,0,0,0,2640148,0,0,0,0,0,0,0,0,0,0,0
361.0963,0,0,0,0,0,0,0,0,,None,362.10357646688,0,1,0,0,2519515,0,0,0,0,0,0,0,0,0,0,0,0,0
361.1021,0,0,0,0,0,0,0,0,,None,362.10937646688,0,0,0,0,0,0,0,0,0,2574817,0,0,0,0,0,0,0,0
361.105755,0,0,0,0,0,0,0,0,,None,362.11303146688,0,2,0,0,0,0,0,0,0,5593827,0,4202464,0,0,0,0,0,0
361.108155,22,18,5,0,0,0,0,0,CHO,Lignin,362.11543146688,-0.0214809404716524,1,0,0,0,0,0,0,9052618,21260004,18646334,22199264,0,0,0,0,0,0
361.114023621429,15,22,10,0,0,0,0,0,CHO,Tannin,362.121300088309,-0.00872941902408924,2,5277248,10575615,2573791,7879609,9304344,8362572,0,3205862,2694465,3161059,2806046,5680879,16549449,2506786,0,6548772
361.12339,26,18,2,0,0,0,0,0,CHO,ConHC,362.13066646688,0.0368792847381105,3,0,0,0,0,0,0,0,6936298,4598084,4590566,0,0,0,0,0,0
361.12511,0,0,0,0,0,0,0,0,,None,362.13238646688,0,1,0,0,0,0,0,0,0,0,0,0,4059425,0,3601997,0,0,0
361.129284,19,22,7,0,0,0,0,0,CHO,Lignin,362.13656046688,-0.0204507934531171,1,0,4372226,5830114,3336124,5972251,4891215,9273810,15603436,17659206,16817128,30433570,9410290,29591118,7426085,2955454,2556198
361.14452,23,22,4,0,0,0,0,0,CHO,Lignin,362.15179646688,0.0351447103535185,1,0,0,0,0,0,0,0,12633842,8639820,10537965,0,0,0,0,0,0
361.165668333333,20,26,6,0,0,0,0,0,CHO,Lignin,362.172944800213,-0.0172100467821855,1,0,0,0,0,3082530,0,0,3761914,4052307,4006901,4150573,0,4642392,0,0,0
361.1809,24,26,3,0,0,0,0,0,CHO,Lignin,362.18817646688,0.0503440508957969,1,0,0,0,0,0,0,0,2976512,0,0,0,0,0,0,0,0
361.2047225,0,0,0,0,0,0,0,0,,None,362.21199896688,0,0,0,0,0,0,0,0,0,0,0,0,4347193,5152514,5750371,4593715,0,0
361.22322,18,34,7,0,0,0,0,0,CHO,Protein,362.23049646688,-0.118766311476129,1,0,0,0,0,2550062,3713635,0,0,0,0,0,0,0,0,0,0
362.00682,0,0,0,0,0,0,0,0,,None,363.01409646688,0,0,0,0,0,0,0,0,4067080,0,0,0,0,0,0,0,0,0
362.0236,0,0,0,0,0,0,0,0,,None,363.03087646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3965331,0
362.027952225,0,0,0,0,0,0,0,0,,None,363.03522869188,0,1,3168969,0,0,0,0,0,0,0,0,0,11436591,0,6825801,0,11957652,0
362.03857,0,0,0,0,0,0,0,0,,None,363.04584646688,0,1,0,0,0,0,0,0,2843411,0,0,0,0,0,0,0,0,0
362.043185,0,0,0,0,0,0,0,0,,None,363.05046146688,0,1,0,0,0,0,0,0,9014037,0,3841684,0,0,0,0,0,0,0
362.059888,16,14,9,0,1,0,0,0,CHO,Lignin,363.06716446688,-0.0759660544900128,1,0,0,3445408,0,0,0,2757915,0,0,0,5458489,0,3745618,0,3184028,0
362.06436,0,0,0,0,0,0,0,0,,None,363.07163646688,0,1,0,0,0,0,0,0,0,0,0,0,18649658,0,13207379,0,6624669,0
362.07505,0,0,0,0,0,0,0,0,,None,363.08232646688,0,2,0,0,0,0,0,0,3479328,0,3312287,0,0,0,0,0,0,0
362.07764,0,0,0,0,0,0,0,0,,None,363.08491646688,0,1,0,0,2723492,0,0,0,0,0,0,0,0,0,0,0,0,0
362.0796125,0,0,0,0,0,0,0,0,,None,363.08688896688,0,1,0,0,0,0,0,0,7361314,5253217,7220897,5778746,0,0,0,0,0,0
362.08553,0,0,0,0,0,0,0,0,,None,363.09280646688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4050777,0,0,0
362.09487,0,0,0,0,0,0,0,0,,None,363.10214646688,0,1,0,0,0,0,0,0,0,4845671,4258471,5070143,0,0,0,0,0,0
362.096265,17,18,8,0,1,0,0,0,CHO,Lignin,363.10354146688,-0.0525317928072865,1,0,3408812,4841128,0,4705763,2625307,4010791,0,0,0,16544323,3690432,14493532,2547928,3355045,0
362.100707142857,0,0,0,0,0,0,0,0,,None,363.107983609737,0,1,0,3540909,0,0,0,0,0,0,3274408,0,17007172,7225281,21210972,5210329,2673062,0
362.1115,21,18,5,0,1,0,0,0,CHO,Lignin,363.11877646688,0.00567092674288702,2,0,0,0,0,0,0,0,5226605,5133997,5725509,0,0,0,0,0,0
362.11598,0,0,0,0,0,0,0,0,,None,363.12325646688,0,1,0,0,0,0,0,0,3091247,6021231,5463726,6362439,0,0,0,0,0,0
362.12186,0,0,0,0,0,0,0,0,,None,363.12913646688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3717987,0,0,0
362.13116,0,0,0,0,0,0,0,0,,None,363.13843646688,0,0,0,0,0,0,0,0,0,3158133,0,0,0,0,0,0,0,0
362.132688,18,22,7,0,1,0,0,0,CHO,Lignin,363.13996446688,-0.155775143487369,1,0,0,0,0,0,0,0,3186806,3588788,3633485,6763086,0,6506342,0,0,0
362.137123333333,0,0,0,0,0,0,0,0,,None,363.144399800213,0,1,0,0,0,0,0,0,0,0,2641590,0,4880976,0,6598503,0,0,0
362.147855,22,22,4,0,1,0,0,0,CHO,Lignin,363.15513146688,0.0896738532691628,2,0,0,0,0,0,0,0,2633852,0,2745682,0,0,0,0,0,0
362.2673775,0,0,0,0,0,0,0,0,,None,363.27465396688,0,1,0,0,0,0,0,0,0,0,0,0,8923766,8992740,11126667,9165048,0,0
362.95498,0,0,0,0,0,0,0,0,,None,363.96225646688,0,1,0,0,0,0,0,0,2924630,0,0,0,0,0,0,0,0,0
362.99119,0,0,0,0,0,0,0,0,,None,363.99846646688,0,1,0,0,0,0,0,0,2664547,0,0,0,0,0,0,0,0,0
362.99933,15,8,11,0,0,0,0,0,CHO,ConHC,364.00660646688,0.150087990398445,1,0,0,3321695,0,0,0,0,0,0,0,0,0,0,0,0,0
363.014655,19,8,8,0,0,0,0,0,CHO,ConHC,364.02193146688,-0.0391000617875458,1,0,0,0,0,0,0,13788267,0,3884022,0,0,0,0,0,0,0
363.02765,0,0,0,0,0,0,0,0,,None,364.03492646688,0,0,0,0,0,0,0,0,0,0,3311611,0,0,0,0,0,0,0
363.03158,0,0,0,0,0,0,0,0,,None,364.03885646688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782851,0
363.035801275,16,12,10,0,0,0,0,0,CHO,ConHC,364.04307774188,-0.0855274607603497,1,2703199,0,17868646,0,9439908,2550752,3927155,0,0,0,8438620,0,3299426,0,16250500,0
363.048665,0,0,0,0,0,0,0,0,,None,364.05594146688,0,2,0,0,0,0,0,0,0,2842076,0,3115665,0,0,0,0,0,0
363.051005,20,12,7,0,0,0,0,0,CHO,ConHC,364.05828146688,0.0584330066111374,1,0,0,0,0,0,0,19039352,4191709,8835075,4845202,0,0,0,0,0,0
363.06402,0,0,0,0,0,0,0,0,,None,364.07129646688,0,0,0,0,0,0,0,0,0,0,2751496,0,0,0,0,0,0,0
363.0662975,24,12,4,0,0,0,0,0,CHO,ConHC,364.07357396688,-0.0414566754956301,3,0,0,0,0,0,0,5269630,2648547,4116489,4786839,0,0,0,0,0,0
363.068075,0,0,0,0,0,0,0,0,,None,364.07535146688,0,1,0,0,0,0,0,0,0,0,0,0,4085605,0,3793515,0,0,0
363.072156213333,17,16,9,0,0,0,0,0,CHO,Lignin,364.079432680213,-0.0015593116485345,1,10555236,9343063,31188846,7720219,20392620,9137127,11355264,0,6645771,3178137,36012904,4908175,27846764,3954061,22673036,5007900
363.0739,0,0,0,0,0,0,0,0,,None,364.08117646688,0,0,0,0,8309614,0,0,0,0,0,0,0,0,0,0,0,0,0
363.07558,0,0,0,0,0,0,0,0,,None,364.08285646688,0,2,0,0,10336111,0,2815148,0,0,0,0,0,0,0,0,0,0,0
363.08149,28,12,1,0,0,0,0,0,CHO,ConHC,364.08876646688,0.133320290296309,3,0,0,0,0,0,0,0,2873321,0,0,0,0,0,0,0,0
363.085023333333,0,0,0,0,0,0,0,0,,None,364.092299800213,0,2,0,0,0,0,0,0,0,6947307,3144720,6426270,0,0,0,0,0,0
363.0873775,21,16,6,0,0,0,0,0,CHO,ConHC,364.09465396688,0.0941494735813646,1,0,0,0,0,0,0,16848004,16259563,18257936,18787998,0,0,0,0,0,0
