,Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,State,APPI-Neg-S14-1962,APPI-Neg-S14-2196,ESI-Neg-S14-1941,ESI-Neg-S14-1944,ESI-Neg-S14-1962,ESI-Neg-S14-2196,LDI-Neg-S14-1941,LDI-Neg-S14-1944,LDI-Neg-S14-1962,LDI-Neg-S14-2196,APCI-Neg-S14-1941,APCI-Neg-S14-1944,APCI-Neg-S14-1962,APCI-Neg-S14-2196,APPI-Neg-S14-1941,APPI-Neg-S14-1944
2869,347.12627000000003,0,0,0,0,0,0,0,0,,None,348.13354646688,0.0,1,,0,0,0,0,0,0,0,2525967,0,0,0,0,0,0,0,0
2870,347.1288725,22,20,4,0,0,0,0,0,CHO,Lignin,348.13614896687994,0.0291940954423188,1,H-,0,0,0,0,0,0,4417048,17293584,13549867,16938998,0,0,0,0,0,0
2871,347.13476,15,24,9,0,0,0,0,0,CHO,AminoSugar,348.14203646688,-0.0117698513488891,1,H-,0,0,0,0,2882877,0,0,0,0,0,0,0,0,0,0,0
2872,347.14412999999996,26,20,1,0,0,0,0,0,CHO,ConHC,348.15140646687996,0.0252683740023939,2,H-,0,0,0,0,0,0,0,2672918,0,0,0,0,0,0,0,0
2873,347.14999125,19,24,6,0,0,0,0,0,CHO,Lignin,348.15726771687997,0.0597032488392082,1,H-,0,0,0,0,2927937,0,0,7078169,7205171,7591935,6510730,4557525,9959076,3990937,0,0
2874,347.165273333333,23,24,3,0,0,0,0,0,CHO,Lignin,348.172549800213,-0.0148303287597214,1,H-,0,0,0,0,0,0,0,4402463,3250489,3932164,0,0,0,0,0,0
2875,348.02750499999996,19,8,7,0,0,0,0,0,CHO,ConHC,348.02695642009104,0.132723654183144,1,.-,0,0,0,0,0,0,8173411,0,3459705,0,0,0,0,0,0,0
2876,348.044265,15,12,9,0,1,0,0,0,CHO,ConHC,349.05154146687994,-0.15655275377310401,1,H-,0,0,2773781,0,0,0,0,0,0,0,0,0,0,0,2466920,0
2877,348.04506000000003,0,0,0,0,0,0,0,0,,None,349.05233646688,0.0,2,,0,0,0,0,0,0,0,0,0,0,2657695,0,0,0,0,0
2878,348.04866,16,12,9,0,0,0,0,0,CHO,ConHC,348.04811142009004,0.0590838129226671,1,.-,0,0,0,0,0,0,2481002,0,0,0,32559520,0,15714221,0,7540841,0
2879,348.05958,0,0,0,0,0,0,0,0,,None,349.06685646688,0.0,0,,0,0,0,0,0,0,4048750,0,0,0,0,0,0,0,0,0
2880,348.0639175,20,12,6,0,0,0,0,0,CHO,ConHC,348.063368920091,0.0551557881375344,1,.-,0,0,0,0,0,0,8976240,3791501,6859399,5487956,0,0,0,0,0,0
2881,348.07919,24,12,3,0,0,0,0,0,CHO,ConHC,348.078641420091,0.008134395699412959,3,.-,0,0,0,0,0,0,0,4637331,0,4886874,0,0,0,0,0,0
2882,348.08061089230796,16,16,8,0,1,0,0,0,CHO,Lignin,349.087887359188,-0.043057889550053005,1,H-,4828766,4340159,17300252,2875931,15437333,5203737,6119286,0,4540045,0,12173738,2650540,10106806,0,10487921,2632321
2883,348.085062177778,17,16,8,0,0,0,0,0,CHO,Lignin,348.08451359786795,0.0111827198360395,1,.-,3241566,4878784,0,0,0,0,3521400,0,2503823,0,16671147,7058349,23615416,4700757,3624050,0
2884,348.09586,20,16,5,0,1,0,0,0,CHO,ConHC,349.10313646687996,-0.0229301292241119,1,H-,0,0,0,0,0,0,3182460,5086874,5156499,5447008,0,0,0,0,0,0
2885,348.10031499999997,21,16,5,0,0,0,0,0,CHO,ConHC,348.09976642009104,0.0206952436421688,1,.-,0,0,0,0,0,0,5988221,7412380,7484052,9009506,0,0,0,0,0,0
2886,348.1018,0,0,0,0,0,0,0,0,,None,349.10907646687997,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2775997,0,0,0
2887,348.10618999999997,14,20,10,0,0,0,0,0,CHO,Tannin,348.10564142009105,0.0156357977706525,2,.-,0,0,0,0,0,0,0,0,0,0,0,0,6082494,0,0,0
2888,348.1111,24,16,2,0,1,0,0,0,CHO,ConHC,349.11837646687997,0.023283563733882004,1,H-,0,0,0,0,0,0,0,2543264,0,0,0,0,0,0,0,0
2889,348.115435,0,0,0,0,0,0,0,0,,None,349.12271146687993,0.0,0,,0,0,0,0,0,0,0,3474082,0,2735463,0,0,0,0,0,0
2890,348.117008571429,17,20,7,0,1,0,0,0,CHO,Lignin,349.12428503830904,-0.0779201267529225,1,H-,0,0,0,0,0,0,0,3394210,5058203,4443496,12706229,3985332,14317505,3706459,0,0
2891,348.121465,18,20,7,0,0,0,0,0,CHO,Lignin,348.120916420091,-0.0385595634229178,1,.-,0,0,0,0,0,0,0,0,0,0,5947831,4765622,8720322,3197532,0,0
2892,348.132233333333,21,20,4,0,1,0,0,0,CHO,Lignin,349.13950980021303,0.0119378829957149,2,H-,0,0,0,0,0,0,0,4182696,3399328,5052782,0,0,0,0,0,0
2893,348.13675,22,20,4,0,0,0,0,0,CHO,Lignin,348.136201420091,-0.12147455633482498,1,.-,0,0,0,0,0,0,0,3686058,0,3653999,0,0,0,0,0,0
2894,348.2517,18,36,6,0,0,0,0,0,CHO,Protein,348.251151420091,0.10758933381932001,1,.-,0,0,0,0,0,0,0,0,0,0,0,0,4564969,2721398,0,0
2895,348.99901,18,6,8,0,0,0,0,0,CHO,ConHC,350.00628646687994,-0.055134666794112,1,H-,0,0,0,0,0,0,6578375,0,0,0,0,0,0,0,0,0
2896,349.01179,0,0,0,0,0,0,0,0,,None,350.01906646687996,0.0,3,,0,0,0,0,0,0,2833612,0,0,0,0,0,0,0,0,0
2897,349.0201375,15,10,10,0,0,0,0,0,CHO,ConHC,350.02741396688,-0.0497814723026206,1,H-,0,0,22363114,0,7272169,0,0,0,0,0,8741580,0,0,0,12511576,0
2898,349.03533999999996,19,10,7,0,0,0,0,0,CHO,ConHC,350.04261646687996,0.103441176311024,1,H-,0,0,0,0,0,0,21741780,0,7683055,4028094,0,0,0,0,0,0
2899,349.03886,0,0,0,0,0,0,0,0,,None,350.04613646687994,0.0,0,,0,0,0,0,3433197,0,0,0,0,0,0,0,0,0,0,0
2900,349.04839,0,0,0,0,0,0,0,0,,None,350.05566646688,0.0,0,,0,0,0,0,0,0,0,0,3785716,0,0,0,0,0,0,0
2901,349.05199500000003,15,12,9,0,1,0,0,0,CHO,ConHC,349.051446420091,0.11574743432860801,2,.-,0,0,0,0,0,0,0,0,0,0,5791446,0,2899156,0,0,0
2902,349.05650590769204,16,14,9,0,0,0,0,0,CHO,Lignin,350.063782374572,-0.000932036720940076,1,H-,7579387,6590070,31538162,4001500,18054896,5529592,9586908,0,4961271,0,23507672,3430540,16992468,0,24430944,2728708
2903,349.0598,0,0,0,0,0,0,0,0,,None,350.06707646687994,0.0,2,,0,0,2855923,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,349.06935,0,0,0,0,0,0,0,0,,None,350.07662646688,0.0,2,,0,0,0,0,0,0,0,6358053,3161595,7031499,0,0,0,0,0,0
2905,349.071775,20,14,6,0,0,0,0,0,CHO,ConHC,350.07905146687995,-0.0379482291998173,1,H-,0,0,0,0,0,0,22855906,13194278,16598012,15960779,2494172,0,3457241,0,0,0
2906,349.08501,0,0,0,0,0,0,0,0,,None,350.09228646687995,0.0,1,,0,0,0,0,0,0,0,2506283,0,0,0,0,0,0,0,0
2907,349.087035,24,14,3,0,0,0,0,0,CHO,ConHC,350.09431146687996,-0.0489901705626053,3,H-,0,0,0,0,0,0,4877543,10183724,8051714,9417425,0,0,0,0,0,0
2908,349.08846,16,16,8,0,1,0,0,0,CHO,Lignin,349.087911420091,-0.111982939844623,1,.-,0,0,0,0,0,0,0,0,0,0,3817185,0,0,0,0,0
2909,349.08935,0,0,0,0,0,0,0,0,,None,350.09662646687997,0.0,2,,0,0,0,0,0,0,0,0,0,0,0,0,4092127,0,0,0
2910,349.09031,0,0,0,0,0,0,0,0,,None,350.09758646687993,0.0,1,,0,0,0,0,0,0,0,2494509,0,0,0,0,0,0,0,0
2911,349.09176,0,0,0,0,0,0,0,0,,None,350.09903646687997,0.0,0,,0,0,3255290,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,349.09289113125,17,18,8,0,0,0,0,0,CHO,Lignin,350.10016759813,-0.000124335867478211,1,H-,10737408,19977852,18586618,9935587,19185402,13119488,11763945,9727022,13349892,11422419,27718370,17536148,44685536,11669278,9052522,9645833
2913,349.09481111111097,0,0,0,0,0,0,0,0,,None,350.102087577991,0.0,1,,0,0,0,6169315,5240570,5343233,0,3939375,6497285,5008084,0,5627029,6144224,3215135,0,0
2914,349.09626000000003,0,0,0,0,0,0,0,0,,None,350.10353646688,0.0,2,,0,0,3702779,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,349.10402,0,0,0,0,0,0,0,0,,None,350.11129646687993,0.0,1,,0,0,0,0,0,0,0,2611251,0,0,0,0,0,0,0,0
2916,349.105705,0,0,0,0,0,0,0,0,,None,350.11298146687994,0.0,3,,0,0,0,0,0,0,0,5651508,0,4380376,0,0,0,0,0,0
2917,349.10812999999996,21,18,5,0,0,0,0,0,CHO,Lignin,350.11540646687996,0.0491878383677761,1,H-,0,0,0,0,0,0,11411695,23671860,21636106,26929880,3625704,0,0,0,0,0
2918,349.114020881818,14,22,10,0,0,0,0,0,CHO,Carb,350.12129734869796,-0.0012038633962032901,2,H-,3578628,9100929,5991423,7955175,9453310,8572933,0,3187767,0,0,7373545,3531929,11270374,0,0,4976396
2919,349.1234225,25,18,2,0,0,0,0,0,CHO,ConHC,350.13069896687995,-0.054679238553618,2,H-,0,0,0,0,0,0,2627317,7599163,5691408,7668447,0,0,0,0,0,0
2920,349.129277857143,18,22,7,0,0,0,0,0,CHO,Lignin,350.136554324023,-0.00360751507189121,1,H-,0,4099716,7123971,2831082,6510338,4430857,5660919,13808701,11822098,12987105,18469614,8064157,20797674,6752038,0,2557710
2921,349.14454,22,22,4,0,0,0,0,0,CHO,Lignin,350.15181646687995,-0.0207689341408893,1,H-,0,0,0,0,0,0,0,12346435,8442903,11012838,0,0,0,0,0,0
2922,349.1656625,19,26,6,0,0,0,0,0,CHO,Lignin,350.17293896687994,-0.00114137890217086,1,H-,0,0,0,0,0,0,0,2674764,0,0,2589945,2662565,3085557,0,0,0
2923,349.202035,20,30,5,0,0,0,0,0,CHO,Lipid,350.20931146687997,0.035997386599123,1,H-,0,0,0,0,0,0,0,0,0,0,2923268,0,2864384,0,0,0
2924,349.27479,22,38,3,0,0,0,0,0,CHO,Lipid,350.28206646687994,0.0817033549747851,1,H-,0,0,0,0,0,0,0,0,0,0,0,0,0,2517827,0,0
2925,349.978213333333,0,0,0,0,0,0,0,0,,None,350.98548980021303,0.0,0,,0,0,0,0,0,0,0,0,0,0,3183603,0,2469858,2551246,0,0
2926,350.00683,18,6,8,0,0,0,0,0,CHO,ConHC,350.006281420091,-0.0407155279284603,1,.-,0,0,0,0,0,0,7232056,0,0,0,0,0,0,0,0,0
2927,350.02351,14,10,10,0,1,0,0,0,CHO,ConHC,351.03078646687993,-0.0999544237888548,1,H-,0,0,3344581,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,350.02788333333297,15,10,10,0,0,0,0,0,CHO,ConHC,350.027334753424,0.17652500235108898,1,.-,0,0,0,0,0,0,0,0,0,0,9313283,0,3260913,0,2985551,0
2929,350.03864,18,10,7,0,1,0,0,0,CHO,ConHC,351.04591646688,0.259358151416238,2,H-,0,0,0,0,0,0,3745347,0,0,0,0,0,0,0,0,0
2930,350.043235,19,10,7,0,0,0,0,0,CHO,ConHC,350.042686420091,-0.096400787352253,1,.-,0,0,0,0,0,0,10678853,0,4522340,0,0,0,0,0,0,0
2931,350.05848,23,10,4,0,0,0,0,0,CHO,ConHC,350.057931420091,-0.0645912819988993,3,.-,0,0,0,0,0,0,0,0,0,3512377,0,0,0,0,0,0
2932,350.0599,15,14,9,0,1,0,0,0,CHO,Lignin,351.06717646687997,-0.112744177408753,1,H-,0,0,5301453,0,3278802,0,0,0,0,0,4514829,0,2878970,0,4496983,0
2933,350.06433,16,14,9,0,0,0,0,0,CHO,Lignin,350.063781420091,0.0017945571940589102,1,.-,0,0,0,0,0,0,0,0,0,0,22516750,0,12208635,0,5866072,0
2934,350.07516749999996,19,14,6,0,1,0,0,0,CHO,ConHC,351.08244396687996,-0.14511429137188503,1,H-,0,0,0,0,0,0,3855953,2560444,2737520,3929152,0,0,0,0,0,0
2935,350.079591428571,20,14,6,0,0,0,0,0,CHO,ConHC,350.079042848662,-0.013330309508819999,1,.-,0,0,0,0,0,0,9095762,6061502,8617329,6184001,3664915,2612085,3659264,0,0,0
2936,350.09042999999997,23,14,3,0,1,0,0,0,CHO,ConHC,351.09770646687997,-0.163240542483982,0,H-,0,0,0,0,0,0,0,0,0,3628101,0,0,0,0,0,0
2937,350.09485750000005,24,14,3,0,0,0,0,0,CHO,ConHC,350.094308920091,-0.0417155897695046,3,.-,0,0,0,0,0,0,2978392,5275076,3914103,5949511,0,0,0,0,0,0
2938,350.09624571428594,16,18,8,0,1,0,0,0,CHO,Lignin,351.103522181166,0.000601629340136631,1,H-,0,3765048,3798229,0,3932122,0,0,0,0,0,5252120,3776889,7832069,0,0,2359183
2939,350.100707142857,17,18,8,0,0,0,0,0,CHO,Lignin,350.100158562948,0.0256830853030982,1,.-,0,4705081,0,0,0,0,0,0,0,3097673,8985625,7325050,18569734,5300199,0,3028879
2940,350.11151,20,18,5,0,1,0,0,0,CHO,Lignin,351.11878646687995,-0.0226156513332403,1,H-,0,0,0,0,0,0,3263070,5742026,5053821,5473357,0,0,0,0,0,0
2941,350.11600333333297,21,18,5,0,0,0,0,0,CHO,Lignin,350.115454753424,-0.0887282281516842,1,.-,0,0,0,0,0,0,0,5844428,5725567,7801935,0,0,0,0,0,0
2942,350.12192999999996,14,22,10,0,0,0,0,0,CHO,Carb,350.12138142009104,-0.24132456654013001,1,.-,0,0,0,0,0,0,0,0,0,0,0,0,3087884,0,0,0
2943,350.12670499999996,24,18,2,0,1,0,0,0,CHO,ConHC,351.13398146687996,0.15148895509183,1,H-,0,0,0,0,0,0,0,3664336,0,2803795,0,0,0,0,0,0
2944,350.13121,25,18,2,0,0,0,0,0,CHO,ConHC,350.13066142009103,0.0525572634521564,2,.-,0,0,0,0,0,0,0,0,0,2618452,0,0,0,0,0,0
2945,350.13268,17,22,7,0,1,0,0,0,CHO,Lignin,351.13995646687994,-0.138315731775065,1,H-,0,0,0,0,0,0,0,3268563,0,0,3890211,0,3894799,0,0,0
2946,350.13707,18,22,7,0,0,0,0,0,CHO,Lignin,350.136521420091,0.0903670639573431,1,.-,0,0,0,0,0,0,0,0,0,0,0,0,4262417,0,0,0
2947,350.147806666667,0,0,0,0,0,0,0,0,,None,351.155083133547,0.0,2,,0,0,0,0,0,0,0,2820569,2670986,2819674,0,0,0,0,0,0
2948,350.2098,20,30,5,0,0,0,0,0,CHO,Lipid,350.209251420091,0.20745713931441395,1,.-,0,0,0,0,0,0,0,0,0,0,0,0,0,2508284,0,0
2949,350.95477999999997,0,0,0,0,0,0,0,0,,None,351.96205646688,0.0,1,,0,0,0,0,0,0,4504465,0,0,0,0,0,0,0,0,0
2950,351.01461,18,8,8,0,0,0,0,0,CHO,ConHC,352.02188646687995,0.0874000201990017,1,H-,0,0,0,0,0,0,25707430,0,8103627,2694555,0,0,0,0,0,0
2951,351.02756,0,0,0,0,0,0,0,0,,None,352.03483646687994,0.0,1,,0,0,0,0,0,0,2501548,0,0,0,0,0,0,0,0,0
2952,351.03468,0,0,0,0,0,0,0,0,,None,352.04195646688,0.0,2,,0,0,3722656,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,351.035780466667,15,12,10,0,0,0,0,0,CHO,Tannin,352.043056933547,-0.0293354647071083,1,H-,3579958,0,36928928,2506845,12845227,4680121,3923887,0,0,0,15156536,0,4258582,0,25357124,0
2954,351.04866,0,0,0,0,0,0,0,0,,None,352.05593646688,0.0,1,,0,0,0,0,0,0,0,2700100,0,3474343,0,0,0,0,0,0
2955,351.05104,19,12,7,0,0,0,0,0,CHO,ConHC,352.05831646687994,-0.0389906426254662,1,H-,0,0,0,0,0,0,25617332,4221766,12973784,6866344,0,0,0,0,0,0
2956,351.054545,0,0,0,0,0,0,0,0,,None,352.06182146687996,0.0,0,,0,0,0,2482273,7577775,0,0,0,0,0,0,0,0,0,0,0
2957,351.056905,12,16,12,0,0,0,0,0,CHO,Tannin,352.06418146688,-0.0155882941911313,1,H-,0,0,4267429,0,0,0,0,0,0,0,0,0,0,0,4710218,0
2958,351.06394,0,0,0,0,0,0,0,0,,None,352.07121646687995,0.0,1,,0,0,0,0,0,0,0,3097931,3155677,0,0,0,0,0,0,0
2959,351.0662825,23,12,4,0,0,0,0,0,CHO,ConHC,352.07355896687994,-0.000264944614929013,2,H-,0,0,0,0,0,0,6572986,5144396,5617374,6682030,0,0,0,0,0,0
2960,351.06771000000003,15,14,9,0,1,0,0,0,CHO,Lignin,351.067161420091,-0.0698840371205172,1,.-,0,0,0,0,0,0,0,0,0,0,3679554,0,0,0,0,0
2961,351.07103,0,0,0,0,0,0,0,0,,None,352.07830646687995,0.0,1,,0,0,3497384,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,351.07214081428594,16,16,9,0,0,0,0,0,CHO,Lignin,352.079417281166,0.0421249681138962,1,H-,7936060,9332717,38108584,8780900,22511794,11239873,8661948,0,5658336,0,26432836,5555797,24828704,3215526,16608077,4313105
2963,351.07551,0,0,0,0,0,0,0,0,,None,352.08278646687995,0.0,3,,0,0,13020584,0,3372212,0,0,0,0,0,0,0,0,0,0,0
2964,351.08302000000003,19,14,6,0,1,0,0,0,CHO,ConHC,351.082471420091,-0.223310182001203,0,.-,0,0,0,0,0,0,3145664,0,0,0,0,0,0,0,0,0
2965,351.084993333333,0,0,0,0,0,0,0,0,,None,352.092269800213,0.0,3,,0,0,0,0,0,0,0,7178067,3589861,5969333,0,0,0,0,0,0
2966,351.08738999999997,20,16,6,0,0,0,0,0,CHO,Lignin,352.09466646687997,0.061856432688619,1,H-,0,2705392,0,0,0,0,22995906,19040084,23111398,21335478,12989768,4351577,12073765,3740841,0,0
2967,351.09329132,13,20,11,0,0,0,0,0,CHO,Carb,352.10056778687994,-0.0178976707897236,2,H-,3067967,5855217,5291436,4336745,5675192,3948998,0,0,0,0,4921674,0,5679911,0,3021651,3169299
2968,351.1026525,24,16,3,0,0,0,0,0,CHO,ConHC,352.10992896688,0.0437733184133187,2,H-,0,0,0,0,0,0,4703175,13215578,9326315,12697019,0,0,0,0,0,0
2969,351.10476,0,0,0,0,0,0,0,0,,None,352.11203646687994,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3679018,0,0,0
2970,351.10854055,17,20,8,0,0,0,0,0,CHO,Lignin,352.11581701688,0.00170943777341288,1,H-,7221313,15943668,13864367,9260139,17948858,11211209,5404617,11810652,12183277,12201405,24810830,16152157,44129068,10530989,4669271,9134101
2971,351.11044,0,0,0,0,0,0,0,0,,None,352.11771646688,0.0,1,,0,0,0,0,0,0,0,0,2513134,0,0,0,0,0,0,0
2972,351.12138999999996,0,0,0,0,0,0,0,0,,None,352.12866646687996,0.0,2,,0,0,0,0,0,0,0,3553122,0,0,0,0,0,0,0,0
2973,351.123783333333,21,20,5,0,0,0,0,0,CHO,Lignin,352.131059800213,0.0396224254878358,1,H-,0,0,0,0,0,0,8676303,23213922,19834610,21761474,4192595,0,3403568,0,0,0
2974,351.12966800000004,14,24,10,0,0,0,0,0,CHO,Carb,352.13694446688,0.00716914260351159,2,H-,0,0,0,3150960,4589760,3456462,0,0,0,0,3135317,0,4301617,0,0,0
2975,351.139033333333,25,20,2,0,0,0,0,0,CHO,UnsatHC,352.14630980021303,0.0570387535871304,2,H-,0,0,0,0,0,0,0,5273449,3895033,5162441,0,0,0,0,0,0
2976,351.14493571428596,18,24,7,0,0,0,0,0,CHO,Lignin,352.152212181166,-0.0257163391512805,1,H-,0,0,0,0,0,0,0,5664619,4332283,5402059,5412186,3451494,6761270,2816180,0,0
2977,351.16017,22,24,4,0,0,0,0,0,CHO,Lignin,352.16744646687994,0.0363234025256148,1,H-,0,0,0,0,0,0,0,6399857,3816192,6098384,0,0,0,0,0,0
2978,351.18467000000004,0,0,0,0,0,0,0,0,,None,352.19194646688,0.0,1,,0,0,5817792,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,351.202442,16,32,8,0,0,0,0,0,CHO,Protein,352.20971846687996,-0.0013142169889040901,1,H-,0,0,4324804,2692222,6662352,9556447,0,0,0,0,0,0,4763463,0,0,0
2980,351.217713333333,20,32,5,0,0,0,0,0,CHO,Lipid,352.224989800213,-0.0444673539908501,1,H-,0,0,0,0,0,0,0,0,0,0,2654576,0,4356939,2633923,0,0
2981,351.98626,0,0,0,0,0,0,0,0,,None,352.99353646687996,0.0,2,,0,0,0,0,0,0,2720008,0,0,0,0,0,0,0,0,0
2982,352.01807,0,0,0,0,0,0,0,0,,None,353.02534646687997,0.0,0,,0,0,0,0,0,0,5205268,0,0,0,0,0,0,0,0,0
2983,352.02255,18,8,8,0,0,0,0,0,CHO,ConHC,352.02200142009104,-0.239151218551334,1,.-,0,0,0,0,0,0,11240725,0,3254334,0,0,0,0,0,0,0
2984,352.03914,14,12,10,0,1,0,0,0,CHO,Tannin,353.04641646688,-0.0425521386503212,1,H-,0,0,5582455,0,0,0,0,0,0,0,2742891,0,0,0,4213817,0
2985,352.04362333333296,15,12,10,0,0,0,0,0,CHO,Tannin,352.043074753424,-0.0799539201056014,1,.-,0,0,0,0,0,0,0,0,0,0,4937324,0,2569274,0,2629690,0
2986,352.05435,18,12,7,0,1,0,0,0,CHO,ConHC,353.06162646687994,0.0881172510494543,2,H-,0,0,0,0,0,0,5932321,0,0,0,0,0,0,0,0,0
2987,352.05886333333297,19,12,7,0,0,0,0,0,CHO,ConHC,352.058314753424,-0.0341236761783589,1,.-,0,0,0,0,0,0,10843426,2737371,5058636,3026715,2952817,0,3401790,0,0,0
2988,352.07406749999996,23,12,4,0,0,0,0,0,CHO,ConHC,352.07351892009103,0.113480586691841,2,.-,0,0,0,0,0,0,4556072,4780257,4241489,4729633,0,0,0,0,0,0
2989,352.075544,15,16,9,0,1,0,0,0,CHO,Lignin,353.08282046688,-0.0949255473815325,1,H-,0,0,5830271,0,4475281,0,0,0,0,0,4349558,0,4586563,0,2858050,0
2990,352.079964,16,16,9,0,0,0,0,0,CHO,Lignin,352.07941542009104,0.0474109213522189,1,.-,0,2830503,0,0,0,0,0,0,0,0,11130487,3750712,12524612,0,4031555,0
2991,352.090828333333,19,16,6,0,1,0,0,0,CHO,Lignin,353.09810480021304,-0.17478488980556398,0,H-,0,0,0,0,0,0,4798766,3205352,4289623,4311847,2972283,0,2685000,0,0,0
2992,352.095237142857,20,16,6,0,0,0,0,0,CHO,Lignin,352.094688562948,-0.0008996093485992769,1,.-,0,0,0,0,0,0,8555823,5966058,7172185,6651688,6157948,3487547,7113801,0,0,0
2993,352.10601333333295,23,16,3,0,1,0,0,0,CHO,ConHC,353.113289800213,0.0266698731247383,1,H-,0,0,0,0,0,0,0,3590382,2805853,2852652,0,0,0,0,0,0
2994,352.11046666666704,24,16,3,0,0,0,0,0,CHO,ConHC,352.109918086757,0.0746731103051227,2,.-,0,0,0,0,0,0,0,5873904,4498527,6147886,0,0,0,0,0,0
2995,352.111911666667,16,20,8,0,1,0,0,0,CHO,Lignin,353.11918813354697,-0.0443956238362142,1,H-,0,2613421,0,2471213,3187097,0,0,0,0,0,4253313,2638655,8313934,0,0,0
2996,352.116376,17,20,8,0,0,0,0,0,CHO,Lignin,352.115827420091,-0.0278354160658461,1,.-,0,3502254,0,0,0,0,0,0,0,0,5281411,5812032,12774479,4711795,0,0
2997,352.12714,20,20,5,0,1,0,0,0,CHO,Lignin,353.13441646687994,0.0343308931958572,2,H-,0,0,0,0,0,0,0,5384438,4370533,4583220,0,0,0,0,0,0
2998,352.131636666667,21,20,5,0,0,0,0,0,CHO,Lignin,352.13108808675696,-0.0407071621105691,1,.-,0,0,0,0,0,0,0,3813624,4745318,4448054,0,0,0,0,0,0
2999,352.225525,20,32,5,0,0,0,0,0,CHO,Lipid,352.224976420091,-0.00647992263273668,1,.-,0,0,0,0,0,0,0,0,0,0,0,0,3164270,3121544,0,0
3000,352.9705,0,0,0,0,0,0,0,0,,None,353.97777646687996,0.0,0,,0,0,0,0,0,0,4653677,0,0,0,0,0,0,0,0,0
3001,352.99388,17,6,9,0,0,0,0,0,CHO,ConHC,354.00115646687993,0.0715382409443684,1,H-,0,0,2629443,0,0,0,25020020,0,6107556,0,3024782,0,0,0,7802144,0
3002,353.01502,14,10,11,0,0,0,0,0,CHO,ConHC,354.02229646687994,0.0415149557357034,1,H-,0,0,4753224,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,353.03028875,18,10,8,0,0,0,0,0,CHO,ConHC,354.03756521687995,0.00587768124036727,1,H-,0,0,0,0,5243490,3144567,27444866,0,11622833,3423359,2568089,0,4822359,0,4523305,0
3004,353.04326000000003,0,0,0,0,0,0,0,0,,None,354.05053646688,0.0,1,,0,0,0,0,0,0,0,0,4463030,0,0,0,0,0,0,0
3005,353.045565,22,10,5,0,0,0,0,0,CHO,ConHC,354.05284146687995,-0.0509397974683531,2,H-,0,0,0,0,0,0,5437064,0,0,2770053,0,0,0,0,0,0
3006,353.051423911111,15,14,10,0,0,0,0,0,CHO,Tannin,354.05870037799104,-0.0104716848638468,1,H-,3579250,0,81624912,3424736,15204966,4635516,6704778,0,0,0,30193568,0,6856029,0,40004908,0
3007,353.05257,0,0,0,0,0,0,0,0,,None,354.05984646687995,0.0,2,,0,0,7290704,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,353.06431333333296,0,0,0,0,0,0,0,0,,None,354.071589800213,0.0,1,,0,0,0,0,0,0,0,4555374,2643902,2944651,0,0,0,0,0,0
3009,353.06669700000003,19,14,7,0,0,0,0,0,CHO,ConHC,354.07397346688,-0.0583572405988868,1,H-,0,4134236,0,0,0,0,25274000,7680623,14858686,10131596,7331748,3185684,8594785,3766827,3500338,0
3010,353.072547225,12,18,12,0,0,0,0,0,CHO,Carb,354.07982369187994,0.00664008473172325,1,H-,2746742,0,13012820,0,7785067,0,0,0,0,0,0,0,0,0,12791091,0
3011,353.07964666666703,0,0,0,0,0,0,0,0,,None,354.086923133547,0.0,1,,0,0,0,0,0,0,0,4085364,2517955,2948241,0,0,0,0,0,0
3012,353.0819225,23,14,4,0,0,0,0,0,CHO,ConHC,354.08919896687996,0.0281593451333172,2,H-,0,0,0,0,0,0,7769749,12257909,10017220,13856914,0,0,0,0,0,0
3013,353.08407,0,0,0,0,0,0,0,0,,None,354.09134646687994,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3295590,0,0,0
3014,353.08539,0,0,0,0,0,0,0,0,,None,354.09266646687996,0.0,1,,0,0,0,0,0,0,0,2770551,0,0,0,0,0,0,0,0
3015,353.087809825,16,18,9,0,0,0,0,0,CHO,Lignin,354.09508629187997,-0.0116216807482059,1,H-,9699704,16501088,28860248,12451303,25395822,15360900,7196311,3659384,7121350,6566036,18098090,10266649,33897832,6056495,9448759,9115930
3016,353.089,0,0,0,0,0,0,0,0,,None,354.09627646687994,0.0,1,,0,0,0,0,2572910,0,0,0,0,0,0,0,0,0,0,0
3017,353.09692,0,0,0,0,0,0,0,0,,None,354.10419646687996,0.0,0,,0,0,0,0,0,0,0,2748027,0,0,0,0,0,0,0,0
3018,353.099375,0,0,0,0,0,0,0,0,,None,354.10665146687995,0.0,1,,0,0,0,0,0,0,0,0,0,0,4285358,0,3783018,0,0,0
