Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,ESI-Neg-S14-1944,ESI-Neg-S14-1962,ESI-Neg-S14-2196,LDI-Neg-S14-1941,LDI-Neg-S14-1944,LDI-Neg-S14-1962,LDI-Neg-S14-2196,APCI-Neg-S14-1941,APCI-Neg-S14-1944,APCI-Neg-S14-1962,APCI-Neg-S14-2196,APPI-Neg-S14-1941,APPI-Neg-S14-1944,APPI-Neg-S14-1962,APPI-Neg-S14-2196,ESI-Neg-S14-1941
235.059615,0,0,0,0,0,0,0,0,,None,235.059066420091,0,0,0,0,0,0,0,0,0,2725977,0,3928887,0,0,0,0,0,0
235.0611956,0,0,0,0,0,0,0,0,,None,235.060647020091,0,1,9630907,14400451,12270419,4562335,9263875,6688646,7743140,26066010,20919698,45010744,16959160,5255524,4778922,3520764,9332376,10501141
235.0764375,0,0,0,0,0,0,0,0,,None,235.075888920091,0,0,0,0,0,3300263,9868044,5299598,6437036,0,0,0,0,0,0,0,0,0
235.082318888889,0,0,0,0,0,0,0,0,,None,235.081770308979,0,1,8606918,9565134,9571166,0,0,0,0,0,3530141,7542596,2444996,0,2273712,0,3881121,5677089
235.097560909091,0,0,0,0,0,0,0,0,,None,235.097012329181,0,0,3289805,3858390,2866021,0,6637336,3495322,4565688,6228077,6796709,10323788,5496524,0,0,0,0,3194408
235.11279,0,0,0,0,0,0,0,0,,None,235.112241420091,0,0,0,0,0,0,2458913,0,0,0,0,0,0,0,0,0,0,0
235.13395,0,0,0,0,0,0,0,0,,None,235.133401420091,0,0,0,0,0,0,0,0,0,3079809,0,4070241,0,0,0,0,0,0
236.0281475,0,0,0,0,0,0,0,0,,None,236.027598920091,0,0,0,0,0,0,0,0,0,4569700,0,2948442,0,2961729,0,0,0,4405783
236.03262,11,8,6,0,0,0,0,0,CHO,ConHC,236.032071420091,0.0701993986678569,1,0,0,0,0,0,0,0,5815910,0,6949213,0,3285316,0,0,0,0
236.047815,0,0,0,0,0,0,0,0,,None,236.047266420091,0,0,0,0,0,0,2827058,0,0,2419822,0,0,0,0,0,0,0,0
236.05642,0,0,0,0,0,0,0,0,,None,236.055871420091,0,1,0,0,0,0,0,0,0,2659955,0,2533226,0,0,0,0,0,0
236.064553333333,0,0,0,0,0,0,0,0,,None,236.064004753424,0,0,0,0,0,0,0,0,0,4015224,0,5050735,2647746,0,0,0,0,0
236.069026,12,12,5,0,0,0,0,0,CHO,Lignin,236.068477420091,-0.0166239497750797,1,0,0,0,0,0,0,0,9635450,7294872,13656433,6261956,0,0,0,2408516,0
236.07981,0,0,0,0,0,0,0,0,,None,236.079261420091,0,0,0,0,0,0,0,0,2640612,0,0,0,0,0,0,0,0,0
236.08416,0,0,0,0,0,0,0,0,,None,236.083611420091,0,0,0,0,0,0,3008839,0,0,0,0,0,0,0,0,0,0,0
236.1054,13,16,4,0,0,0,0,0,CHO,Lignin,236.104851420091,0.0321124678200621,1,2462414,0,3038556,0,0,0,0,0,0,2933126,0,0,0,0,0,0
236.14185,14,20,3,0,0,0,0,0,CHO,Lignin,236.141301420091,-0.241007355380389,1,0,0,0,0,0,0,0,2506913,0,0,0,0,0,0,0,0
237.0040865125,0,0,0,0,0,0,0,0,,None,237.003537932591,0,0,2506392,7241676,3158813,0,0,0,0,15691892,0,7680899,0,17723684,0,2678263,0,15999005
237.040460621429,0,0,0,0,0,0,0,0,,None,237.039912041519,0,1,8317098,17100768,9127727,4505051,0,3165129,0,22032520,9890188,24626072,7164605,10066230,4515337,5467141,7369185,26701872
237.055683333333,0,0,0,0,0,0,0,0,,None,237.055134753424,0,0,0,0,0,5951459,11162478,7599569,7704847,2977424,0,3994528,0,0,0,0,0,0
237.061581545455,0,0,0,0,0,0,0,0,,None,237.061032965545,0,1,20584628,36556780,21514042,0,2553202,0,0,2971796,0,9843620,0,7958849,16259599,13510670,26950122,14856252
237.07523,0,0,0,0,0,0,0,0,,None,237.074681420091,0,0,0,0,0,0,0,0,0,2859163,0,4445100,0,0,0,0,0,0
237.07683663125,0,0,0,0,0,0,0,0,,None,237.076288051341,0,1,12343485,17571828,13223745,3322607,7985019,6285277,8128795,35827868,21490078,47739820,18590416,2916681,4122132,3329044,7426545,11925572
237.092093333333,0,0,0,0,0,0,0,0,,None,237.091544753424,0,0,0,0,0,0,7980931,4318694,5877028,0,0,0,0,0,0,0,0,0
237.1132275,0,0,0,0,0,0,0,0,,None,237.112678920091,0,0,0,0,0,0,0,0,0,5373104,4079025,6260673,3192547,0,0,0,0,0
237.14963,0,0,0,0,0,0,0,0,,None,237.149081420091,0,0,0,0,0,0,0,0,0,5531843,2864068,5871574,3559158,0,0,0,0,0
237.186,0,0,0,0,0,0,0,0,,None,237.185451420091,0,0,0,3427373,2517367,0,0,0,0,0,0,2560490,0,0,0,0,0,0
238.01191,10,6,7,0,0,0,0,0,CHO,ConHC,238.011361420091,-0.0372788530784341,1,0,0,0,0,0,0,0,4040344,0,3285951,0,2569496,0,0,0,0
238.0438,0,0,0,0,0,0,0,0,,None,238.043251420091,0,0,0,0,0,0,0,0,0,2678953,0,3242961,0,0,0,0,0,2885191
238.0482725,11,10,6,0,0,0,0,0,CHO,Lignin,238.047723920091,0.0593725880071702,1,0,0,0,0,0,0,0,11057835,4976531,11857364,3456202,0,0,0,0,0
238.063525,15,10,3,0,0,0,0,0,CHO,ConHC,238.062976420091,0.0746323923944543,1,0,0,0,0,5619117,4431872,5119821,0,0,2941917,0,0,0,0,0,0
238.06493,0,0,0,0,0,0,0,0,,None,238.064381420091,0,0,0,3317250,0,0,0,0,0,0,0,0,0,0,0,0,2605973,0
238.07207,0,0,0,0,0,0,0,0,,None,238.071521420091,0,1,0,0,0,0,0,0,0,0,0,2846178,0,0,0,0,0,0
238.0801975,0,0,0,0,0,0,0,0,,None,238.079648920091,0,0,0,3092490,0,0,0,0,0,4405949,3443620,6474214,0,0,0,0,0,0
238.0846675,12,14,5,0,0,0,0,0,CHO,Lignin,238.084118920091,0.0194881097820248,1,0,0,0,0,0,0,0,8442559,5299110,10292713,5275869,0,0,0,0,0
238.891365,0,0,0,0,0,0,0,0,,None,238.890816420091,0,0,0,7279548,0,0,0,0,0,0,0,0,0,0,0,0,0,4088842
238.98429,0,0,0,0,0,0,0,0,,None,238.983741420091,0,0,0,3705837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.0197284,0,0,0,0,0,0,0,0,,None,239.019179820091,0,0,5248156,27235328,8680206,0,0,0,0,22385852,0,17623036,0,18552076,0,8229649,7007533,42677328
239.02309,0,0,0,0,0,0,0,0,,None,239.022541420091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7038033
239.034955,0,0,0,0,0,0,0,0,,None,239.034406420091,0,0,0,0,0,6607910,5270488,5445659,4132728,0,0,0,0,0,0,0,0,0
239.05446,0,0,0,0,0,0,0,0,,None,239.053911420091,0,0,0,0,0,0,0,0,0,2735311,0,3846160,0,0,0,0,0,0
239.055595,0,0,0,0,0,0,0,0,,None,239.055046420091,0,1,0,0,2853664,0,0,0,0,0,0,0,0,0,0,0,0,6177890
239.0560916625,0,0,0,0,0,0,0,0,,None,239.055543082591,0,1,17214638,37704724,23825184,2726193,3797476,2904103,3734404,30020816,18415004,48420880,14851799,7466271,7924853,6596383,15240508,66229348
239.06964,0,0,0,0,0,0,0,0,,None,239.069091420091,0,0,0,0,0,0,3338220,0,0,0,0,0,0,0,0,0,0,0
239.071335,0,0,0,0,0,0,0,0,,None,239.070786420091,0,0,0,0,0,4549690,15575021,9817647,12875149,0,2663331,3229722,0,0,0,0,0,0
239.077240855556,0,0,0,0,0,0,0,0,,None,239.076692275646,0,1,6010042,10081311,6120235,0,0,0,0,0,0,4470813,0,2742058,3619964,3803944,6803781,3719278
239.092489166667,0,0,0,0,0,0,0,0,,None,239.091940586757,0,1,4925633,10064935,5687091,0,3974137,2722619,2865817,11445475,10700206,20162598,8580842,0,0,0,3009868,7826550
239.107715,0,0,0,0,0,0,0,0,,None,239.107166420091,0,0,0,0,0,0,5554178,0,2799522,0,0,0,0,0,0,0,0,0
239.126485,0,0,0,0,0,0,0,0,,None,239.125936420091,0,0,4775123,0,10036035,0,0,0,0,0,0,0,0,0,0,0,0,0
239.128875,0,0,0,0,0,0,0,0,,None,239.128326420091,0,0,3130580,0,3219781,0,0,0,0,6120695,4085185,6969403,3181309,0,0,0,0,0
239.16526,0,0,0,0,0,0,0,0,,None,239.164711420091,0,0,0,0,0,0,0,0,0,4543755,3941844,4840527,3720976,0,0,0,0,0
239.201665,0,0,0,0,0,0,0,0,,None,239.201116420091,0,0,3880185,5061729,6490985,0,0,0,0,8123679,9096678,12232804,9258787,0,0,0,0,2706608
240.023086666667,0,0,0,0,0,0,0,0,,None,240.022538086757,0,0,0,2728472,0,0,0,0,0,0,0,0,0,2544896,0,0,0,5075558
240.027536666667,10,8,7,0,0,0,0,0,CHO,Tannin,240.026988086757,0.0605129570610878,1,0,0,0,0,0,0,0,7012065,0,3450427,0,3237634,0,0,0,0
240.033595,0,0,0,0,0,0,0,0,,None,240.033046420091,0,0,0,2581534,0,0,0,0,0,0,0,0,0,0,0,0,0,4578924
240.042788571429,14,8,4,0,0,0,0,0,CHO,ConHC,240.042239991519,0.0781265869464343,1,0,0,0,4292691,4219418,4057676,4115385,3390185,0,3757635,2433241,0,0,0,0,0
240.059467142857,0,0,0,0,0,0,0,0,,None,240.058918562948,0,0,0,5065260,2787608,0,0,0,0,3708659,3135906,5711437,0,0,0,0,2398953,7175802
240.063924,11,12,6,0,0,0,0,0,CHO,Lignin,240.063375420091,0.052893155639446,1,0,0,0,0,0,0,0,5411573,7735204,15653455,6197477,0,0,0,2548459,0
240.07477,0,0,0,0,0,0,0,0,,None,240.074221420091,0,0,0,0,0,0,2588717,0,0,0,0,0,0,0,0,0,0,0
240.079233333333,15,12,3,0,0,0,0,0,CHO,Lignin,240.078684753424,-0.168702706560415,1,0,0,0,0,4534319,2606688,4114894,0,0,0,0,0,0,0,0,0
240.08506,8,16,8,0,0,0,0,0,CHO,Carb,240.084511420091,0.0252840528180106,1,0,0,0,0,0,0,0,3592961,0,6429276,0,0,0,0,0,0
240.08774,0,0,0,0,0,0,0,0,,None,240.087191420091,0,1,0,0,0,0,0,0,0,0,0,3671645,0,0,0,0,0,0
240.1003025,12,16,5,0,0,0,0,0,CHO,Lignin,240.099753920091,0.0820659294855667,1,0,0,0,0,0,0,0,3465993,2434487,4803172,2449143,0,0,0,0,0
240.998975,0,0,0,0,0,0,0,0,,None,240.998426420091,0,0,0,0,0,0,0,0,0,0,0,0,0,4581606,0,0,0,4129903
241.00236,0,0,0,0,0,0,0,0,,None,241.001811420091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10946673
241.01429,0,0,0,0,0,0,0,0,,None,241.013741420091,0,0,0,0,0,4442734,0,0,0,0,0,0,0,0,0,0,0,0
241.035371361538,0,0,0,0,0,0,0,0,,None,241.034822781629,0,1,3227298,8517686,4646658,2776442,0,3351158,0,18176264,3521946,16764026,0,15083768,3504856,7882285,11001994,11012227
241.03877,0,0,0,0,0,0,0,0,,None,241.038221420091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263109
241.050625714286,0,0,0,0,0,0,0,0,,None,241.050077134376,0,0,0,0,0,8931970,12532830,11120254,11632124,4912400,3529634,7195779,0,0,0,0,0,0
241.065833333333,0,0,0,0,0,0,0,0,,None,241.065284753424,0,0,0,0,0,2440330,2910823,0,2669317,0,0,0,0,0,0,0,0,0
241.07011,0,0,0,0,0,0,0,0,,None,241.069561420091,0,0,0,0,0,0,0,0,0,3040539,0,7038094,0,0,0,0,0,0
241.07177226,0,0,0,0,0,0,0,0,,None,241.071223680091,0,1,13779125,23955530,19664660,0,4661866,2679434,3943432,37755164,28635566,74390672,24605426,5500170,7513827,6487611,16224410,14137494
241.08704,0,0,0,0,0,0,0,0,,None,241.086491420091,0,0,0,0,0,3089558,12969075,8478354,12128785,0,0,0,0,0,0,0,0,0
241.10814375,0,0,0,0,0,0,0,0,,None,241.107595170091,0,1,2801864,4884573,2821927,0,0,0,0,3513647,2984384,6168739,2994949,0,0,0,0,4382890
241.11938,0,0,0,0,0,0,0,0,,None,241.118831420091,0,0,0,9967715,0,0,0,0,0,0,0,0,0,0,0,0,0,7153840
241.14453125,0,0,0,0,0,0,0,0,,None,241.143982670091,0,0,3523802,4399217,3585849,0,0,0,0,4410691,3424723,5918904,3919640,0,0,0,0,2446525
241.180905,0,0,0,0,0,0,0,0,,None,241.180356420091,0,0,0,0,0,0,0,0,0,3815767,4093414,4633805,4413227,0,0,0,0,0
241.215646666667,0,0,0,0,0,0,0,0,,None,241.215098086757,0,0,0,0,0,0,0,0,0,2816362,0,4624609,3675965,0,0,0,0,0
241.2173025,0,0,0,0,0,0,0,0,,None,241.216753920091,0,0,12407039,13371544,17850206,0,0,0,0,36510060,49426936,54680800,51843904,0,0,0,0,5823716
242.022045,13,6,5,0,0,0,0,0,CHO,ConHC,242.021496420091,0.111076949338632,1,0,0,0,5600414,0,2751133,0,0,0,0,0,0,0,0,0,0
242.0432,10,10,7,0,0,0,0,0,CHO,Tannin,242.042651420091,0.00518755439067156,1,0,0,0,0,0,0,0,0,0,3343033,0,0,0,0,0,0
242.058447142857,14,10,4,0,0,0,0,0,CHO,ConHC,242.057898562948,0.0423305843433173,1,0,0,0,3524274,5480099,4161458,3840576,2833719,3503532,4117186,0,0,0,0,0,0
242.075115,0,0,0,0,0,0,0,0,,None,242.074566420091,0,0,0,2566243,0,0,0,0,0,5556032,3606453,8830668,0,0,0,0,0,0
242.07957,11,14,6,0,0,0,0,0,CHO,Lignin,242.079021420091,0.0692414788833842,1,0,0,0,0,0,0,0,0,5007287,8517326,3967744,0,0,0,2458185,0
242.09033,0,0,0,0,0,0,0,0,,None,242.089781420091,0,0,0,0,0,0,2666165,0,0,0,0,0,0,0,0,0,0,0
242.220658,0,0,0,0,0,0,0,0,,None,242.220109420091,0,0,0,0,3782999,0,0,0,0,6414224,7681024,9371423,8412490,0,0,0,0,0
243.017995,0,0,0,0,0,0,0,0,,None,243.017446420091,0,0,0,4274269,0,0,0,0,0,0,0,0,0,0,0,0,0,10060966
243.029856666667,0,0,0,0,0,0,0,0,,None,243.029308086757,0,0,0,0,0,11733711,4912852,6596306,4769393,3625803,0,4141294,0,0,0,0,0,0
243.04507,0,0,0,0,0,0,0,0,,None,243.044521420091,0,0,0,0,0,0,2795741,0,2614906,0,0,0,0,0,0,0,0,0
243.04862,0,0,0,0,0,0,0,0,,None,243.048071420091,0,0,0,0,0,0,3089631,0,0,0,0,0,0,0,0,0,0,0
243.051027881818,0,0,0,0,0,0,0,0,,None,243.050479301909,0,1,5657770,11959406,6156025,0,0,0,0,6135127,5915054,12038394,3838716,0,3841351,3628873,6986729,9206968
243.062266666667,0,0,0,0,0,0,0,0,,None,243.061718086757,0,1,0,3805300,0,0,0,0,0,10577245,0,17740032,0,0,0,0,0,0
243.06394,0,0,0,0,0,0,0,0,,None,243.063391420091,0,1,0,0,0,0,3251944,0,0,0,0,0,0,0,0,0,0,0
243.064505,0,0,0,0,0,0,0,0,,None,243.063956420091,0,0,0,0,0,0,3116264,0,2826885,0,0,0,0,0,0,0,0,0
243.066274,0,0,0,0,0,0,0,0,,None,243.065725420091,0,0,0,4041846,0,7438052,18315498,13381350,14090886,11222367,6610358,11968770,5622532,0,0,0,0,3932352
243.081595,0,0,0,0,0,0,0,0,,None,243.081046420091,0,0,0,0,0,0,3953394,0,2442383,0,0,0,0,0,0,0,0,0
243.087411,0,0,0,0,0,0,0,0,,None,243.086862420091,0,1,8434876,12524673,7297803,0,0,0,0,5768555,7755201,14610703,5037839,0,2292562,0,4901881,6118603
243.1026575,0,0,0,0,0,0,0,0,,None,243.102108920091,0,0,0,0,0,0,8443134,4571387,6393499,0,0,3227927,0,0,0,0,0,0
243.1237975,0,0,0,0,0,0,0,0,,None,243.123248920091,0,1,0,9483413,4271902,0,0,0,0,0,0,4265252,0,0,0,0,0,7177439
243.16021,0,0,0,0,0,0,0,0,,None,243.159661420091,0,0,0,0,0,0,0,0,0,0,0,2773304,0,0,0,0,0,0
243.196565,0,0,0,0,0,0,0,0,,None,243.196016420091,0,0,0,3292348,0,0,0,0,0,0,3162618,3784013,2500936,0,0,0,0,0
244.00137,12,4,6,0,0,0,0,0,CHO,ConHC,244.000821420091,-0.137536793352851,1,0,0,0,2565358,0,0,0,0,0,0,0,0,0,0,0,0
244.037718333333,13,8,5,0,0,0,0,0,CHO,ConHC,244.037169753424,0.0148087118086202,1,0,0,0,3949314,0,2749576,2545335,2787700,2970029,4842287,0,0,0,0,0,0
244.058846666667,10,12,7,0,0,0,0,0,CHO,Tannin,244.058298086757,0.0190657021138266,1,0,0,0,0,0,0,0,3024255,2829752,4433723,0,0,0,0,0,0
244.069643333333,0,0,0,0,0,0,0,0,,None,244.069094753424,0,0,0,0,0,0,2912047,0,2517194,2440581,0,0,0,0,0,0,0,0
244.074094285714,14,12,4,0,0,0,0,0,CHO,Lignin,244.073545705805,0.0539501121932823,1,0,0,0,0,4533553,3482396,3867852,3029896,3285952,5419844,2799890,0,0,0,0,0
244.09073,0,0,0,0,0,0,0,0,,None,244.090181420091,0,0,0,0,0,0,0,0,0,0,0,2469197,0,0,0,0,0,0
244.09522,11,16,6,0,0,0,0,0,CHO,Lignin,244.094671420091,0.0689327192631591,1,0,0,0,0,0,0,0,0,0,2755408,0,0,0,0,0,0
245.009175714286,0,0,0,0,0,0,0,0,,None,245.008627134376,0,0,0,2432648,0,10255137,0,4906794,0,3735945,0,3303259,0,6211767,0,0,0,2611406
245.0125,0,0,0,0,0,0,0,0,,None,245.011951420091,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3067600
245.045542307692,0,0,0,0,0,0,0,0,,None,245.044993727783,0,1,0,4703388,4156134,9904950,8406373,9046846,9122559,8167837,6857144,11509104,6208269,2695881,0,0,4423487,4623586
245.047425,0,0,0,0,0,0,0,0,,None,245.046876420091,0,0,0,4429981,0,0,0,0,0,0,0,0,0,0,0,0,0,5455075
245.0607575,0,0,0,0,0,0,0,0,,None,245.060208920091,0,0,0,0,0,2978622,5967214,3313479,4714248,0,0,0,0,0,0,0,0,0
245.066677236364,0,0,0,0,0,0,0,0,,None,245.066128656454,0,1,11782321,18649254,13125361,0,0,0,0,9042344,9707971,22222204,4509464,0,7609270,5752934,12834632,8722669
245.080085,0,0,0,0,0,0,0,0,,None,245.079536420091,0,0,0,0,0,0,2666873,0,2511635,0,0,0,0,0,0,0,0,0
245.081920909091,0,0,0,0,0,0,0,0,,None,245.081372329181,0,0,0,2852527,0,4152650,16887162,10871635,15223572,10213809,8004043,12785029,7615264,0,0,0,2389839,3318005
245.09724,0,0,0,0,0,0,0,0,,None,245.096691420091,0,0,0,0,0,0,3834755,0,0,0,0,0,0,0,0,0,0,0
245.1030575,0,0,0,0,0,0,0,0,,None,245.102508920091,0,1,2437827,5032122,0,0,0,0,0,0,0,2685329,0,0,0,0,0,3257601
245.118283333333,0,0,0,0,0,0,0,0,,None,245.117734753424,0,0,0,0,0,0,4103567,0,3082793,0,0,2462618,0,0,0,0,0,0
245.13944,0,0,0,0,0,0,0,0,,None,245.138891420091,0,1,0,6656206,3859221,0,0,0,0,0,0,0,0,0,0,0,0,2879764
246.01699802,12,6,6,0,0,0,0,0,CHO,ConHC,246.016449440091,-0.0468053682127621,1,0,0,0,4412758,0,0,0,5234611,0,4174749,0,4645551,0,2430429,0,0
246.04889,0,0,0,0,0,0,0,0,,None,246.048341420091,0,0,0,0,0,0,0,0,0,0,0,2464175,0,0,0,0,0,0
246.053381666667,13,10,5,0,0,0,0,0,CHO,ConHC,246.052833086757,-0.0392405853679108,1,0,0,0,0,2533295,0,2999112,6431687,6155202,8275890,4138266,0,0,0,0,0
246.068656666667,17,10,2,0,0,0,0,0,CHO,ConHC,246.068108086757,-0.115909198668513,1,0,0,0,0,4385208,2625406,2475344,0,0,0,0,0,0,0,0,0
246.07448,10,14,7,0,0,0,0,0,CHO,Tannin,246.073931420091,0.0869007510050931,1,0,0,0,0,0,0,0,0,0,4968382,0,0,0,0,0,0
246.08531,0,0,0,0,0,0,0,0,,None,246.084761420091,0,0,0,0,0,0,3613122,0,0,0,0,0,0,0,0,0,0,0
246.0897,14,14,4,0,0,0,0,0,CHO,Lignin,246.089151420091,0.23372712335542,1,0,0,0,0,2588612,0,0,0,0,3694534,0,0,0,0,0,0
246.97725,0,0,0,0,0,0,0,0,,None,246.976701420091,0,0,0,5633191,0,0,0,0,0,0,0,0,0,0,0,0,0,2599658
246.98667,0,0,0,0,0,0,0,0,,None,246.986121420091,0,0,0,0,0,0,0,0,0,0,0,0,0,2988179,0,0,0,0
246.988422842857,0,0,0,0,0,0,0,0,,None,246.987874262948,0,0,0,0,0,3164535,0,0,0,7699912,0,2970057,0,31904916,0,6419293,2824319,8723696
247.02257,0,0,0,0,0,0,0,0,,None,247.022021420091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674434
247.0243,0,0,0,0,0,0,0,0,,None,247.023751420091,0,1,0,3413184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247.024812471429,0,0,0,0,0,0,0,0,,None,247.024263891519,0,0,6292634,29992128,9360076,9919371,0,5636505,3501948,15971804,3765690,13695454,0,39933092,4739603,19793772,10662543,41968900
247.02817,0,0,0,0,0,0,0,0,,None,247.027621420091,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7286021
247.0394,0,0,0,0,0,0,0,0,,None,247.038851420091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4069643
247.040103333333,0,0,0,0,0,0,0,0,,None,247.039554753424,0,0,0,0,0,3285908,3015662,2613666,0,0,0,0,0,0,0,0,0,0
247.04592,0,0,0,0,0,0,0,0,,None,247.045371420091,0,1,0,2645708,0,0,0,0,0,2658280,0,3079659,0,0,0,0,0,3466510
247.06119169375,0,0,0,0,0,0,0,0,,None,247.060643113841,0,1,6165676,9936084,9503454,6952864,11827706,10077101,11146129,20817392,17219020,28330484,13475623,4118712,5427742,3174266,8450718,10720534
247.06177,0,0,0,0,0,0,0,0,,None,247.061221420091,0,0,0,0,0,0,0,0,0,2438641,0,0,0,0,0,0,0,0
247.063055,0,0,0,0,0,0,0,0,,None,247.062506420091,0,0,0,3146453,2568927,0,0,0,0,0,0,0,0,0,0,0,0,0
247.07642,0,0,0,0,0,0,0,0,,None,247.075871420091,0,0,0,0,0,3091880,9853443,5515190,7363482,0,0,0,0,0,0,0,0,0
247.082328775,0,0,0,0,0,0,0,0,,None,247.081780195091,0,1,13540535,54748384,13556457,0,0,0,0,9553404,5220824,19180032,2619699,9897154,3745317,6885250,7955112,55321888
247.097573333333,0,0,0,0,0,0,0,0,,None,247.097024753424,0,0,0,2571495,0,0,9435664,5691330,8102822,7121412,6206944,10461704,4764475,0,0,0,0,3226922
247.1187,0,0,0,0,0,0,0,0,,None,247.118151420091,0,1,0,2726131,0,0,0,0,0,0,0,0,0,0,0,0,0,2774325
247.13394,0,0,0,0,0,0,0,0,,None,247.133391420091,0,0,0,0,0,0,0,0,0,2543640,0,2926109,0,0,0,0,0,0
247.17035,0,0,0,0,0,0,0,0,,None,247.169801420091,0,0,0,0,0,0,0,0,0,2519596,0,0,0,0,0,0,0,0
247.99176,0,0,0,0,0,0,0,0,,None,247.991211420091,0,0,0,0,0,0,0,0,0,0,0,0,0,3593353,0,0,0,0
247.99449,0,0,0,0,0,0,0,0,,None,247.993941420091,0,1,0,0,0,0,0,0,0,2778097,0,0,0,0,0,0,0,0
247.996256666667,11,4,7,0,0,0,0,0,CHO,ConHC,247.995708086757,-0.0225957830969508,1,0,0,0,0,0,0,0,30631922,0,14212107,0,11605643,0,0,0,0
248.02818,0,0,0,0,0,0,0,0,,None,248.027631420091,0,0,0,3806938,0,0,0,0,0,0,0,0,0,5225115,0,0,0,5303067
248.032638,12,8,6,0,0,0,0,0,CHO,ConHC,248.032089420091,-0.00576816707355811,1,0,0,0,4067777,0,0,0,9179142,2913220,8737824,0,2897565,0,0,0,0
248.047881666667,16,8,3,0,0,0,0,0,CHO,ConHC,248.047333086757,0.0444928904283613,1,0,0,0,4572618,4545594,2979802,3130831,3056655,0,3053609,0,0,0,0,0,0
248.064545,0,0,0,0,0,0,0,0,,None,248.063996420091,0,0,0,0,0,0,0,0,0,2598424,0,3194930,0,0,0,0,0,0
248.069036666667,13,12,5,0,0,0,0,0,CHO,Lignin,248.068488086757,-0.0588186646406598,1,0,0,0,0,2533959,0,2426971,8196122,6588375,11177013,4740404,0,0,0,0,0
248.08429,17,12,2,0,0,0,0,0,CHO,ConHC,248.083741420091,-0.0475270587941262,1,0,0,0,0,3172432,0,2631652,0,0,0,0,0,0,0,0,0
248.085675,0,0,0,0,0,0,0,0,,None,248.085126420091,0,0,0,6190841,0,0,0,0,0,0,0,0,0,0,0,0,0,4731705
248.10538,14,16,4,0,0,0,0,0,CHO,Lignin,248.104831420091,0.111170384276132,1,0,0,0,0,0,0,0,0,0,2654282,0,0,0,0,0,0
248.99963,10,4,7,0,1,0,0,0,CHO,ConHC,248.999081420091,-0.0967842547955818,1,0,0,0,0,0,0,0,4067866,0,0,0,0,0,0,0,0
249.0040759,0,0,0,0,0,0,0,0,,None,249.003527320091,0,0,0,8122597,0,2491363,0,0,0,9372188,0,4148813,0,13334658,0,2763896,0,18520354
249.032226,0,0,0,0,0,0,0,0,,None,249.031677420091,0,0,8564890,12634355,10952384,0,0,0,0,3343916,0,0,0,0,0,0,0,10633522
249.03806,0,0,0,0,0,0,0,0,,None,249.037511420091,0,0,0,0,0,0,2889341,0,0,0,0,0,0,0,0,0,0,0
249.04044984375,0,0,0,0,0,0,0,0,,None,249.039901263841,0,1,6375583,15804664,8640196,11993079,2894078,7182347,3315216,22862384,10584525,24260194,8217390,16296084,4929665,6046343,11202029,29600054
249.05574,0,0,0,0,0,0,0,0,,None,249.055191420091,0,0,0,0,0,5840896,8973959,6216724,7312409,0,0,0,0,0,0,0,0,0
249.06103,0,0,0,0,0,0,0,0,,None,249.060481420091,0,0,0,2699523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249.0615864,0,0,0,0,0,0,0,0,,None,249.061037820091,0,1,22163626,27977988,21409486,0,0,0,0,3930684,2807256,10428014,0,4807839,13412488,9069199,21356022,6125890
249.075085,0,0,0,0,0,0,0,0,,None,249.074536420091,0,0,0,0,0,0,0,0,0,2488388,0,3709558,0,0,0,0,0,0
249.07685108125,0,0,0,0,0,0,0,0,,None,249.076302501341,0,1,7760049,13875467,10946262,4431884,11515539,8965151,10543142,25885252,22405600,38809208,18314048,3207846,5077133,3262101,9154045,9601354
249.09207,0,0,0,0,0,0,0,0,,None,249.091521420091,0,0,0,0,0,0,10632860,5115944,6238767,0,0,0,0,0,0,0,0,0
249.098,0,0,0,0,0,0,0,0,,None,249.097451420091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678613
249.113228333333,0,0,0,0,0,0,0,0,,None,249.112679753424,0,0,0,0,0,0,3830953,0,3643963,4623961,4867571,6549132,3893075,0,0,0,0,0
249.149605,0,0,0,0,0,0,0,0,,None,249.149056420091,0,0,0,0,0,0,0,0,0,2433133,0,2831008,0,0,0,0,0,0
249.185996666667,0,0,0,0,0,0,0,0,,None,249.185448086757,0,0,0,0,0,0,0,0,0,0,2835993,4007605,2788729,0,0,0,0,0
250.00747,0,0,0,0,0,0,0,0,,None,250.006921420091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678585
