m/z	I	S/N	Res.	I %	
285.08272	4984424	25.4	443647	1.6	
285.09799	7640685	40.1	427540	2.4	
286.06941	2527685	11.8	456015	0.8	
287.05609	7901470	41.2	434831	2.5	
287.07723	28743972	155.2	425600	9.1	
287.09248	4529451	22.8	429396	1.4	
288.06389	2950778	14.1	499202	0.9	
288.08062	3299968	16.0	403454	1.0	
288.08507	4662914	23.5	479279	1.5	
289.03539	3883975	19.2	428255	1.2	
289.07176	11590611	61.4	424949	3.7	
289.09288	8641498	45.3	412399	2.7	
289.10817	3109856	15.0	447717	1.0	
290.07961	2840872	13.5	483076	0.9	
291.05101	8433261	44.1	423668	2.7	
291.07217	8332916	43.6	430245	2.6	
291.08740	11089529	58.6	410380	3.5	
293.03026	4848888	24.5	406969	1.5	
293.06667	15335684	81.9	418926	4.9	
293.08780	17989898	96.4	429105	5.7	
293.10308	7162128	37.2	418385	2.3	
294.07451	3059273	14.6	463595	1.0	
295.04592	9671551	50.5	410206	3.1	
295.08232	18314122	97.5	411699	5.8	
295.10344	10800018	56.7	418716	3.4	
296.08565	2823368	13.3	457105	0.9	
296.09010	2445513	11.3	482806	0.8	
297.06158	8578552	44.6	422502	2.7	
297.08272	7663103	39.6	409961	2.4	
297.09798	10982916	57.6	419253	3.5	
299.05611	4879453	24.5	434923	1.5	
299.07721	13412451	70.8	403927	4.3	
299.09251	4612200	23.0	415517	1.5	
299.09836	4575338	22.8	426388	1.5	
299.11358	2884718	13.7	451688	0.9	
300.99643	5692067	28.9	466552	1.8	
300.99898	77949600	421.3	403517	24.7	
300.99981	5692068	28.9	776744	1.8	
301.05650	6480565	33.2	414167	2.1	
301.07175	13109945	69.2	408182	4.2	
301.09289	12237504	64.4	412969	3.9	
302.00235	12639180	66.6	416879	4.0	
302.07960	3381219	16.3	461576	1.1	
303.05102	7427326	38.0	415001	2.4	
303.07216	14327044	75.2	405828	4.5	
303.08741	10669321	55.5	411127	3.4	
303.10851	2806031	13.1	439364	0.9	
304.05883	2500129	11.5	374206	0.8	
304.07552	2596902	12.0	443709	0.8	
304.07996	4082215	20.0	429549	1.3	
304.09520	2863659	13.4	415566	0.9	
305.03031	3695414	17.9	436493	1.2	
305.06667	14479168	76.0	408730	4.6	
305.08515	2797381	13.1	444458	0.9	
305.08781	41914184	223.9	401299	13.3	
305.08867	3534662	17.0	766477	1.1	
305.10307	7448395	38.1	421617	2.4	
306.06996	2534491	11.7	406079	0.8	
306.07444	3618908	17.5	402342	1.1	
306.09116	5692513	28.7	387667	1.8	
306.09565	6309986	32.0	418801	2.0	
307.04592	18121068	95.7	401230	5.7	
307.08233	20001142	105.8	411496	6.3	
307.10344	8376699	43.1	406282	2.7	
307.11872	3576191	17.3	438284	1.1	
308.04928	2848384	13.3	455995	0.9	
308.08565	3198602	15.2	415943	1.0	
308.09015	4085387	20.0	410449	1.3	
309.06157	11961236	62.5	406419	3.8	
309.07686	2409368	11.0	361094	0.8	
309.08273	9862042	51.2	398984	3.1	
309.09797	13882270	72.8	411289	4.4	
311.04080	2581415	11.9	408155	0.8	
311.05614	3353003	16.1	388850	1.1	
311.07723	20231600	107.1	392854	6.4	
311.09253	2579381	11.9	406648	0.8	
311.09837	22533558	119.5	395483	7.1	
311.11360	6340027	32.2	415272	2.0	
312.08064	3284666	15.6	367919	1.0	
312.08502	3792571	18.3	432152	1.2	
312.10180	2481343	11.3	339802	0.8	
313.05650	20154296	105.8	395959	6.4	
313.07173	7421884	37.7	391039	2.4	
313.09290	17729474	92.8	395532	5.6	
313.10816	2425286	11.0	380835	0.8	
314.05992	2905275	13.5	432576	0.9	
314.06431	12167356	63.1	394961	3.9	
314.07961	3161280	14.9	412622	1.0	
314.10069	2716870	12.5	451317	0.9	
315.01464	29153712	153.9	390015	9.2	
315.05104	6287801	31.6	398840	2.0	
315.07214	27031998	142.6	384447	8.6	
315.08740	11995586	62.2	385812	3.8	
315.10853	8663495	44.3	382287	2.7	
316.01800	4782765	23.6	395398	1.5	
316.05892	2956471	13.8	371560	0.9	
316.07551	3068603	14.4	431289	1.0	
316.09515	2396352	10.8	412006	0.8	
317.03030	4724650	23.3	416846	1.5	
317.06443	3319219	15.7	323308	1.1	
317.06670	16513971	86.3	389304	5.2	
317.08782	12327864	63.9	389349	3.9	
317.10304	8528828	43.6	406383	2.7	
318.03813	2853539	13.3	365664	0.9	
318.07003	3343531	15.9	404722	1.1	
318.07453	3808428	18.4	367969	1.2	
319.04593	11832730	61.3	388266	3.8	
319.06705	2549151	11.6	388352	0.8	
319.08234	16416163	85.8	386374	5.2	
319.10345	6964648	35.2	382871	2.2	
319.11872	3561900	17.0	405224	1.1	
320.08566	2784918	12.9	421374	0.9	
320.09017	4433559	21.7	379094	1.4	
321.06160	10020736	51.6	388402	3.2	
321.08273	17751940	92.9	380535	5.6	
321.09797	15277961	79.7	385920	4.8	
322.06497	2486382	11.2	374044	0.8	
322.06948	2547823	11.5	407952	0.8	
322.09051	2414196	10.8	434509	0.8	
322.10137	3402871	16.1	395887	1.1	
322.10579	2824312	13.0	406463	0.9	
323.07724	21578076	112.5	380292	6.8	
323.09538	7328096	36.9	455534	2.3	
323.09837	116834656	617.8	376789	37.0	
323.11362	7584100	38.2	383553	2.4	
324.08054	4057669	19.5	381915	1.3	
324.08502	4363846	21.1	407063	1.4	
324.10172	14623306	75.6	376006	4.6	
325.05648	5401382	26.6	389439	1.7	
325.07178	5669673	28.1	376906	1.8	
325.07770	2394410	10.7	361915	0.8	
325.09290	23773998	124.1	377145	7.5	
325.11402	7492403	37.7	383826	2.4	
325.12930	3139382	14.6	390939	1.0	
326.09630	3436562	16.2	400668	1.1	
326.10069	3244051	15.2	461165	1.0	
327.05104	4666602	22.7	375847	1.5	
327.07217	8262895	41.8	388339	2.6	
327.08741	10413298	53.2	387774	3.3	
327.09328	7363827	37.1	378578	2.3	
327.10855	12080375	62.1	374881	3.8	
328.05888	2560459	11.6	378143	0.8	
328.09077	2459090	11.0	395858	0.8	
328.09515	2405331	10.8	353001	0.8	
329.03028	11503266	59.0	376537	3.6	
329.05148	2632359	12.0	380250	0.8	
329.06667	11892394	61.1	373080	3.8	
329.08781	17782446	92.3	375717	5.6	
329.10304	9053874	46.0	381332	2.9	
329.12420	2680503	12.2	406493	0.9	
329.23333	4889295	23.9	390783	1.6	
330.05920	2907012	13.4	454040	0.9	
330.07013	2431366	10.9	373958	0.8	
330.07448	3855239	18.4	372012	1.2	
330.09111	2464651	11.1	409084	0.8	
330.09556	2459020	11.0	395064	0.8	
330.11080	2637711	12.0	377547	0.8	
331.06393	5451870	26.9	457131	1.7	
331.06706	90556512	478.4	369731	28.7	
331.06808	7219295	36.3	576302	2.3	
331.08233	18495586	96.1	372774	5.9	
331.10347	13920358	71.8	375986	4.4	
331.24903	2622598	11.9	437086	0.8	
332.07042	12093750	61.6	374693	3.8	
332.08563	4046138	19.3	354916	1.3	
332.09018	4829499	23.4	387818	1.5	
333.02520	4044290	19.3	380020	1.3	
333.06160	17672714	90.9	369048	5.6	
333.08271	6316558	31.2	374713	2.0	
333.09798	16038417	82.3	365895	5.1	
333.11914	4427286	21.3	393435	1.4	
334.06505	2930398	13.4	407340	0.9	
334.06935	3347167	15.6	364124	1.1	
334.10134	2424037	10.7	379626	0.8	
334.10579	3257062	15.1	330550	1.0	
335.04087	4284330	20.5	367233	1.4	
335.07723	16976818	87.3	366878	5.4	
335.09838	10730422	54.4	373389	3.4	
335.11365	7996346	40.0	387723	2.5	
336.08056	2638978	11.9	387582	0.8	
336.08508	3894403	18.5	386281	1.2	
337.05649	4584779	22.1	395364	1.5	
337.07170	2494286	11.1	379614	0.8	
337.09289	21564754	111.4	364036	6.8	
337.11403	8609111	43.3	369676	2.7	
337.12928	3060058	14.1	381484	1.0	
338.09622	3491359	16.4	390903	1.1	
338.10076	4513312	21.7	344880	1.4	
339.01459	2564825	11.5	367433	0.8	
339.05105	2706144	12.2	399762	0.9	
339.07215	10997476	55.8	375511	3.5	
339.08748	4009704	19.1	368370	1.3	
339.09329	16965352	87.2	356664	5.4	
339.10854	14708460	75.3	350094	4.7	
340.09671	2715058	12.3	354981	0.9	
340.11188	3064757	14.1	357040	1.0	
340.11642	2953142	13.5	352361	0.9	
341.06668	7559283	37.7	378551	2.4	
341.08781	17612920	90.6	362697	5.6	
341.10558	19714170	101.7	400776	6.3	
341.10893	315347072	1656.2	356858	100.0	
341.12417	4693119	22.7	362894	1.5	
342.07442	2996538	13.8	395240	1.0	
342.09119	2678078	12.1	385796	0.8	
342.09561	3458366	16.2	395392	1.1	
342.11228	40407360	210.5	362221	12.8	
342.11337	3404098	15.9	793778	1.1	
343.04596	4713977	22.6	373329	1.5	
343.06706	2804221	12.6	364463	0.9	
343.08232	13570560	68.7	348692	4.3	
343.10344	18457092	94.2	362013	5.9	
343.11316	7010822	34.5	358637	2.2	
343.11873	3272199	15.1	381531	1.0	
344.09020	4111044	19.4	359192	1.3	
344.10674	2719431	12.2	374615	0.9	
344.11124	2654920	11.8	384476	0.8	
345.06157	8897407	44.4	348189	2.8	
345.08272	7621508	37.7	341311	2.4	
345.09798	16896902	86.0	353704	5.4	
345.11911	6546315	32.1	363169	2.1	
345.22826	4171680	19.7	335940	1.3	
346.06936	4293697	20.4	367225	1.4	
346.10135	3405895	15.8	345413	1.1	
346.10584	3963976	18.7	348950	1.3	
347.07725	26973440	138.5	355342	8.6	
347.09836	13817093	70.0	361289	4.4	
347.11362	11277576	56.8	363859	3.6	
348.08059	4340159	20.6	367896	1.4	
348.08506	4878784	23.4	344359	1.5	
349.05651	6590070	32.3	348363	2.1	
349.09290	19977852	102.1	357474	6.3	
349.11402	9100929	45.4	364018	2.9	
349.12930	4099716	19.4	352052	1.3	
350.09620	3765048	17.6	369162	1.2	
350.10068	4705081	22.5	366543	1.5	
351.07214	9332717	46.6	364725	3.0	
351.08738	2705392	12.1	395101	0.9	
351.09333	5855217	28.5	373596	1.9	
351.10855	15943668	81.1	349174	5.1	
352.07991	2830503	12.7	386262	0.9	
352.11182	2613421	11.6	367555	0.8	
352.11633	3502254	16.2	343591	1.1	
353.06673	4134236	19.5	364054	1.3	
353.08782	16501088	84.0	348172	5.2	
353.10303	4039011	19.0	340063	1.3	
353.10892	11479396	57.8	349044	3.6	
353.12420	7332199	36.2	356715	2.3	
354.09119	2458647	10.8	332531	0.8	
354.09575	4172312	19.7	346580	1.3	
355.04587	2927300	13.1	348559	0.9	
355.06709	2757320	12.2	355832	0.9	
355.08233	11119307	55.4	354160	3.5	
355.10345	17709774	89.4	347314	5.6	
355.11879	4686546	22.2	388525	1.5	
355.12459	3844818	17.9	379455	1.2	
356.09025	2533249	11.1	409238	0.8	
356.10681	3298180	15.0	376263	1.0	
356.11127	3259268	14.8	358401	1.0	
357.06164	6229039	30.1	356107	2.0	
357.08268	6177843	29.9	370908	2.0	
357.09799	10861622	54.0	347041	3.4	
357.10385	7365687	36.0	349857	2.3	
357.11912	8199226	40.3	354982	2.6	
358.10585	3043562	13.7	350774	1.0	
359.07504	6813078	33.2	342340	2.2	
359.07726	12668311	63.4	346248	4.0	
359.09836	17931674	90.5	335225	5.7	
359.11365	8953245	44.2	365580	2.8	
359.11951	3617182	16.7	386737	1.1	
360.08054	2622025	11.5	334751	0.8	
360.08506	3890761	18.1	349824	1.2	
360.10164	2786892	12.4	385128	0.9	
360.10624	2484813	10.8	397342	0.8	
360.12148	2571856	11.3	361045	0.8	
361.05652	4040437	18.9	367527	1.3	
361.07196	2877176	12.9	322644	0.9	
361.07763	3829497	17.8	371039	1.2	
361.09289	18263804	92.2	341974	5.8	
361.11402	10575615	52.6	341932	3.4	
361.12927	4372226	20.6	349826	1.4	
362.09627	3408812	15.6	329974	1.1	
362.10069	3540909	16.3	332516	1.1	
363.07215	9343063	46.2	347217	3.0	
363.09329	6185051	29.9	355069	2.0	
363.10854	13889629	69.7	340645	4.4	
363.12959	2871393	12.8	352907	0.9	
364.07985	2994439	13.5	326555	0.9	
364.11638	3256589	14.8	391225	1.0	
365.08780	13828534	69.3	333209	4.4	
365.10894	13439418	67.3	339837	4.3	
365.12417	7526845	36.8	324163	2.4	
366.09113	2559589	11.2	361786	0.8	
366.09565	4416102	20.8	359128	1.4	
366.11243	2428520	10.5	345998	0.8	
367.06706	3010318	13.4	325487	1.0	
367.08233	6073105	29.0	336151	1.9	
367.10346	18760468	93.8	339995	5.9	
367.12460	6163224	29.5	350439	2.0	
367.13981	2914074	12.9	389118	0.9	
368.10676	3516354	16.0	367791	1.1	
368.11129	4178882	19.4	352248	1.3	
369.06154	3289190	14.8	371174	1.0	
369.08274	7595114	36.8	332585	2.4	
369.09796	7978093	38.8	327529	2.5	
369.10385	8989806	43.9	315926	2.9	
369.11909	11924592	58.9	329850	3.8	
370.10575	3090714	13.8	291098	1.0	
370.12244	2584861	11.2	409784	0.8	
371.04078	5309883	25.1	317142	1.7	
371.07725	9377217	45.9	329599	3.0	
371.09837	14390725	71.5	329917	4.6	
371.11361	9491912	46.5	338801	3.0	
371.11950	17446344	87.1	323350	5.5	
371.13472	4256203	19.8	348409	1.3	
372.08501	2834031	12.5	399487	0.9	
372.10168	2573425	11.2	327060	0.8	
372.10623	3876466	17.8	326945	1.2	
372.12289	2572917	11.2	278433	0.8	
373.05652	3997461	18.4	334986	1.3	
373.07766	3188505	14.3	320653	1.0	
373.09289	15144731	75.3	330565	4.8	
373.11402	13309727	66.0	322422	4.2	
373.12924	5709602	27.2	341018	1.8	
373.25967	2433848	10.4	366381	0.8	
374.09629	3484616	15.8	329725	1.1	
374.10067	4172744	19.3	352393	1.3	
375.07218	8986735	43.9	321609	2.8	
375.09331	7071859	34.1	342865	2.2	
375.10854	16775285	83.6	328251	5.3	
375.12967	5310585	25.1	357512	1.7	
375.14490	3211387	14.4	365857	1.0	
376.08001	4727068	22.2	344479	1.5	
376.11183	3334433	15.0	354808	1.1	
376.11635	3896610	17.9	367485	1.2	
377.05139	2589122	11.2	380469	0.8	
377.08370	2838984	12.5	355021	0.9	
377.08559	21621192	108.4	304289	6.9	
377.08782	35563976	179.5	316483	11.3	
377.10894	13748684	68.2	338317	4.4	
377.12419	12143055	60.0	323132	3.9	
378.08884	2398836	10.3	282814	0.8	
378.09116	6666869	32.1	338524	2.1	
378.09562	5220982	24.7	328770	1.7	
378.12745	2485883	10.7	366590	0.8	
379.06704	5344028	25.3	314021	1.7	
379.08258	7940895	38.6	330491	2.5	
379.10346	18180898	90.8	326743	5.8	
379.12460	9456422	46.3	331420	3.0	
379.13985	4120361	19.1	329290	1.3	
380.10678	3609551	16.4	360785	1.1	
380.11129	3546064	16.1	312327	1.1	
381.06156	2443891	10.4	326267	0.8	
381.08269	6818935	32.5	354923	2.2	
381.09799	6073466	28.7	361078	1.9	
381.10386	8203387	39.4	314804	2.6	
381.11910	14253181	70.0	320795	4.5	
383.07726	6591951	31.3	330464	2.1	
383.09838	14392786	70.7	328629	4.6	
383.11366	6833621	32.5	326336	2.2	
383.11952	25628118	127.4	327252	8.1	
383.13479	6761945	32.2	328371	2.1	
384.10625	2633345	11.3	348599	0.8	
384.12295	3854979	17.5	322255	1.2	
385.09289	12681003	62.0	325124	4.0	
385.11403	16482095	81.2	317357	5.2	
385.12923	6053682	28.6	333117	1.9	
385.13505	3160883	14.0	309532	1.0	
386.09625	2707418	11.7	343866	0.9	
386.10070	3742683	16.9	346264	1.2	
386.11735	3310557	14.7	322426	1.0	
386.12187	3526622	15.8	319254	1.1	
387.07218	5247108	24.5	317042	1.7	
387.09325	4292744	19.7	344514	1.4	
387.10856	13500554	66.2	317983	4.3	
387.11440	6428811	30.5	300692	2.0	
387.12967	8679566	41.8	322576	2.8	
388.11195	2648377	11.4	327448	0.8	
388.11644	2797882	12.2	346767	0.9	
389.08783	12132836	59.3	310120	3.8	
389.10897	10449384	50.8	324284	3.3	
389.12422	10596843	51.5	324735	3.4	
390.09114	2534037	10.8	372951	0.8	
390.09569	3567254	16.0	332616	1.1	
391.06710	5198657	24.3	343761	1.6	
391.10345	18355016	90.7	317478	5.8	
391.12458	9388875	45.4	305663	3.0	
391.13985	5460814	25.6	325203	1.7	
392.10673	3671033	16.6	350829	1.2	
392.11131	3939322	17.9	326828	1.2	
393.08272	9639079	46.7	312719	3.1	
393.09809	3304618	14.7	327825	1.0	
393.10386	8166571	39.2	315034	2.6	
393.11912	16479405	81.2	312918	5.2	
393.14021	3098801	13.7	344595	1.0	
394.09066	2950491	12.9	322092	0.9	
394.12251	3138913	13.9	317908	1.0	
394.12699	3030370	13.3	340254	1.0	
395.07727	3637772	16.2	299947	1.2	
395.09838	19256848	94.1	315015	6.1	
395.11366	4466195	20.3	332196	1.4	
395.11952	19322388	94.4	310437	6.1	
395.13481	8052247	38.2	316126	2.6	
396.10183	3284677	14.4	354481	1.0	
396.10621	4294342	19.5	299005	1.4	
396.12289	2879177	12.4	306007	0.9	
397.09289	7051129	33.2	303164	2.2	
397.09879	3605370	16.0	334543	1.1	
397.11403	15947645	77.6	313879	5.1	
397.12938	3274624	14.4	358774	1.0	
397.13515	7212929	34.0	328291	2.3	
397.15034	2446211	10.3	287185	0.8	
398.10082	2460721	10.3	332587	0.8	
398.11743	3882036	17.4	320054	1.2	
398.12186	4375605	19.9	297539	1.4	
399.07222	4315363	19.6	321078	1.4	
399.09342	4579559	20.9	312173	1.5	
399.10859	9763049	46.8	306844	3.1	
399.11443	16603370	80.9	314733	5.3	
399.12967	9410797	45.0	307358	3.0	
400.07988	2565533	10.8	346549	0.8	
400.11183	2470307	10.4	304292	0.8	
400.11652	2729379	11.7	258035	0.9	
401.05139	4614737	21.1	311347	1.5	
401.08782	9423447	45.1	308937	3.0	
401.10890	11647579	56.2	312170	3.7	
401.12422	15473246	75.2	309797	4.9	
401.13006	9443935	45.2	315898	3.0	
402.09567	2773780	11.9	363268	0.9	
402.12751	3539738	15.7	326519	1.1	
403.06691	2430922	10.2	352054	0.8	
403.10345	20913104	102.4	305904	6.6	
403.12458	12053461	58.2	304838	3.8	
403.13993	5077976	23.4	321236	1.6	
404.10462	5059727	23.3	287790	1.6	
404.10680	3235983	14.2	296118	1.0	
404.11124	3145872	13.7	313282	1.0	
405.08271	5293385	24.4	315610	1.7	
405.10382	3869005	17.3	331271	1.2	
405.11909	14118223	68.5	304119	4.5	
405.14026	4580692	20.9	320535	1.5	
405.15549	3269975	14.4	358398	1.0	
406.12245	2685456	11.4	331857	0.9	
406.12692	3619345	16.1	305126	1.1	
407.06190	2542277	10.7	323779	0.8	
407.09841	9256652	44.2	310061	2.9	
407.11948	8189649	38.9	294430	2.6	
407.13474	9146067	43.7	320184	2.9	
408.10607	3117968	13.6	299462	1.0	
409.09291	3909714	17.5	282565	1.2	
409.11404	12828758	62.0	298441	4.1	
409.13524	5269594	24.3	309317	1.7	
409.15039	3806301	17.0	272666	1.2	
410.11736	2739484	11.7	305460	0.9	
411.09330	7549407	35.3	296541	2.4	
411.10862	6269410	29.0	290429	2.0	
411.11441	10179042	48.3	299315	3.2	
411.12966	9286118	43.9	307906	2.9	
413.08780	5075824	23.1	318476	1.6	
413.10895	13169524	63.0	293327	4.2	
413.12430	6099832	28.1	288513	1.9	
413.13009	25453432	123.6	297311	8.1	
413.13172	2610041	10.9	522688	0.8	
413.14534	4416380	19.8	328148	1.4	
414.11231	2973761	12.7	335242	0.9	
414.11681	3618882	15.9	305117	1.1	
414.13341	4066373	18.1	333040	1.3	
415.10348	10323213	49.0	293920	3.3	
