m/z	I	S/N	Res.	I %	
193.03539	3197051	14.1	767677	0.2	
193.05063	39287424	195.8	651658	2.7	
194.05398	4997099	23.2	677707	0.3	
195.02989	11332946	54.9	644943	0.8	
195.05102	14329178	69.9	641199	1.0	
195.06628	17628512	86.5	657448	1.2	
195.13904	3916154	17.7	677342	0.3	
197.04420	8525894	40.8	664433	0.6	
197.04554	164102208	821.2	634029	11.3	
197.08194	2901588	12.6	724310	0.2	
197.15470	6101104	28.6	705971	0.4	
198.04890	16251334	79.5	647264	1.1	
199.06119	8237903	39.2	672604	0.6	
199.13398	3652971	16.3	680740	0.3	
199.16766	7098233	33.5	590040	0.5	
199.16898	47039352	233.1	674807	3.2	
199.17035	896140160	4475.8	624474	61.6	
200.17232	5933316	27.7	728702	0.4	
200.17371	112575752	560.5	624694	7.7	
200.17664	3390213	15.0	677585	0.2	
201.04047	5699165	26.5	674878	0.4	
201.07685	3062379	13.3	627191	0.2	
201.11323	4665978	21.3	656123	0.3	
201.17461	3955347	17.8	687828	0.3	
201.17707	6108820	28.6	657354	0.4	
202.94141	6639965	31.1	672176	0.5	
203.05611	9068940	43.2	628720	0.6	
203.07135	2698642	11.5	644316	0.2	
203.09248	3493275	15.4	638709	0.2	
205.03537	11947197	57.5	594529	0.8	
205.05063	9026756	43.0	628797	0.6	
205.05249	7327941	34.5	628556	0.5	
205.07176	6512845	30.4	623314	0.4	
207.02988	7143431	33.4	642260	0.5	
207.05102	9656335	45.9	618093	0.7	
207.06628	22265878	108.4	616251	1.5	
207.08739	5047327	23.0	654990	0.3	
209.04554	20763496	100.9	610019	1.4	
209.06667	7528306	35.3	620851	0.5	
209.08192	5437304	25.0	604645	0.4	
209.15471	4244376	19.1	627845	0.3	
210.04891	2424093	10.0	557368	0.2	
211.02482	4409034	19.8	631888	0.3	
211.06119	18597594	89.8	605833	1.3	
211.09517	5086953	23.1	647328	0.3	
211.09759	3240682	14.0	667705	0.2	
211.17038	2464010	10.2	666503	0.2	
213.04046	7216714	33.6	610713	0.5	
213.07684	6274650	29.0	618184	0.4	
213.14963	2910842	12.4	663763	0.2	
213.18601	7574155	35.4	603867	0.5	
215.03278	10608076	50.1	618554	0.7	
215.05611	16604631	79.6	590501	1.1	
215.09248	3534824	15.4	655101	0.2	
215.12888	10345976	48.9	587052	0.7	
215.16526	3045897	13.0	615727	0.2	
217.02984	4265311	19.0	580264	0.3	
217.05064	4253032	18.9	646152	0.3	
217.07175	8474994	39.7	594509	0.6	
217.10814	3737475	16.4	619291	0.3	
219.02990	5015806	22.7	595641	0.3	
219.05102	10110215	47.7	584194	0.7	
219.06628	7705871	35.9	579161	0.5	
219.08742	3366681	14.6	606451	0.2	
221.00916	10952862	51.6	596219	0.8	
221.04554	15530159	74.0	570475	1.1	
221.06667	42002616	203.4	575460	2.9	
221.08192	5884097	26.8	575029	0.4	
222.07003	4391572	19.5	630603	0.3	
222.98844	3156553	13.5	574658	0.2	
223.02480	6595674	30.3	598286	0.5	
223.04196	2682979	11.1	643460	0.2	
223.06119	17964140	85.9	579417	1.2	
223.09761	2998397	12.7	608195	0.2	
223.17033	4238496	18.7	606850	0.3	
225.04046	18587680	88.5	572116	1.3	
225.07683	15245361	72.2	555334	1.0	
225.11082	11411522	53.6	581783	0.8	
225.11324	2826819	11.8	610957	0.2	
225.14961	2585173	10.6	621961	0.2	
225.18600	12869734	60.7	571966	0.9	
227.05611	11744238	55.2	579436	0.8	
227.09249	4822016	21.5	589639	0.3	
227.12889	3506194	15.1	613104	0.2	
227.20165	87209016	422.4	553484	6.0	
228.20501	13680157	64.6	560728	0.9	
229.05061	2576827	10.5	536293	0.2	
229.07176	13866949	65.2	548065	1.0	
229.09765	4964306	22.1	607525	0.3	
229.14454	3306473	14.0	553654	0.2	
231.05102	7570321	34.7	583187	0.5	
231.06626	3503000	15.0	628742	0.2	
231.08741	5165987	23.0	573011	0.4	
232.92468	14251822	67.0	536093	1.0	
233.04555	9647978	44.7	562339	0.7	
233.06620	2711412	11.1	1011784	0.2	
233.06668	23015284	109.5	558100	1.6	
233.08192	5054332	22.5	553535	0.3	
234.07004	2473830	9.9	609358	0.2	
235.02482	8082241	37.0	564257	0.6	
235.06120	12270419	57.1	540008	0.8	
235.08233	9571166	44.1	532259	0.7	
235.09758	2866021	11.8	566761	0.2	
236.10539	3038556	12.7	626223	0.2	
237.00410	3158813	13.2	525706	0.2	
237.04046	9127727	42.0	580141	0.6	
237.06159	21514042	101.6	544469	1.5	
237.07685	13223745	61.7	546052	0.9	
237.18601	2517367	10.1	635017	0.2	
239.01972	8680206	39.8	556499	0.6	
239.05560	2853664	11.8	929313	0.2	
239.05611	23825184	112.8	540146	1.6	
239.07724	6120235	27.5	578080	0.4	
239.09250	5687091	25.4	587988	0.4	
239.12648	10036035	46.4	550240	0.7	
239.12885	3219781	13.5	589877	0.2	
239.20164	6490985	29.3	575490	0.4	
240.05947	2787608	11.4	470160	0.2	
241.03540	4646658	20.3	543633	0.3	
241.07175	19664660	92.2	538122	1.4	
241.10814	2821927	11.5	576463	0.2	
241.14455	3585849	15.2	598489	0.2	
241.21730	17850206	83.5	531756	1.2	
242.22067	3782999	16.1	521038	0.3	
243.05104	6156025	27.5	550511	0.4	
243.08742	7297803	33.0	559525	0.5	
243.12381	4271902	18.5	544087	0.3	
245.04554	4156134	17.9	536058	0.3	
245.06668	13125361	60.9	525293	0.9	
245.13946	3859221	16.4	555241	0.3	
247.02481	9360076	42.6	519951	0.6	
247.06118	9503454	43.3	537483	0.7	
247.06304	2568927	10.3	510719	0.2	
247.08233	13556457	62.6	512265	0.9	
249.03222	10952384	50.2	527103	0.8	
249.04048	8640196	39.2	539823	0.6	
249.06159	21409486	100.0	519335	1.5	
249.07684	10946262	50.2	507241	0.8	
251.05612	21512890	100.5	508983	1.5	
251.07724	73835208	349.7	509370	5.1	
251.09249	7785165	34.9	503645	0.5	
252.05943	2688179	10.7	595061	0.2	
252.08059	7818430	35.0	516361	0.5	
253.03536	6059677	26.7	507599	0.4	
253.07176	18110126	83.8	517796	1.2	
253.10810	3093697	12.7	497394	0.2	
253.14213	14710482	67.7	516344	1.0	
253.21730	123561720	583.1	497143	8.5	
254.07512	2579110	10.2	503099	0.2	
254.14553	2424521	9.5	500913	0.2	
254.22066	20592878	95.5	497316	1.4	
255.05102	10085006	45.8	488709	0.7	
255.07215	3175065	13.0	538989	0.2	
255.08742	10572449	48.1	501204	0.7	
255.23295	159574768	753.6	493169	11.0	
256.23631	27856094	129.9	498686	1.9	
256.23690	2880735	11.6	1040488	0.2	
257.06667	16035453	73.9	501089	1.1	
257.08196	3464836	14.4	513701	0.2	
257.10306	4167311	17.7	545973	0.3	
257.17582	2514099	9.9	581728	0.2	
259.04353	2578515	10.1	581025	0.2	
259.04595	3084884	12.5	510613	0.2	
259.06120	6427228	28.3	499873	0.4	
259.08232	14295654	65.3	513671	1.0	
261.00407	3542556	14.7	512990	0.2	
261.04048	5145134	22.2	488047	0.4	
261.06160	5116472	22.1	507586	0.4	
261.07685	7259712	32.2	513377	0.5	
261.09791	3428938	14.1	592470	0.2	
261.13436	4876892	21.0	524076	0.3	
263.01973	3914234	16.4	564045	0.3	
263.05551	2800139	11.2	738543	0.2	
263.05612	14613004	66.8	508267	1.0	
263.07725	22694422	104.8	487143	1.6	
263.09249	6513182	28.7	527518	0.4	
264.05947	2494454	9.7	539204	0.2	
264.99900	7644607	33.7	506398	0.5	
265.03537	10302929	46.2	497986	0.7	
265.07177	17526242	79.9	490630	1.2	
265.09289	7923181	35.1	468052	0.5	
265.10815	3516916	14.5	554684	0.2	
265.14727	8404487	37.3	920565	0.6	
265.14790	93945352	437.2	481096	6.5	
265.15064	2765321	10.9	625087	0.2	
266.15126	13082606	59.2	506041	0.9	
267.05103	22626720	103.8	489953	1.6	
267.05167	2847136	11.3	959950	0.2	
267.07216	27124138	124.8	485865	1.9	
267.07279	2535851	9.9	1000056	0.2	
267.08742	13955506	63.2	487916	1.0	
267.14372	3619277	14.9	484810	0.2	
267.15778	5038548	21.6	513613	0.3	
267.16017	4337109	18.3	503478	0.3	
267.23295	4942328	21.1	487229	0.3	
268.05437	3497858	14.4	474843	0.2	
269.03029	7986517	35.3	497127	0.5	
269.06668	27575654	126.9	478353	1.9	
269.08782	11728241	52.8	484811	0.8	
269.10306	5233016	22.5	464086	0.4	
269.13704	5520776	23.8	515061	0.4	
269.13945	3867017	16.1	547390	0.3	
269.21222	5750188	24.9	489803	0.4	
269.24859	7984573	35.3	494778	0.5	
270.07003	4287300	18.0	510812	0.3	
271.04593	17234194	78.0	473807	1.2	
271.06117	4379929	18.3	522003	0.3	
271.08234	15993123	72.3	475779	1.1	
271.09759	16054570	72.6	471004	1.1	
271.11872	2567989	9.9	471704	0.2	
271.15509	3510598	14.3	496801	0.2	
271.22787	8458600	37.3	499879	0.6	
273.04047	2962619	11.8	495010	0.2	
273.05910	2465988	9.5	491231	0.2	
273.06158	5534917	23.7	510962	0.4	
273.07684	8273100	36.4	485704	0.6	
273.09799	4880598	20.7	514056	0.3	
275.05614	5754979	24.7	516513	0.4	
275.07725	13017196	58.4	466307	0.9	
275.09250	6135923	26.5	463327	0.4	
275.15004	2881678	11.4	522766	0.2	
277.03539	9864173	43.8	463188	0.7	
277.07177	11826174	52.9	468802	0.8	
277.07367	4356095	18.2	442822	0.3	
277.09289	18744328	85.0	467454	1.3	
277.10816	3084302	12.3	435391	0.2	
277.14453	5979167	25.8	477948	0.4	
278.09624	2764238	10.8	426097	0.2	
279.01462	2947948	11.6	556974	0.2	
279.05102	10430332	46.1	468746	0.7	
279.07215	6680453	28.8	473996	0.5	
279.08741	12568460	56.0	466508	0.9	
279.16354	2549678	9.8	388481	0.2	
279.23296	17835982	80.3	461146	1.2	
280.05441	2619196	10.1	502248	0.2	
280.23633	2494861	9.5	552418	0.2	
281.03031	3177197	12.7	493939	0.2	
281.06669	16157437	72.5	463027	1.1	
281.08712	5638918	24.0	872978	0.4	
281.08781	53648132	245.4	459204	3.7	
281.10306	7609101	33.1	500438	0.5	
281.17345	8205100	35.8	472913	0.6	
281.24861	25959244	117.7	457467	1.8	
282.09116	5897407	25.2	450501	0.4	
282.25194	4508934	18.8	492973	0.3	
283.04595	7915103	34.5	470867	0.5	
283.08234	15797871	70.9	453129	1.1	
283.11876	2760319	10.7	484416	0.2	
283.15267	9772686	43.1	453994	0.7	
283.26426	17628862	79.3	454494	1.2	
284.26759	3916911	16.1	480346	0.3	
285.06160	11432386	50.7	455411	0.8	
285.07686	3751369	15.3	478682	0.3	
285.09796	9730514	42.9	469500	0.7	
285.20717	4356609	18.1	483347	0.3	
287.05393	5134604	21.5	458691	0.4	
287.05612	4344077	17.9	503081	0.3	
287.07725	29697302	134.2	444510	2.0	
287.09252	4546844	18.9	497900	0.3	
287.11362	2556197	9.7	576769	0.2	
287.15004	4315444	17.8	485971	0.3	
288.08063	4456119	18.4	399582	0.3	
289.03540	3435584	13.8	484623	0.2	
289.05104	2484294	9.4	375271	0.2	
289.05649	2828360	11.0	454746	0.2	
289.07178	9736270	42.6	448075	0.7	
289.09290	10094679	44.3	466465	0.7	
289.16567	5431413	22.9	453466	0.4	
291.01464	5245794	22.1	474604	0.4	
291.05103	7293809	31.4	462936	0.5	
291.07216	5780345	24.5	458022	0.4	
291.07917	11230076	49.5	455703	0.8	
291.08740	8936319	39.0	447300	0.6	
291.08841	2985343	11.7	371854	0.2	
291.19996	2567084	9.8	466608	0.2	
292.89146	10045003	44.1	448267	0.7	
293.03027	6798978	29.2	464474	0.5	
293.06669	11599504	51.2	445170	0.8	
293.08782	18677400	83.6	450800	1.3	
293.10306	7032478	30.2	437483	0.5	
293.17585	14581435	64.9	430982	1.0	
293.17842	3649212	14.7	922001	0.3	
293.17921	36081340	163.5	436684	2.5	
293.21223	13479625	59.8	434589	0.9	
293.89103	2562002	9.7	483137	0.2	
294.17924	2982978	11.6	473665	0.2	
294.18258	4997188	20.8	430121	0.3	
294.21563	2755152	10.6	399097	0.2	
295.00952	3545475	14.2	459343	0.2	
295.04593	7332241	31.4	461929	0.5	
295.08232	17924510	79.7	441180	1.2	
295.10346	18260390	81.3	444939	1.3	
295.11871	4790701	19.8	430520	0.3	
295.22787	3346903	13.3	480773	0.2	
297.06161	9960591	43.4	440992	0.7	
297.08270	6218903	26.3	425667	0.4	
297.09798	13202589	58.2	426109	0.9	
297.15298	8074418	34.8	444187	0.6	
297.24275	3648723	14.6	833292	0.3	
297.24353	35189972	158.4	435474	2.4	
297.24432	3486932	13.9	877195	0.2	
298.10128	2653716	10.1	490186	0.2	
298.24689	7073354	30.2	416687	0.5	
299.00549	3514211	14.0	474402	0.2	
299.05609	2596726	9.8	473956	0.2	
299.07724	12924797	56.9	435179	0.9	
299.09251	4829059	20.0	463456	0.3	
299.09840	3257221	12.8	523360	0.2	
299.11360	5343115	22.4	432854	0.4	
299.14763	2685847	10.2	440858	0.2	
300.99562	10148409	44.3	479833	0.7	
300.99899	220772928	1004.5	424168	15.2	
301.05651	6666831	28.4	429683	0.5	
301.07177	13335124	58.8	428098	0.9	
301.09291	11688540	51.3	433220	0.8	
301.10815	11741793	51.5	431612	0.8	
302.00150	2798498	10.7	926580	0.2	
302.00235	32619426	146.7	422861	2.2	
302.07523	2566588	9.7	429458	0.2	
303.00326	2776326	10.6	439469	0.2	
303.05102	6657303	28.2	402135	0.5	
303.07216	10399006	45.1	438211	0.7	
303.08742	11308323	49.2	433001	0.8	
303.10856	3855659	15.5	440100	0.3	
303.18133	3344709	13.2	445913	0.2	
305.03036	3011531	11.6	483607	0.2	
305.06666	9236439	39.8	413559	0.6	
305.08696	5062622	20.9	937002	0.3	
305.08781	58032096	260.9	418711	4.0	
305.10306	6588388	27.8	416196	0.5	
305.16064	2462712	9.2	451277	0.2	
306.09119	7549240	32.2	444007	0.5	
307.04595	14955132	65.8	432505	1.0	
307.08233	15295113	67.3	422739	1.1	
307.10345	10465936	45.4	417622	0.7	
307.11870	3288725	12.9	435726	0.2	
307.17616	4139689	16.7	463384	0.3	
307.19146	2896558	11.1	438443	0.2	
309.06161	11334944	49.3	424509	0.8	
309.08273	6350119	26.8	415249	0.4	
309.09799	12813612	56.0	418755	0.9	
309.11912	4852019	20.0	424390	0.3	
309.17078	7314756	31.1	378367	0.5	
309.17328	5920069	24.8	709420	0.4	
309.17413	59360580	266.9	410905	4.1	
309.17499	4846918	20.0	729244	0.3	
309.20473	12842319	56.2	421698	0.9	
310.10130	2793079	10.6	451454	0.2	
310.17750	8689296	37.4	428869	0.6	
310.20816	3019418	11.7	378862	0.2	
311.04083	6082474	25.5	413606	0.4	
311.07724	26568630	118.4	411063	1.8	
311.09252	4385723	17.9	428352	0.3	
311.09837	18827196	83.3	417381	1.3	
311.11363	7165890	30.5	429809	0.5	
311.14765	2752972	10.5	384065	0.2	
311.16864	24963028	111.1	408109	1.7	
311.18395	4435928	18.1	441521	0.3	
311.22280	16898020	74.5	425511	1.2	
312.08063	4523258	18.4	439323	0.3	
312.17197	5070103	20.8	400031	0.3	
312.22616	4609321	18.7	420454	0.3	
313.05651	5573170	23.1	422558	0.4	
313.07173	4064823	16.3	418124	0.3	
313.09289	14744125	64.4	421539	1.0	
313.12930	3588681	14.2	408803	0.2	
313.23844	10426988	44.9	419411	0.7	
315.01464	17849498	78.3	408962	1.2	
315.05104	3368102	13.2	438686	0.2	
315.07216	15596717	68.2	409373	1.1	
315.08741	9915569	42.6	416583	0.7	
315.10854	9301176	39.9	404343	0.6	
315.18131	8119503	34.5	426859	0.6	
316.01799	3389906	13.3	465205	0.2	
316.07545	3333604	13.0	416276	0.2	
317.06444	5568275	23.1	411628	0.4	
317.06669	12910356	56.1	405655	0.9	
317.08780	8716058	37.2	413784	0.6	
317.10306	7583519	32.1	429309	0.5	
318.07001	2936901	11.2	399650	0.2	
319.04594	14238058	62.1	404908	1.0	
319.08235	13021557	56.6	407186	0.9	
319.10344	8485244	36.2	406187	0.6	
319.11869	5042560	20.7	362325	0.3	
320.08567	2750112	10.4	405150	0.2	
321.02529	2464181	9.1	403381	0.2	
321.06160	9733056	41.8	404483	0.7	
321.08271	12280774	53.3	407302	0.8	
321.09797	12059594	52.3	386944	0.8	
321.11918	2686929	10.1	435305	0.2	
321.21048	2912235	11.1	425356	0.2	
323.04085	15664639	68.0	414243	1.1	
323.05388	3166722	12.2	400785	0.2	
323.07723	16270857	70.7	399910	1.1	
323.09448	6047246	25.0	443406	0.4	
323.09838	138794512	618.4	391679	9.5	
323.11361	8263188	34.9	396506	0.6	
323.13473	3773978	14.9	428973	0.3	
323.17117	3499556	13.6	456445	0.2	
323.25919	6846014	28.6	387306	0.5	
324.04424	2955038	11.2	395539	0.2	
324.08056	3348264	13.0	408394	0.2	
324.10171	18024238	78.6	393440	1.2	
324.99902	2537517	9.3	452722	0.2	
325.05650	7673917	32.3	399577	0.5	
325.07177	2644545	9.8	372553	0.2	
325.07766	3544131	13.8	415657	0.2	
325.09289	18913350	82.5	390770	1.3	
325.10261	2528330	9.3	432638	0.2	
325.11403	6324301	26.3	417000	0.4	
325.12926	4507729	18.1	386713	0.3	
325.18428	23566432	103.3	393429	1.6	
326.09616	3182944	12.2	393506	0.2	
326.18766	5497210	22.6	399412	0.4	
327.07217	9046639	38.4	401139	0.6	
327.08742	9796212	41.8	415387	0.7	
327.09328	4227702	16.9	418755	0.3	
327.10853	10246778	43.8	405848	0.7	
327.21770	7142040	29.9	419653	0.5	
328.22099	2485164	9.1	425536	0.2	
329.03035	3564680	13.9	439169	0.2	
329.06667	5397650	22.1	404912	0.4	
329.08781	15363224	66.7	384277	1.1	
329.10308	6227100	25.8	409780	0.4	
329.12423	4027554	16.0	430690	0.3	
329.13944	3926182	15.5	400084	0.3	
329.23335	34249920	151.1	389081	2.4	
330.23671	5983694	24.7	421495	0.4	
331.04591	3910310	15.5	389917	0.3	
331.06707	39214764	173.3	383543	2.7	
331.08233	11706031	50.3	381590	0.8	
331.10347	11026101	47.3	399301	0.8	
331.11872	11738809	50.5	370863	0.8	
331.24899	20709084	90.6	390888	1.4	
332.07043	5871542	24.1	419639	0.4	
332.25242	4370406	17.4	391438	0.3	
333.02522	2860208	10.7	423018	0.2	
333.06159	14827706	63.8	396922	1.0	
333.08272	5267647	21.4	400834	0.4	
333.09799	12574915	53.8	392590	0.9	
333.11914	4585673	18.3	411844	0.3	
333.12611	5120203	20.7	381170	0.4	
333.19189	4888796	19.7	418030	0.3	
334.06496	3077567	11.7	417025	0.2	
335.04085	8364730	35.1	388153	0.6	
335.07722	12927684	55.4	379897	0.9	
335.09838	9614025	40.7	392755	0.7	
335.11363	6703821	27.7	403766	0.5	
335.17113	8198876	34.4	377141	0.6	
335.20752	8104677	34.0	403797	0.6	
337.02010	4967602	20.0	378390	0.3	
337.05651	7505083	31.3	359514	0.5	
337.09290	16581828	71.6	387778	1.1	
337.11403	9032905	38.1	390838	0.6	
337.12922	3862733	15.1	404717	0.3	
337.20542	17265888	74.6	388909	1.2	
337.23602	22258920	96.8	384873	1.5	
337.23842	2599145	9.5	287994	0.2	
338.09622	3938752	15.5	375176	0.3	
338.20876	3933660	15.4	383481	0.3	
338.23938	4197860	16.6	397547	0.3	
339.07217	13432499	57.6	384363	0.9	
339.09329	12781240	54.7	382874	0.9	
339.10855	11114172	47.3	384330	0.8	
339.19994	11908818	50.8	377342	0.8	
339.25410	14993120	64.5	378703	1.0	
340.20331	2928586	11.0	399860	0.2	
340.25747	3855319	15.1	392582	0.3	
341.06449	7317660	30.5	385235	0.5	
341.06675	2891421	10.8	316048	0.2	
341.08784	15648930	67.4	375378	1.1	
341.10456	8751270	36.8	437135	0.6	
341.10894	204466336	905.3	375141	14.1	
341.12417	4702379	18.9	399674	0.3	
341.13947	3146926	12.0	465206	0.2	
341.26984	2490574	9.0	456185	0.2	
342.09116	2754965	10.2	405731	0.2	
342.11121	2574746	9.4	812299	0.2	
342.11229	27773338	121.2	376447	1.9	
342.11339	3049882	11.5	1075592	0.2	
343.06712	3687040	14.2	405085	0.3	
343.08234	6238851	25.5	406858	0.4	
343.10347	11217544	47.4	383778	0.8	
343.11318	3717771	14.4	406750	0.3	
343.11873	3693196	14.3	381867	0.3	
343.21264	3696290	14.3	370132	0.3	
344.10683	2971512	11.1	349384	0.2	
344.98884	11643976	49.3	377994	0.8	
345.00596	2619468	9.5	390914	0.2	
345.06157	6413401	26.2	373802	0.4	
345.08272	6358110	26.0	377152	0.4	
345.09800	11574370	49.0	391818	0.8	
345.11914	4961383	19.8	406677	0.3	
345.22826	17869952	76.7	376999	1.2	
346.10130	2988365	11.2	386563	0.2	
346.23164	4255084	16.7	427292	0.3	
347.04080	2873896	10.7	398727	0.2	
347.07724	24620592	106.4	371997	1.7	
347.09834	9702965	40.7	388113	0.7	
347.11362	7888441	32.7	360769	0.5	
348.08055	5203737	20.9	390047	0.4	
349.05654	5529592	22.3	393199	0.4	
349.09288	13119488	55.8	366739	0.9	
349.09485	5343233	21.5	375768	0.4	
349.11405	8572933	35.7	379623	0.6	
349.12928	4430857	17.5	355628	0.3	
351.03581	4680121	18.6	374069	0.3	
351.07216	11239873	47.5	374590	0.8	
351.09333	3948998	15.4	424353	0.3	
351.10856	11211209	47.4	368100	0.8	
351.12966	3456462	13.2	410347	0.2	
351.20243	9556447	40.1	377585	0.7	
353.03038	3144567	11.8	375295	0.2	
353.05143	4635516	18.4	388209	0.3	
353.08780	15360900	65.6	375257	1.1	
353.10307	2937735	10.9	376463	0.2	
353.10897	9868169	41.4	377709	0.7	
353.12421	6857612	28.2	377882	0.5	
353.20034	38106012	165.8	365927	2.6	
354.20369	6354043	26.0	372764	0.4	
355.06719	4265272	16.6	368144	0.3	
355.08236	4689212	18.5	404523	0.3	
355.10347	12416320	52.2	350938	0.9	
355.11872	3600708	13.7	389152	0.2	
355.12455	3793221	14.6	374045	0.3	
355.24905	8717664	36.1	371059	0.6	
357.06163	2946794	10.9	392789	0.2	
357.08269	6774511	27.6	371703	0.5	
357.09801	8040178	33.1	357424	0.6	
357.10386	5361396	21.4	372321	0.4	
357.11910	7487223	30.7	371764	0.5	
357.13436	2642682	9.5	372276	0.2	
357.26465	13494038	56.9	359500	0.9	
358.26810	3138542	11.7	400014	0.2	
359.02161	8038544	33.1	353742	0.6	
359.07506	16607387	70.5	352887	1.1	
359.07726	9459867	39.3	353927	0.7	
359.09838	14657696	62.0	359094	1.0	
359.11363	6279331	25.4	384866	0.4	
359.11949	5165221	20.6	373179	0.4	
359.15004	4618411	18.2	375178	0.3	
360.07844	2799985	10.2	388508	0.2	
360.10176	2649462	9.6	381377	0.2	
361.05652	3928640	15.2	393619	0.3	
361.07206	5704259	22.9	342863	0.4	
361.07765	5137988	20.4	333991	0.4	
361.09291	12786247	53.8	359595	0.9	
361.11403	8362572	34.5	340956	0.6	
361.12927	4891215	19.4	382857	0.3	
361.22320	3713635	14.2	377410	0.3	
362.09629	2625307	9.5	415788	0.2	
363.03587	2550752	9.1	405532	0.2	
363.07215	9137127	37.9	372257	0.6	
363.09330	5049324	20.1	373796	0.3	
363.10853	13519855	57.0	340830	0.9	
363.23878	3683338	14.1	355698	0.3	
364.11192	2947264	10.9	357693	0.2	
365.05147	5275011	21.0	379778	0.4	
365.08780	13716874	57.9	351373	0.9	
365.10893	13114766	55.3	364151	0.9	
365.12420	7159186	29.3	349383	0.5	
365.26733	18333102	78.1	351531	1.3	
366.09113	3036761	11.3	381113	0.2	
366.27076	3665534	14.0	368858	0.3	
367.06707	7114529	28.8	363417	0.5	
367.10347	14429993	60.5	334193	1.0	
367.10534	9799465	40.4	311405	0.7	
367.11870	2485548	8.8	302065	0.2	
367.12459	6111021	24.5	339799	0.4	
367.13987	3904304	14.9	371901	0.3	
369.08274	8450236	34.6	338037	0.6	
369.09793	3001536	11.0	322647	0.2	
369.10381	8765633	36.0	363208	0.6	
369.11911	10571972	43.8	340228	0.7	
370.12245	3013007	11.1	324468	0.2	
370.86875	5122598	20.2	386303	0.4	
371.00447	6384193	25.6	358941	0.4	
371.04081	3875401	14.8	398841	0.3	
371.07724	5388880	21.3	366295	0.4	
