m/z	I	S/N	Res.	I %	
197.08193	5158987	23.9	695472	2.6	
198.04889	3025875	13.2	636377	1.5	
198.05340	3723221	16.7	735916	1.9	
199.06120	8355699	39.8	656750	4.3	
199.09759	3574658	15.9	715052	1.8	
199.13399	2594193	11.0	675147	1.3	
199.16924	6945696	32.7	717653	3.5	
199.17036	103121824	513.4	626203	52.7	
199.17072	7812001	37.1	763010	4.0	
200.06903	2902550	12.5	593559	1.5	
200.17371	14417218	70.1	615443	7.4	
201.04043	2656431	11.3	684768	1.4	
201.05571	3465397	15.3	632806	1.8	
201.11323	4676302	21.4	660388	2.4	
203.03499	4640260	21.1	676827	2.4	
203.05612	2961421	12.8	699435	1.5	
203.07136	4737555	21.6	683902	2.4	
204.04282	5112762	23.5	600837	2.6	
205.01427	3181412	13.9	639217	1.6	
205.05063	11986292	57.7	611471	6.1	
205.08702	3985284	17.9	685710	2.0	
206.02207	6233890	29.1	577829	3.2	
206.05846	4975411	22.7	590565	2.5	
207.02990	8280293	39.1	641164	4.2	
207.06628	58028276	285.7	598213	29.6	
207.06667	4409590	19.9	1189673	2.3	
207.08742	8679679	41.1	606955	4.4	
208.03772	4453036	20.1	623449	2.3	
208.06964	7213755	33.8	607515	3.7	
208.07410	5221053	23.9	625924	2.7	
209.04555	29238392	143.0	597480	14.9	
209.08193	10452104	49.8	610537	5.3	
210.04888	3774020	16.7	630536	1.9	
210.05336	6298182	29.2	596236	3.2	
211.02484	2945544	12.6	676786	1.5	
211.05994	2449432	10.1	712886	1.3	
211.06120	28485656	138.6	600768	14.5	
211.09760	4926506	22.3	596480	2.5	
211.13398	3524155	15.4	675055	1.8	
212.06457	3086317	13.3	690531	1.6	
212.06905	3278831	14.2	619303	1.7	
213.04045	5701560	26.2	626322	2.9	
213.05571	2579135	10.8	538760	1.3	
213.07686	7406537	34.6	589925	3.8	
213.11324	2750426	11.6	725855	1.4	
213.14960	2962411	12.6	586171	1.5	
213.18600	7026685	32.7	607317	3.6	
215.05610	6329206	29.1	605951	3.2	
215.07137	2737021	11.5	643258	1.4	
215.12886	2989977	12.7	614250	1.5	
215.16531	2826154	11.9	582552	1.4	
216.04281	2966863	12.6	541549	1.5	
217.05063	7226166	33.5	605741	3.7	
217.07175	3674432	16.1	619986	1.9	
217.08701	3227464	13.9	658835	1.6	
218.05843	4803872	21.6	545466	2.5	
219.02989	5024507	22.7	621321	2.6	
219.06628	17942284	86.2	567534	9.2	
219.10267	2709790	11.3	674204	1.4	
220.03771	4968682	22.3	624084	2.5	
220.07413	2802940	11.7	571071	1.4	
220.14688	2596640	10.7	528394	1.3	
221.04555	18635484	89.2	582494	9.5	
221.06668	5183207	23.4	556981	2.6	
221.08194	18418414	88.1	575093	9.4	
221.11831	2923264	12.3	592342	1.5	
222.05338	8492240	39.6	579370	4.3	
222.08531	2802912	11.7	625031	1.4	
223.02481	6809269	31.3	582004	3.5	
223.06120	34369224	166.2	556962	17.6	
223.09759	9430745	44.2	584899	4.8	
223.13394	3535084	15.3	608794	1.8	
223.17035	2437886	9.9	623944	1.2	
224.04791	2421942	9.8	661845	1.2	
224.06455	4062398	17.8	599295	2.1	
224.06903	6449344	29.4	572394	3.3	
225.04046	9632425	44.9	572416	4.9	
225.07638	3975867	17.4	1130522	2.0	
225.07685	48198332	232.7	556843	24.6	
225.11322	4137678	18.2	577625	2.1	
225.14964	2804960	11.7	637602	1.4	
225.18600	8004339	37.0	581160	4.1	
226.04829	3869862	16.9	591179	2.0	
226.08020	6517943	29.8	559797	3.3	
226.08470	3379385	14.5	644362	1.7	
227.05612	12975782	61.2	565241	6.6	
227.07138	2699437	11.2	621897	1.4	
227.09250	4634296	20.6	517160	2.4	
227.12888	3450059	14.8	576629	1.8	
227.20019	3854063	16.8	694037	2.0	
227.20165	51001072	246.3	548395	26.0	
228.04280	2779292	11.5	600337	1.4	
228.06393	3083943	13.0	614306	1.6	
228.20500	7749871	35.7	552396	4.0	
229.05062	3678366	15.8	588140	1.9	
229.07176	7273129	33.3	564454	3.7	
229.08704	2474673	10.0	660615	1.3	
230.05843	2596515	10.6	615137	1.3	
230.98614	2870911	11.9	558250	1.5	
231.05104	2974369	12.4	533971	1.5	
231.06629	8351401	38.5	553842	4.3	
232.03773	3776157	16.3	530962	1.9	
232.07411	3222703	13.6	573716	1.6	
233.04555	11102885	51.8	525428	5.7	
233.06667	4131504	18.0	591656	2.1	
233.08194	7676600	35.2	551435	3.9	
234.05337	6168750	27.7	558434	3.2	
235.02478	2770598	11.4	592855	1.4	
235.06120	16959160	79.7	542244	8.7	
235.08229	2444996	9.8	582280	1.2	
235.09757	5496524	24.5	514450	2.8	
236.06454	2647746	10.8	531857	1.4	
236.06903	6261956	28.2	520281	3.2	
237.04047	7164605	32.5	567508	3.7	
237.07684	18590416	87.6	527422	9.5	
237.11325	3192547	13.4	590496	1.6	
237.14964	3559158	15.2	575826	1.8	
238.04827	3456202	14.7	569419	1.8	
238.08469	5275869	23.4	515390	2.7	
239.05611	14851799	69.6	515106	7.6	
239.09249	8580842	39.4	524840	4.4	
239.12886	3181309	13.3	597666	1.6	
239.16525	3720976	15.9	540045	1.9	
239.20167	9258787	42.6	519935	4.7	
240.04281	2433241	9.7	567388	1.2	
240.06395	6197477	27.7	547870	3.2	
240.10027	2449143	9.8	564706	1.3	
241.07176	24605426	115.9	513496	12.6	
241.10809	2994949	12.4	610847	1.5	
241.14452	3919640	16.8	577183	2.0	
241.18089	4413227	19.2	560487	2.3	
241.21566	3675965	15.6	653716	1.9	
241.21730	51843904	246.5	514680	26.5	
242.07957	3967744	17.0	492215	2.0	
242.22066	8412490	38.3	529546	4.3	
243.05103	3838716	16.4	557502	2.0	
243.06629	5622532	25.0	532735	2.9	
243.08740	5037839	22.2	515521	2.6	
243.19660	2500936	10.0	620246	1.3	
244.07414	2799890	11.4	580959	1.4	
245.04556	6208269	27.8	522101	3.2	
245.06666	4509464	19.6	535399	2.3	
245.08193	7615264	34.5	508800	3.9	
246.05337	4138266	17.7	562428	2.1	
247.06120	13475623	62.2	516306	6.9	
247.08228	2619699	10.5	586612	1.3	
247.09758	4764475	20.7	478943	2.4	
248.06905	4740404	20.6	540674	2.4	
249.04046	8217390	37.2	523886	4.2	
249.07685	18314048	85.3	506566	9.4	
249.11323	3893075	16.6	570281	2.0	
249.18598	2788729	11.3	577506	1.4	
250.04830	5177657	22.7	517363	2.6	
250.08021	2519370	10.0	634578	1.3	
250.08469	4255052	18.3	556336	2.2	
251.05611	18278212	85.1	495143	9.3	
251.07723	4939599	21.5	543151	2.5	
251.09250	11546454	52.7	509974	5.9	
251.12886	3509097	14.6	546240	1.8	
251.16524	2740604	11.0	503851	1.4	
251.20163	5147535	22.4	555553	2.6	
252.06393	7737677	34.7	508294	4.0	
253.07176	21629782	100.5	486294	11.0	
253.10813	7144297	31.9	502170	3.6	
253.14452	4377467	18.7	535170	2.2	
253.21548	5464992	23.9	549757	2.8	
253.21730	75099040	353.8	488626	38.4	
253.21789	5725089	25.1	950266	2.9	
254.07516	3073371	12.6	510199	1.6	
254.07960	4941149	21.4	511707	2.5	
254.22066	12803493	58.7	505085	6.5	
255.05102	5299024	23.1	492268	2.7	
255.06630	3682136	15.4	559931	1.9	
255.08744	8933219	40.3	487694	4.6	
255.16016	3442056	14.3	478339	1.8	
255.19653	4718491	20.4	515493	2.4	
255.23111	14028717	64.5	531323	7.2	
255.23295	195784624	925.6	486257	100.0	
256.05892	3020629	12.3	478300	1.5	
256.23446	2733999	11.0	528143	1.4	
256.23630	33649072	157.4	484488	17.2	
257.04552	3297101	13.6	503778	1.7	
257.06670	8653656	39.0	491908	4.4	
257.08193	5683040	24.9	529765	2.9	
257.10306	3467114	14.4	551153	1.8	
257.17589	2662800	10.6	516820	1.4	
257.21221	3860386	16.3	547709	2.0	
257.23968	3262384	13.5	530541	1.7	
258.05338	3713358	15.5	515162	1.9	
258.07450	2924889	11.8	483047	1.5	
258.08974	2449761	9.5	643691	1.3	
259.06118	9129806	41.0	494292	4.7	
259.08235	6254425	27.5	499011	3.2	
259.09756	4806497	20.6	508707	2.5	
260.06903	5439820	23.6	505033	2.8	
261.00401	2631459	10.4	534774	1.3	
261.04047	3600181	15.0	482742	1.8	
261.07684	12229447	55.6	488974	6.2	
261.11319	3434330	14.2	508480	1.8	
262.01190	2647325	10.5	564842	1.4	
262.04828	2754351	11.0	499299	1.4	
262.07283	2976059	12.0	533011	1.5	
262.07477	38305084	178.4	471943	19.6	
262.08467	3659073	15.2	554407	1.9	
263.05611	11269926	51.1	464765	5.8	
263.07722	2946353	11.9	504925	1.5	
263.07814	6586161	29.0	477166	3.4	
263.09250	10516280	47.5	474012	5.4	
263.12889	4637515	19.8	537665	2.4	
264.06392	4601115	19.5	504832	2.4	
264.10027	2744621	10.8	508898	1.4	
265.03540	3191036	12.9	482961	1.6	
265.07177	15262478	69.4	465345	7.8	
265.10815	6703904	29.4	502222	3.4	
265.14451	2652978	10.4	539912	1.4	
265.18090	3869507	16.1	527089	2.0	
266.07957	5521662	23.8	485827	2.8	
266.98881	6694587	29.3	472009	3.4	
267.05102	6379225	27.8	487704	3.3	
267.08740	14874347	67.6	473436	7.6	
267.12380	2725629	10.8	571214	1.4	
267.16018	7040782	30.9	478691	3.6	
267.19656	13920032	63.1	466008	7.1	
267.23294	17495858	79.9	461510	8.9	
268.05884	4826308	20.6	480674	2.5	
268.09525	5414101	23.3	483021	2.8	
268.19994	2981128	11.9	486300	1.5	
268.23629	3797273	15.8	463065	1.9	
268.98585	2505860	9.7	551812	1.3	
269.06668	16714411	76.2	467644	8.5	
269.08192	3027122	12.2	498501	1.5	
269.10308	5386941	23.2	513792	2.8	
269.17582	2824416	11.2	517411	1.4	
269.21221	13155057	59.5	470164	6.7	
269.24658	2850562	11.3	509017	1.5	
269.24860	38316804	177.3	461003	19.6	
270.05333	3317893	13.5	510034	1.7	
270.07448	6390928	27.9	467959	3.3	
270.21558	2988755	12.0	491686	1.5	
270.25196	7056612	31.0	471949	3.6	
271.06120	4783719	20.2	426977	2.4	
271.08231	8367729	36.9	451730	4.3	
271.09757	9520760	42.2	463309	4.9	
271.22786	9471670	42.0	496551	4.8	
272.06902	4328517	18.1	503573	2.2	
272.09014	2548303	9.8	517692	1.3	
272.10087	3102804	12.4	423942	1.6	
273.04052	3761678	15.5	431762	1.9	
273.06159	2691608	10.5	518958	1.4	
273.07684	16622111	75.2	456607	8.5	
273.09798	3236393	13.0	483894	1.7	
273.11326	2566192	9.9	533910	1.3	
274.08014	3151860	12.6	473486	1.6	
274.08469	4256758	17.8	467857	2.2	
275.05610	8332729	36.7	466633	4.3	
275.07724	3608003	14.8	453640	1.8	
275.09249	8623562	38.1	449067	4.4	
275.12888	2763227	10.8	431394	1.4	
276.06388	4316041	18.0	484910	2.2	
277.07175	14870868	67.1	445754	7.6	
277.10817	6996325	30.5	439093	3.6	
277.14453	55597428	256.3	443809	28.4	
277.21730	3107223	12.4	464523	1.6	
278.07514	2826011	11.1	487615	1.4	
278.07957	4776733	20.2	499018	2.4	
278.14788	9298747	40.9	455276	4.7	
278.22515	2945886	11.6	498547	1.5	
279.05104	5041360	21.3	463940	2.6	
279.08741	15330528	68.7	443033	7.8	
279.12380	4860145	20.4	469528	2.5	
279.16016	2857217	11.2	527110	1.5	
279.23296	15965473	71.7	444774	8.2	
280.09082	2552478	9.8	484503	1.3	
280.09522	3627680	14.7	518035	1.9	
280.23634	3099358	12.3	447172	1.6	
280.98298	5912615	25.3	472325	3.0	
281.06667	10115147	44.7	440405	5.2	
281.10304	9089115	39.9	443786	4.6	
281.21225	5074059	21.4	409546	2.6	
281.24638	4647066	19.4	516741	2.4	
281.24860	64921756	297.6	433926	33.2	
282.07443	4027906	16.6	414544	2.1	
282.25196	13001295	58.0	447203	6.6	
283.06117	3921835	16.1	453137	2.0	
283.08230	9937844	43.9	446714	5.1	
283.11870	4664260	19.5	384533	2.4	
283.15505	3625940	14.7	452676	1.9	
283.19150	4743139	19.9	480283	2.4	
283.26200	4867074	20.5	506095	2.5	
283.26425	69428224	318.4	435265	35.5	
283.26501	5587971	23.8	711362	2.9	
284.06901	2813273	11.0	495914	1.4	
284.09014	3274082	13.1	483262	1.7	
284.26760	12723629	56.7	422317	6.5	
285.06157	4700924	19.7	492392	2.4	
285.07686	7294722	31.7	429177	3.7	
285.09796	6166283	26.4	457641	3.1	
285.11326	2513169	9.6	488504	1.3	
285.17075	2902825	11.4	493292	1.5	
285.20713	3898169	16.0	418717	2.0	
285.24355	3592008	14.6	433380	1.8	
286.06946	3489952	14.0	442859	1.8	
286.08462	4730022	19.7	467698	2.4	
287.05609	6421046	27.5	436415	3.3	
287.07723	13769279	61.2	426890	7.0	
287.09249	8936005	39.0	450260	4.6	
288.06392	4337616	17.9	454056	2.2	
288.08506	4637657	19.3	430342	2.4	
289.07175	11943269	52.8	428588	6.1	
289.09297	3238253	12.8	423651	1.7	
289.10813	5742963	24.3	409263	2.9	
289.23019	16547236	73.9	435756	8.5	
290.07509	2466547	9.3	434877	1.3	
290.07963	5337844	22.5	411801	2.7	
290.23357	2882865	11.2	451975	1.5	
291.05102	4664432	19.4	459084	2.4	
291.08741	12886142	57.1	425912	6.6	
291.12381	9492621	41.5	423013	4.8	
291.16018	36335772	164.7	415979	18.6	
291.19662	4428969	18.3	435751	2.3	
292.05876	3046902	12.0	510186	1.6	
292.09519	3446276	13.8	482997	1.8	
292.16355	6107678	26.0	450437	3.1	
293.06665	10107766	44.4	419618	5.2	
293.10308	9112451	39.8	428922	4.7	
293.13943	4951953	20.7	448271	2.5	
293.17589	3064735	12.0	451313	1.6	
293.21222	17830828	79.8	429557	9.1	
294.07450	3770609	15.2	431445	1.9	
294.21554	3508518	14.0	435447	1.8	
295.08231	14485095	64.0	424741	7.4	
295.11870	4224629	17.3	427382	2.2	
295.15510	3104386	12.1	491714	1.6	
295.22786	17381020	77.2	417794	8.9	
295.26423	3034794	11.8	424678	1.6	
296.09016	5173208	21.6	443509	2.6	
296.23126	3550220	14.2	424881	1.8	
297.06155	3499320	13.9	434442	1.8	
297.07688	5601597	23.5	447260	2.9	
297.09796	8630597	37.3	428767	4.4	
297.20709	2811244	10.8	498921	1.4	
297.24350	11000185	48.1	405164	5.6	
297.27985	6482310	27.5	454698	3.3	
298.08472	2693797	10.3	521293	1.4	
298.10578	3109548	12.2	491574	1.6	
299.05612	5188603	21.6	406894	2.7	
299.07725	5612547	23.6	444899	2.9	
299.09250	13958152	61.6	410287	7.1	
299.11362	3453967	13.7	386124	1.8	
299.18643	3841065	15.5	463003	2.0	
299.22279	3432501	13.6	473835	1.8	
299.25921	3626050	14.5	470193	1.9	
300.06397	3212634	12.6	421195	1.6	
300.08514	2537825	9.6	444738	1.3	
300.09580	2734437	10.4	332989	1.4	
300.10029	2977126	11.6	466739	1.5	
300.99900	20704922	92.4	418879	10.6	
301.07176	13606580	60.0	405161	6.9	
301.09289	4547259	18.7	448660	2.3	
301.10816	10206912	44.5	411203	5.2	
302.00228	2686959	10.2	439647	1.4	
302.07515	2663944	10.1	439184	1.4	
302.07957	6264841	26.5	423796	3.2	
303.05104	4584782	18.8	408270	2.3	
303.07216	5175637	21.4	442300	2.6	
303.08741	26648922	118.6	411218	13.6	
303.12378	2767718	10.5	413571	1.4	
303.16026	2490738	9.3	482501	1.3	
303.20946	6230403	26.2	442376	3.2	
304.05886	3389083	13.3	489653	1.7	
304.08002	3785378	15.1	426911	1.9	
304.09079	5279397	21.9	404727	2.7	
304.09524	4984487	20.6	425356	2.5	
305.06667	9253859	39.9	421146	4.7	
305.08781	10355690	44.9	395994	5.3	
305.10307	9837551	42.5	415230	5.0	
305.13944	4636667	19.0	417803	2.4	
305.17584	20173830	89.3	402391	10.3	
306.03813	2449692	9.1	458133	1.3	
306.07450	4589864	18.8	429782	2.3	
306.09561	4328750	17.6	402627	2.2	
306.11087	2595123	9.7	482493	1.3	
306.17917	4475209	18.3	394743	2.3	
307.04594	4486748	18.3	458429	2.3	
307.08235	12969575	56.7	414714	6.6	
307.11872	6313587	26.6	418476	3.2	
307.15513	4498046	18.4	431672	2.3	
307.19152	5402250	22.4	430748	2.8	
307.26421	4256417	17.3	410333	2.2	
308.08569	2912162	11.2	425993	1.5	
308.09017	4894627	20.1	450224	2.5	
309.06155	4463824	18.2	424914	2.3	
309.07690	2991316	11.5	446957	1.5	
309.09798	12032219	52.5	421052	6.1	
309.13439	3121382	12.1	463096	1.6	
309.14963	12929259	56.5	393218	6.6	
309.20714	9668860	41.8	423887	4.9	
309.24352	5048584	20.8	427993	2.6	
309.27988	5855507	24.5	404158	3.0	
310.06943	2658820	10.0	506873	1.4	
310.08464	2792456	10.6	417789	1.4	
310.10587	3290639	12.9	446763	1.7	
311.07723	8000308	34.2	409546	4.1	
311.09254	6953784	29.5	414342	3.6	
311.11363	7480126	31.8	418055	3.8	
311.22279	11148127	48.5	402024	5.7	
311.25916	3145578	12.2	431554	1.6	
311.29558	14396277	63.2	393867	7.4	
312.06394	3631193	14.3	407529	1.9	
312.08505	4212832	16.9	419610	2.2	
312.10038	3802212	15.1	430313	1.9	
312.22615	2877577	10.9	466823	1.5	
312.29898	2806431	10.6	408957	1.4	
313.07177	9239937	39.5	390247	4.7	
313.09287	7323016	30.9	397400	3.7	
313.10816	6641036	27.8	388156	3.4	
313.12923	2729362	10.3	451246	1.4	
313.16571	3163549	12.2	301576	1.6	
313.20202	2974119	11.4	411401	1.5	
313.23842	8605106	36.7	371691	4.4	
314.07957	5684902	23.5	426079	2.9	
314.10066	3819180	15.2	419545	2.0	
314.11605	2514609	9.3	411476	1.3	
315.01464	8683442	37.0	398984	4.4	
315.05105	3387324	13.2	386107	1.7	
315.07220	3632066	14.3	411511	1.9	
315.08740	14241735	62.0	392615	7.3	
315.10850	4456397	18.0	451406	2.3	
315.12387	3579857	14.1	417989	1.8	
315.18129	5273570	21.7	410050	2.7	
316.05882	3127514	12.1	452123	1.6	
316.09077	2448099	9.0	392070	1.3	
316.09521	6539492	27.4	404492	3.3	
317.06666	10285555	44.2	391107	5.3	
317.08783	3455481	13.5	382342	1.8	
317.10305	20374014	89.6	390998	10.4	
318.07446	5915402	24.6	398324	3.0	
318.10638	4079378	16.3	413379	2.1	
318.11083	3483412	13.6	409031	1.8	
319.04600	2998291	11.5	417198	1.5	
319.08233	12616732	54.7	392573	6.4	
319.11870	7590950	32.1	410754	3.9	
319.15512	3480624	13.6	463202	1.8	
319.19147	8545338	36.4	392149	4.4	
319.22786	2881604	10.9	404591	1.5	
320.09021	5174572	21.2	410793	2.6	
321.06162	5593647	23.1	371047	2.9	
321.08270	2741812	10.3	371035	1.4	
321.09797	13448760	58.4	384523	6.9	
321.13434	3607106	14.2	437805	1.8	
321.17073	3160651	12.2	422535	1.6	
321.20717	2540117	9.4	364828	1.3	
321.24350	16594526	72.6	383741	8.5	
322.06945	2847543	10.7	452281	1.5	
322.10129	2996032	11.4	341758	1.5	
322.10581	5036865	20.5	382443	2.6	
322.24682	4134758	16.4	398552	2.1	
323.07725	9793597	41.7	383715	5.0	
323.09246	3983425	15.8	339577	2.0	
323.09836	15792194	68.5	392748	8.1	
323.11361	8976454	38.0	392644	4.6	
323.14999	2810960	10.5	433574	1.4	
323.18636	2493017	9.1	406993	1.3	
323.22284	2458723	9.0	436843	1.3	
323.25919	4105324	16.3	421958	2.1	
324.08503	4995392	20.3	396352	2.6	
324.12145	2530633	9.3	384214	1.3	
325.07179	6488634	26.9	392776	3.3	
325.09289	11131455	47.7	371484	5.7	
325.10813	12728899	54.8	374064	6.5	
325.12926	4016712	15.9	436879	2.1	
325.20209	3887707	15.3	408130	2.0	
325.23845	4826724	19.5	370314	2.5	
325.31119	7043702	29.4	391781	3.6	
326.07958	4381495	17.5	367583	2.2	
326.10068	4686652	18.9	386895	2.4	
326.11154	2494271	9.1	388537	1.3	
326.11597	2635584	9.8	402415	1.3	
327.05109	2509863	9.2	424467	1.3	
327.07209	2999341	11.4	382443	1.5	
327.08742	18431024	80.2	376682	9.4	
327.10858	6159414	25.5	383177	3.1	
327.12386	3204153	12.3	429347	1.6	
327.21770	6753361	28.1	402726	3.4	
327.25405	6902873	28.8	379957	3.5	
328.05877	3351838	12.9	371604	1.7	
328.09076	3382566	13.1	378919	1.7	
328.09522	6372647	26.4	382593	3.3	
329.03029	7271946	30.4	387356	3.7	
329.04691	4455950	17.9	392867	2.3	
329.06670	7818770	32.9	394479	4.0	
329.08782	5930520	24.5	406073	3.0	
329.10306	22535708	98.5	378384	11.5	
329.12416	2596384	9.6	406354	1.3	
329.13946	4307492	17.2	385784	2.2	
329.17589	2701869	10.0	388269	1.4	
329.23334	3899962	15.4	407242	2.0	
330.07449	5650180	23.2	390214	2.9	
330.09558	3111689	11.9	382483	1.6	
330.10645	4196107	16.7	414801	2.1	
330.11091	4237069	16.9	380135	2.2	
330.97977	6844378	28.5	379826	3.5	
331.04594	2538474	9.3	406949	1.3	
331.06710	3621871	14.1	408193	1.8	
331.08232	18833394	82.0	374172	9.6	
331.10344	4672504	18.8	406231	2.4	
331.11873	14684155	63.5	371849	7.5	
332.05373	2476246	9.0	427979	1.3	
332.08564	2859229	10.7	448441	1.5	
332.09012	6486239	26.7	363767	3.3	
332.12206	2942182	11.0	408692	1.5	
332.19934	3067128	11.6	407174	1.6	
333.06159	5947840	24.3	377592	3.0	
333.09798	23863752	103.6	367886	12.2	
333.13434	4062672	16.0	369752	2.1	
333.19184	4172254	16.5	376315	2.1	
333.20710	2936289	11.0	403389	1.5	
334.06941	3410599	13.1	401855	1.7	
334.10135	4308654	17.1	342482	2.2	
334.10581	4502191	17.9	399738	2.3	
334.21491	3238600	12.3	362855	1.7	
334.23606	2681549	9.9	440197	1.4	
335.07729	8184716	34.2	383493	4.2	
335.11364	8813459	37.0	387143	4.5	
335.15002	2567068	9.4	431193	1.3	
335.22282	3646380	14.1	394081	1.9	
336.08506	4717678	18.9	383971	2.4	
336.12140	3184758	12.1	364169	1.6	
336.23060	3414158	13.1	327904	1.7	
337.09290	11687246	49.7	374339	6.0	
337.10813	7544145	31.4	373056	3.9	
337.12928	5526870	22.5	391492	2.8	
337.23845	14566766	62.5	377139	7.4	
338.07962	3114535	11.8	395226	1.6	
338.10072	4845100	19.4	387201	2.5	
338.24188	3072586	11.6	410979	1.6	
339.07213	3906303	15.3	407824	2.0	
339.08741	7853827	32.8	375700	4.0	
339.10854	8609543	36.1	365399	4.4	
339.25409	8273703	34.6	354467	4.2	
339.32686	16303926	70.2	367360	8.3	
340.09525	4086748	16.1	371408	2.1	
340.11636	4239329	16.8	392697	2.2	
340.33031	3326990	12.7	403467	1.7	
341.06667	5570732	22.7	371412	2.8	
341.08785	7110832	29.5	377072	3.6	
341.10307	12449971	53.1	364085	6.4	
341.10895	4692149	18.8	376823	2.4	
341.12419	3918008	15.3	379904	2.0	
341.13953	2775227	10.3	393876	1.4	
341.19690	3462343	13.3	378754	1.8	
341.23342	3107023	11.7	405769	1.6	
341.26973	9490647	40.0	352169	4.8	
342.07453	5763457	23.5	383481	2.9	
342.09563	3242374	12.3	387657	1.7	
342.10645	2474376	8.9	423107	1.3	
342.11094	3969417	15.6	334001	2.0	
343.04595	2526285	9.1	376883	1.3	
343.08232	13679189	58.0	371464	7.0	
343.10342	4958809	19.8	389817	2.5	
343.11872	8878684	37.0	359356	4.5	
343.21262	3744368	14.4	379084	1.9	
344.08578	3186470	12.0	409432	1.6	
344.09017	6572839	26.9	362889	3.4	
345.06165	5743599	23.2	351433	2.9	
345.09799	19098614	81.8	361570	9.8	
345.13439	5100542	20.4	361417	2.6	
346.06938	3133629	11.8	406582	1.6	
346.10133	4020420	15.7	377988	2.1	
346.10581	6886597	28.2	358835	3.5	
347.07728	9330058	39.0	372214	4.8	
347.09838	3076494	11.5	384725	1.6	
347.11363	17726866	75.8	352149	9.1	
347.14993	3990937	15.5	370536	2.0	
348.08510	4700757	18.6	357606	2.4	
348.11703	3706459	14.3	361263	1.9	
348.12146	3197532	12.0	397833	1.6	
348.25171	2721398	10.0	389741	1.4	
