m/z	I	S/N	Res.	I %	
359.11950	4304462	16.9	372360	0.9	
359.13474	2736720	10.0	334497	0.6	
361.05653	3040175	11.4	422838	0.7	
361.07205	2628529	9.6	449945	0.6	
361.07758	2673587	9.8	371296	0.6	
361.09287	10929077	46.1	350378	2.4	
361.11402	7879609	32.7	357013	1.7	
361.12932	3336124	12.7	405148	0.7	
363.07214	7720219	32.0	355936	1.7	
363.09329	5246238	21.1	349654	1.1	
363.10855	8375585	34.9	366173	1.8	
363.11208	3146018	11.8	375264	0.7	
363.12953	3312933	12.6	358573	0.7	
365.08779	11806339	50.0	350040	2.6	
365.10895	9729671	40.8	352530	2.1	
365.12415	6696586	27.5	358620	1.5	
366.10900	3701561	14.3	361871	0.8	
367.06707	5386211	21.5	364179	1.2	
367.10345	13572073	57.2	329514	3.0	
367.10533	11188201	46.8	334580	2.4	
367.12457	6559725	26.6	328390	1.4	
367.13999	2640880	9.5	359167	0.6	
368.10672	3324058	12.5	359503	0.7	
369.08272	7137606	29.2	345948	1.6	
369.10386	9533770	39.6	360084	2.1	
369.11909	9115980	37.8	369994	2.0	
371.00449	5337752	21.3	332845	1.2	
371.07723	3052196	11.3	390681	0.7	
371.09836	10943144	45.8	352201	2.4	
371.11367	3688107	14.1	343253	0.8	
371.11950	6294188	25.5	364719	1.4	
371.13480	4342446	17.0	386931	1.0	
371.24396	2562753	9.2	383326	0.6	
373.03724	7379963	30.2	363042	1.6	
373.05652	2593790	9.3	402489	0.6	
373.07760	2679810	9.7	374417	0.6	
373.09292	6865925	28.0	364885	1.5	
373.11401	8277000	34.1	343449	1.8	
373.12929	3178507	11.9	325032	0.7	
373.25956	13327393	56.2	354951	2.9	
375.07215	4709726	18.6	343562	1.0	
375.09334	5369185	21.4	339881	1.2	
375.10855	7974244	32.8	367314	1.7	
375.12973	3658088	14.0	338932	0.8	
377.05141	3529398	13.4	381380	0.8	
377.08559	9152188	37.9	307484	2.0	
377.08783	18267836	77.7	335360	4.0	
377.10895	9588416	39.8	347557	2.1	
377.12418	6543043	26.6	341312	1.4	
378.09111	4151147	16.1	371399	0.9	
379.06705	4413461	17.3	358892	1.0	
379.08259	2739224	10.0	405772	0.6	
379.10347	13082651	55.1	342177	2.9	
379.12463	6520863	26.5	359235	1.4	
379.13991	3157026	11.8	307089	0.7	
379.23372	2629682	9.5	394155	0.6	
380.10677	2673866	9.7	410017	0.6	
381.08274	6449525	25.9	352711	1.4	
381.10388	4538744	17.6	350842	1.0	
381.11911	9023867	37.0	350216	2.0	
381.23162	7848335	32.0	359005	1.7	
383.07721	2732753	9.8	336968	0.6	
383.09840	9921237	40.9	347328	2.2	
383.11951	12546776	52.3	337527	2.7	
383.13472	4817627	18.8	325805	1.1	
385.07773	2733104	9.8	369881	0.6	
385.09296	4058163	15.6	335764	0.9	
385.11405	8594486	35.2	349205	1.9	
385.12925	2633785	9.4	303562	0.6	
387.07205	2715024	9.8	401860	0.6	
387.09326	3694995	14.0	330837	0.8	
387.10856	5123478	20.2	340781	1.1	
387.12968	4867482	19.1	371030	1.1	
389.08784	4742901	18.5	347632	1.0	
389.10893	6008569	24.0	379287	1.3	
389.12421	4501244	17.5	374064	1.0	
391.06707	3946583	15.1	370733	0.9	
391.10345	9570398	39.4	325579	2.1	
391.12461	6064226	24.2	331616	1.3	
391.13985	5058660	19.9	332119	1.1	
393.08271	5820867	23.2	353017	1.3	
393.10385	4491719	17.4	341131	1.0	
393.11909	10111433	41.7	325614	2.2	
393.14036	2605517	9.3	348187	0.6	
395.09836	10971954	45.0	326253	2.4	
395.11949	12823350	52.9	327663	2.8	
395.13477	5223225	20.4	323257	1.1	
397.07769	3966111	15.0	359599	0.9	
397.11402	10517669	43.1	318588	2.3	
397.13520	4374698	16.8	323131	1.0	
397.22655	16469178	68.6	328206	3.6	
398.22974	3564917	13.3	326514	0.8	
399.09327	6557207	26.1	333671	1.4	
399.10853	2950682	10.7	399125	0.6	
399.11441	8433179	34.1	335143	1.8	
399.12966	6694430	26.7	333373	1.5	
401.05143	2713481	9.6	384012	0.6	
401.08784	3751824	14.1	305549	0.8	
401.10886	7073684	28.3	323792	1.5	
401.12429	5078935	19.8	326207	1.1	
401.13008	4196248	16.0	345649	0.9	
401.14532	2836379	10.2	364223	0.6	
403.10343	7194898	28.8	315512	1.6	
403.12455	6189334	24.5	320270	1.4	
403.13987	2868505	10.3	371348	0.6	
405.08275	3998356	15.1	337362	0.9	
405.10386	2988696	10.8	331280	0.7	
405.11908	6148763	24.3	350352	1.3	
405.14018	2621087	9.2	372608	0.6	
406.12233	2548576	8.9	300835	0.6	
407.06206	3703835	13.9	342578	0.8	
407.09840	7031842	28.1	333749	1.5	
407.11947	4557863	17.5	357504	1.0	
407.13474	6118442	24.2	315434	1.3	
409.07760	2670001	9.4	383861	0.6	
409.11403	8492472	34.4	319849	1.9	
409.13516	4142524	15.8	335237	0.9	
409.15041	2621887	9.2	362074	0.6	
411.09331	7268174	28.8	328307	1.6	
411.11444	4859730	18.6	339681	1.1	
411.12966	6539093	25.7	320799	1.4	
413.10895	8120563	32.4	329816	1.8	
413.13010	14067959	57.7	311657	3.1	
413.14529	3207418	11.6	334007	0.7	
415.08820	2547352	8.8	369712	0.6	
415.10343	3361435	12.3	294082	0.7	
415.12460	6142624	24.1	344010	1.3	
415.13975	2790051	9.9	384959	0.6	
417.08285	2906185	10.3	252586	0.6	
417.10392	3667021	13.6	350877	0.8	
417.11905	5022801	19.3	309803	1.1	
417.12517	2883666	10.2	304354	0.6	
417.14030	3317845	12.1	338357	0.7	
417.15548	3045465	10.9	251269	0.7	
419.09839	5166599	19.9	325482	1.1	
419.11954	4068876	15.3	353397	0.9	
419.13475	4046351	15.2	318709	0.9	
419.17112	8363543	33.5	310071	1.8	
421.07770	2956229	10.6	309712	0.6	
421.11399	6600654	26.0	321402	1.4	
421.13511	5111762	19.7	342182	1.1	
421.15051	3890134	14.5	318663	0.9	
423.09324	4991380	19.2	302858	1.1	
423.12961	6850972	27.1	298916	1.5	
425.10893	6312811	24.8	315129	1.4	
425.13005	5462896	21.2	331219	1.2	
425.14529	4008819	15.0	347670	0.9	
425.25785	3644302	13.5	328214	0.8	
427.08831	2673985	9.3	290930	0.6	
427.10358	2873668	10.2	308954	0.6	
427.12460	6819145	26.9	314527	1.5	
427.14568	2494798	8.6	323584	0.5	
429.08251	2929442	10.3	309634	0.6	
429.10378	3202855	11.5	360937	0.7	
429.11907	3332906	12.0	305498	0.7	
429.12488	5203756	19.8	291764	1.1	
429.14020	3495728	12.7	289432	0.8	
431.09834	4567311	17.2	298874	1.0	
431.11946	7770389	30.6	291812	1.7	
431.13473	9480472	37.8	289492	2.1	
431.14064	6566170	25.6	297095	1.4	
433.11400	5462788	20.9	291995	1.2	
433.13507	5186314	19.8	288855	1.1	
433.15037	3816205	14.0	302163	0.8	
