m/z	I	S/N	Res.	I %	
401.1089243	6917497	36.1	321575	1.6	
401.1242494	7013756	36.6	309886	1.7	
401.1301133	3626365	18.0	304109	0.9	
403.0671366	3658420	18.1	329796	0.9	
403.1034572	15636153	84.0	300950	3.7	
403.1246081	5224125	26.8	311151	1.2	
403.1398173	2950847	14.3	326042	0.7	
404.1045179	2956124	14.3	299418	0.7	
404.1067784	2682716	12.8	261148	0.6	
404.1114851	2382685	11.1	329339	0.6	
405.0827671	5887996	30.4	303371	1.4	
405.1038666	2367487	11.0	334636	0.6	
405.1191063	6918146	36.1	309291	1.6	
407.0619972	4309316	21.7	325852	1.0	
407.0984236	6474058	33.6	307889	1.5	
407.1194982	3729741	18.5	321026	0.9	
407.1347115	4301136	21.7	292739	1.0	
409.0776341	3439254	16.9	303037	0.8	
409.1140121	6771357	35.3	308424	1.6	
411.0932749	7420912	38.4	306998	1.8	
411.1085316	3127282	15.0	313174	0.7	
411.1144467	5000179	25.2	298215	1.2	
411.1297142	4553718	22.8	318511	1.1	
413.0513805	2753861	13.0	289361	0.7	
413.0878450	4758859	23.9	322151	1.1	
413.1089260	8201551	42.6	296637	1.9	
413.1244351	3047761	14.6	297256	0.7	
413.1300639	11009362	57.9	298229	2.6	
415.0671248	3204778	15.5	296817	0.8	
415.1033884	5940913	30.3	297992	1.4	
415.1093896	3578546	17.5	303918	0.8	
415.1245745	5246645	26.5	282347	1.2	
415.1398775	3734199	18.3	320992	0.9	
417.0464241	2642960	12.4	335213	0.6	
417.0827723	4798487	24.1	294557	1.1	
417.1039387	3252251	15.7	298675	0.8	
417.1191363	6860830	35.3	303211	1.6	
417.1250352	4146207	20.6	282652	1.0	
417.1400969	2667554	12.5	256632	0.6	
418.0541275	3743945	18.4	303852	0.9	
419.0619339	3572100	17.4	297328	0.8	
419.0983366	7162251	36.9	294790	1.7	
419.1195380	4891023	24.6	310954	1.2	
419.1347254	5630354	28.6	304827	1.3	
420.1062142	3363399	16.3	305388	0.8	
421.0775841	2672382	12.6	335551	0.6	
421.1140362	9122565	47.6	289086	2.2	
421.1352440	3214089	15.5	307444	0.8	
423.0933325	5348479	27.1	297034	1.3	
423.1085485	2750594	13.0	311770	0.7	
423.1143992	2692227	12.7	331428	0.6	
423.1296595	7062662	36.4	309672	1.7	
425.0725961	3315200	16.0	296556	0.8	
425.0878669	3281411	15.9	317116	0.8	
425.1089448	6776327	34.8	308836	1.6	
425.1300688	5045771	25.4	309579	1.2	
425.1453108	3143182	15.1	301364	0.7	
427.1035006	4792208	24.1	296965	1.1	
427.1246130	6274965	32.1	297340	1.5	
427.1456424	2750361	13.0	331345	0.7	
429.0827941	4364573	21.5	303952	1.0	
429.1037875	3899681	19.0	288257	0.9	
429.1191545	4282660	21.0	308676	1.0	
429.1249887	8980773	46.2	295557	2.1	
429.1403167	3758376	18.2	294149	0.9	
431.0983398	5819063	29.3	296834	1.4	
431.1042058	2943672	13.8	317184	0.7	
431.1195238	8106683	41.5	285420	1.9	
431.1347649	17599166	92.4	285951	4.2	
431.1406291	12716735	66.2	289643	3.0	
432.1380317	3911564	19.0	296427	0.9	
432.1439924	2503566	11.5	296749	0.6	
433.0776026	2834511	13.2	300538	0.7	
433.1139845	7603287	38.8	298935	1.8	
433.1352434	3121243	14.8	288928	0.7	
433.1504327	4775006	23.7	297329	1.1	
435.0569341	2840045	13.3	310535	0.7	
435.0933124	3697141	17.9	300360	0.9	
435.1144528	2737657	12.7	296282	0.6	
435.1296289	5031420	25.0	287666	1.2	
437.1090010	6256544	31.6	292562	1.5	
437.1301603	3157924	15.0	298770	0.7	
437.1452025	4093863	20.0	295979	1.0	
439.1034346	3278156	15.6	258742	0.8	
439.1246340	5454160	27.3	293788	1.3	
439.1458040	2464085	11.3	277169	0.6	
441.1038676	2575102	11.8	319025	0.6	
441.1191356	2877186	13.5	272288	0.7	
441.1249794	2937603	13.8	302580	0.7	
441.1402259	2822918	13.2	315656	0.7	
443.0984020	4070581	19.9	294102	1.0	
443.1194505	3287226	15.7	295689	0.8	
443.1405974	3322046	15.9	330692	0.8	
445.1140662	4167285	20.4	299211	1.0	
445.1350952	2540154	11.7	315222	0.6	
447.0569356	7530538	37.9	294922	1.8	
447.0932515	3827762	18.3	295262	0.9	
447.1144044	3346487	15.8	305429	0.8	
447.1296603	4356154	21.1	291435	1.0	
447.1355227	5834812	28.9	276188	1.4	
449.1089478	5716476	28.3	277413	1.4	
449.1300943	6181377	30.7	274908	1.5	
449.1453395	4602372	22.4	282878	1.1	
451.0881867	2528194	11.4	309461	0.6	
451.1246737	7203787	36.1	256547	1.7	
453.1039699	5848469	29.0	294035	1.4	
453.1190011	3072409	14.3	257188	0.7	
453.1249454	4894106	23.9	260240	1.2	
453.1403391	5168542	25.4	291055	1.2	
455.0984308	4062056	19.5	277894	1.0	
455.1195070	4308845	20.8	280318	1.0	
455.1348374	2817904	12.9	293054	0.7	
455.1406493	4489074	21.8	288694	1.1	
455.1558482	2584437	11.7	234124	0.6	
457.0777218	2510139	11.3	295656	0.6	
457.1140480	4510019	21.9	278095	1.1	
457.1199650	2472261	11.1	290108	0.6	
457.1352024	4714824	23.0	274598	1.1	
457.1563275	2417997	10.8	231083	0.6	
459.0932939	3009306	14.0	273599	0.7	
459.1296423	3846947	18.4	278227	0.9	
459.1355843	8114981	40.9	283593	1.9	
459.1507010	2734888	12.5	313569	0.6	
461.0725737	10560757	53.9	279604	2.5	
461.1089684	4916478	24.0	279982	1.2	
461.1301449	5547267	27.4	277537	1.3	
461.1453433	2898183	13.4	289721	0.7	
463.0670529	8009432	40.4	281856	1.9	
463.0882319	9348828	47.5	270183	2.2	
463.1245956	6405862	31.9	276106	1.5	
463.1456805	3539691	16.8	261504	0.8	
464.0964406	2679762	12.2	262252	0.6	
465.0827784	2443458	11.0	284271	0.6	
465.1039011	4475080	21.7	266156	1.1	
465.1249303	2654413	12.1	259968	0.6	
465.1402674	5679313	28.1	272443	1.3	
467.0983994	3023537	13.8	258266	0.7	
467.1195207	6539958	32.1	269446	1.5	
467.1347194	2574010	11.5	307623	0.6	
467.1406030	5497532	26.7	269749	1.3	
467.1558247	3628735	17.0	269868	0.9	
469.1140658	3643555	17.0	242800	0.9	
469.1352390	5090472	24.6	270639	1.2	
471.0932295	2464399	10.9	279606	0.6	
471.1295453	2542232	11.3	274340	0.6	
471.1355315	15314586	77.8	262550	3.6	
471.1507375	2501278	11.1	250601	0.6	
472.1390501	2942868	13.4	296043	0.7	
473.1088678	4046984	19.1	271133	1.0	
473.1301481	2710669	12.2	312199	0.6	
473.1453192	3028113	13.8	291176	0.7	
473.1512895	4147346	19.7	263677	1.0	
475.1246635	4885123	23.5	279134	1.2	
475.1307447	2378372	10.4	304619	0.6	
475.1457288	3488392	16.2	275784	0.8	
475.1669000	3570318	16.6	283648	0.8	
477.1038149	3439736	16.0	272487	0.8	
477.1402506	4670593	22.4	257338	1.1	
477.1461528	3875971	18.2	248222	0.9	
479.0620271	5201514	25.1	266703	1.2	
479.1194844	4413049	21.0	270706	1.0	
479.1407602	3186302	14.6	249165	0.8	
479.1558454	2745986	12.3	297455	0.7	
481.0835576	2874479	13.0	264865	0.7	
481.0987269	2678899	12.0	298412	0.6	
481.1140583	2642039	11.8	284236	0.6	
481.1351352	4941948	23.8	261823	1.2	
483.0932540	2393715	10.5	312467	0.6	
483.1143725	3828344	18.0	248405	0.9	
483.1296385	3331708	15.4	281138	0.8	
483.1355612	3822206	17.9	256619	0.9	
483.1508284	3721858	17.4	279906	0.9	
485.1090361	3490939	16.2	223341	0.8	
