m/z	I	S/N	Res.	I %	
200.17371	7634237	36.1	631936	4.2	
201.04046	5551777	25.7	633942	3.1	
201.05572	4223144	19.1	661860	2.3	
201.07684	3619504	16.1	656384	2.0	
201.11324	4973248	22.9	679679	2.8	
202.06356	2545227	10.7	502652	1.4	
203.03499	6139364	28.5	649574	3.4	
203.05612	5042669	23.1	681480	2.8	
203.07136	5060083	23.2	674343	2.8	
204.04281	5769104	26.7	627590	3.2	
205.01425	2918193	12.5	694227	1.6	
205.05063	14177601	68.5	612926	7.9	
205.08701	4051280	18.2	650463	2.2	
206.02207	5432038	25.0	623185	3.0	
206.05845	6576886	30.6	645169	3.7	
207.02990	10182816	48.4	603837	5.7	
207.06508	5232815	23.9	750376	2.9	
207.06628	64426160	316.9	602660	35.8	
207.08741	9136313	43.3	613140	5.1	
207.10267	3157184	13.7	626473	1.8	
208.03772	5876317	27.1	610007	3.3	
208.06964	7237228	33.8	607771	4.0	
208.07411	6338158	29.4	595378	3.5	
209.04555	28398622	138.6	598362	15.8	
209.08194	12448815	59.6	593939	6.9	
209.11833	3752000	16.6	621386	2.1	
210.04892	2597859	10.9	650129	1.4	
210.05337	7394789	34.6	608816	4.1	
211.02481	3411357	14.8	649582	1.9	
211.04004	2912164	12.4	599287	1.6	
211.05995	2537389	10.5	840902	1.4	
211.06078	3176366	13.7	1200503	1.8	
211.06120	34789292	169.4	599109	19.3	
211.06161	3184558	13.7	1161548	1.8	
211.09759	5032895	22.8	623885	2.8	
211.13397	3784655	16.7	604030	2.1	
212.06456	4359545	19.5	616263	2.4	
212.06903	5813627	26.7	583216	3.2	
213.04046	9827131	46.4	590414	5.5	
213.05571	2480962	10.3	691807	1.4	
213.07685	10847052	51.5	599920	6.0	
213.11324	3458909	15.1	610419	1.9	
213.14967	2807662	11.9	621665	1.6	
213.18602	6503295	30.1	614925	3.6	
214.04827	3992335	17.7	590825	2.2	
215.03498	3876573	17.0	602032	2.2	
215.05611	11378407	53.8	583152	6.3	
215.07137	3809006	16.7	624320	2.1	
215.09249	2673912	11.1	646161	1.5	
215.16528	2943258	12.5	632834	1.6	
216.04280	4679864	21.0	630129	2.6	
216.06393	3941570	17.4	622854	2.2	
217.05063	9497238	44.6	569667	5.3	
217.07178	6252192	28.7	595773	3.5	
217.08704	3327655	14.3	648434	1.8	
218.05848	4797559	21.6	608979	2.7	
219.02990	5543498	25.2	621702	3.1	
219.05103	3477588	15.1	623895	1.9	
219.06628	17016410	81.5	572051	9.4	
219.10265	3854445	16.9	531505	2.1	
220.03773	4693041	20.9	595856	2.6	
220.07412	3230786	13.8	696443	1.8	
220.14687	3382373	14.5	653581	1.9	
221.04555	22145562	106.1	567824	12.3	
221.06669	9026084	42.1	556813	5.0	
221.08193	21133868	101.2	558382	11.7	
221.11833	2857021	12.0	670906	1.6	
221.15474	2409551	9.8	541771	1.3	
222.05337	10011654	46.9	563179	5.6	
222.08531	3067926	13.0	614988	1.7	
223.02482	8013283	37.1	561008	4.4	
223.06120	39521780	190.9	564599	21.9	
223.09759	8695303	40.5	572929	4.8	
223.13398	3091993	13.1	609455	1.7	
224.03263	3010004	12.6	588364	1.7	
224.04790	2523100	10.3	616706	1.4	
224.06455	4839396	21.5	579229	2.7	
224.06902	8341478	38.5	569908	4.6	
225.04047	12886471	60.6	555146	7.2	
225.05573	3976655	17.3	586204	2.2	
225.07542	3728857	16.1	670227	2.1	
225.07685	49918424	240.5	551075	27.7	
225.11321	3901932	17.0	571284	2.2	
225.14960	4137982	18.1	534832	2.3	
225.18601	6922768	31.6	594106	3.8	
226.04829	4393917	19.4	597655	2.4	
226.08019	6439885	29.3	545857	3.6	
226.08465	3715023	16.1	604198	2.1	
227.05611	18134452	86.1	546087	10.1	
227.07140	3986876	17.4	601662	2.2	
227.09249	6531527	29.7	568355	3.6	
227.12890	3795417	16.5	581671	2.1	
227.20020	3852797	16.7	650262	2.1	
227.20165	47314428	227.8	552834	26.3	
227.20212	3966462	17.3	1132995	2.2	
228.04278	2810788	11.7	593043	1.6	
228.06393	4886447	21.8	564317	2.7	
228.20501	6432757	29.3	563861	3.6	
229.05063	5482911	24.5	584036	3.0	
229.07176	12343722	57.7	542779	6.9	
229.08703	3065266	12.8	615884	1.7	
230.05844	3367837	14.3	638631	1.9	
230.07954	2953639	12.3	586583	1.6	
230.98617	2608499	10.6	629006	1.4	
231.02990	3536265	15.1	601450	2.0	
231.05102	4559252	20.1	559362	2.5	
231.06628	8811931	40.6	542869	4.9	
231.08741	3038630	12.7	524234	1.7	
231.10268	3230126	13.6	591214	1.8	
232.03773	3775369	16.3	625702	2.1	
232.07408	2991516	12.5	580707	1.7	
233.04555	14795147	69.5	546589	8.2	
233.06666	7377302	33.7	543441	4.1	
233.08194	10138014	47.0	544019	5.6	
234.05336	7248782	32.9	533397	4.0	
235.02477	5556608	24.7	537441	3.1	
235.06120	20919698	98.5	545121	11.6	
235.08231	3530141	15.0	569570	2.0	
235.09757	6796709	30.7	545908	3.8	
236.06903	7294872	33.1	558964	4.0	
237.04046	9890188	45.5	543650	5.5	
237.07684	21490078	101.3	526228	11.9	
237.11322	4079025	17.6	542084	2.3	
237.14963	2864068	11.8	509371	1.6	
238.04827	4976531	21.9	544874	2.8	
238.08023	3443620	14.6	559432	1.9	
238.08465	5299110	23.5	514869	2.9	
239.05612	18415004	86.5	525021	10.2	
239.07133	2663331	10.8	493065	1.5	
239.09250	10700206	49.4	513921	5.9	
239.12890	4085185	17.6	535549	2.3	
239.16528	3941844	17.0	554439	2.2	
239.20167	9096678	41.7	531019	5.0	
240.05947	3135906	13.0	502486	1.7	
240.06394	7735204	35.0	530348	4.3	
240.10029	2434487	9.7	575298	1.4	
241.03539	3521946	14.8	546764	2.0	
241.05061	3529634	14.9	502373	2.0	
241.07176	28635566	134.8	515720	15.9	
241.10817	2984384	12.3	573506	1.7	
241.14454	3424723	14.4	556217	1.9	
241.18092	4093414	17.6	542676	2.3	
241.21730	49426936	234.2	516445	27.4	
242.05850	3503532	14.8	516380	1.9	
242.07513	3606453	15.3	518049	2.0	
242.07959	5007287	21.9	527447	2.8	
242.22065	7681024	34.7	527426	4.3	
243.05101	5915054	26.3	513057	3.3	
243.06631	6610358	29.6	548473	3.7	
243.08740	7755201	35.1	539742	4.3	
243.19659	3162618	13.1	499013	1.8	
244.03772	2970029	12.2	532940	1.6	
244.05887	2829752	11.5	501463	1.6	
244.07412	3285952	13.7	535261	1.8	
245.04553	6857144	30.8	532703	3.8	
245.06667	9707971	44.4	520779	5.4	
245.08191	8004043	36.3	499854	4.4	
246.05337	6155202	27.3	521276	3.4	
247.02478	3765690	15.9	521596	2.1	
247.06120	17219020	79.8	508959	9.6	
247.08234	5220824	22.8	523332	2.9	
247.09759	6206944	27.5	527882	3.4	
248.03260	2913220	11.9	517536	1.6	
248.06901	6588375	29.3	509158	3.7	
249.04046	10584525	48.3	505663	5.9	
249.06157	2807256	11.3	475510	1.6	
249.07685	22405600	104.4	500578	12.4	
249.11322	4867571	21.1	494438	2.7	
249.18597	2835993	11.5	554993	1.6	
250.04828	6826967	30.4	508008	3.8	
250.08018	3915751	16.6	525999	2.2	
250.08467	4781034	20.7	521968	2.7	
251.05611	23238112	108.4	487568	12.9	
251.07724	9903594	45.1	500003	5.5	
251.09249	14444018	66.2	503149	8.0	
251.12889	4766213	20.5	521970	2.6	
251.20164	4359723	18.6	550878	2.4	
252.05946	3082214	12.6	529437	1.7	
252.06393	8396776	37.7	499469	4.7	
252.09596	2433528	9.5	609851	1.4	
252.10030	3131387	12.8	546129	1.7	
253.03536	3558876	14.8	536193	2.0	
253.07176	25487856	118.3	494285	14.1	
253.10814	6791682	30.1	522217	3.8	
253.14458	4213269	17.9	496252	2.3	
253.21550	5483065	23.9	583590	3.0	
253.21671	5433914	23.7	1087951	3.0	
253.21730	76622392	359.8	489584	42.5	
253.21789	6359611	28.0	873940	3.5	
254.07515	3748852	15.7	522290	2.1	
254.07958	6847478	30.3	527755	3.8	
254.22065	13110334	59.9	489377	7.3	
255.05103	8306153	37.2	489571	4.6	
255.06628	4196849	17.8	521482	2.3	
255.08741	14102011	64.6	489657	7.8	
255.12380	2988046	12.1	553991	1.7	
255.23111	12246597	55.8	530332	6.8	
255.23235	12578374	57.4	910991	7.0	
255.23295	180153920	848.5	483514	100.0	
256.03768	2536930	10.0	528302	1.4	
256.05883	3595245	15.0	474715	2.0	
256.23452	2799687	11.2	555578	1.6	
256.23631	32329800	150.6	482245	17.9	
257.04554	3916262	16.5	546606	2.2	
257.06668	14770672	67.7	495285	8.2	
257.08194	6296056	27.7	481584	3.5	
257.10310	4726275	20.3	523033	2.6	
257.21219	3454011	14.3	466332	1.9	
258.05337	4178920	17.6	549118	2.3	
258.07449	4998130	21.5	520080	2.8	
258.08979	2637306	10.4	523823	1.5	
259.06119	12666344	57.4	485565	7.0	
259.08232	11404787	51.5	496116	6.3	
259.09757	6471163	28.4	463093	3.6	
260.06902	5537767	24.0	492016	3.1	
260.09017	3003378	12.1	421055	1.7	
261.00409	4696512	20.0	487461	2.6	
261.04046	6787538	29.8	496597	3.8	
261.06159	3753437	15.6	472393	2.1	
261.07684	16579045	75.8	476470	9.2	
261.11324	4100599	17.2	501294	2.3	
262.01189	8049596	35.8	478382	4.5	
262.04830	4246478	17.9	513387	2.4	
262.07280	2619354	10.3	606558	1.5	
262.07477	35257308	163.4	472635	19.6	
262.08468	5287904	22.8	513627	2.9	
263.05611	15478216	70.6	492597	8.6	
263.07725	6138323	26.8	459392	3.4	
263.07813	5419475	23.4	494846	3.0	
263.09249	14376410	65.4	465966	8.0	
263.12888	5410284	23.4	510231	3.0	
264.06395	6768576	29.6	496177	3.8	
264.10030	3530706	14.5	489471	2.0	
265.03536	4188580	17.5	485374	2.3	
265.07176	20312502	92.7	463907	11.3	
265.10814	8055240	35.5	506132	4.5	
265.18092	4683244	19.8	467007	2.6	
266.04317	2507159	9.7	486682	1.4	
266.07513	2705831	10.6	478162	1.5	
266.07960	6382505	27.7	488066	3.5	
266.98882	6356330	27.6	467153	3.5	
267.05103	8861065	39.3	488223	4.9	
267.06625	2735504	10.8	494166	1.5	
267.08742	17663386	80.3	466865	9.8	
267.12382	4031917	16.8	498274	2.2	
267.16019	4564415	19.3	491741	2.5	
267.19658	13473232	60.8	468518	7.5	
267.23294	16283106	73.9	463767	9.0	
268.05886	7126904	31.2	470239	4.0	
268.09081	2808199	11.1	469926	1.6	
268.09527	6094730	26.4	508095	3.4	
268.19996	3019709	12.1	484008	1.7	
268.23631	3476431	14.2	512597	1.9	
269.04557	2584410	10.0	466550	1.4	
269.06668	23611748	108.0	458600	13.1	
269.08190	4579692	19.3	494395	2.5	
269.10305	8264054	36.5	498167	4.6	
269.17582	2974617	11.9	448465	1.7	
269.21221	13420971	60.5	467581	7.4	
269.24657	2969020	11.8	530884	1.6	
269.24860	37906876	174.6	456409	21.0	
270.05337	2992964	11.9	523584	1.7	
270.07008	3162956	12.7	474753	1.8	
270.07448	9990990	44.6	468491	5.5	
270.25196	6900644	30.2	460703	3.8	
271.04595	2814244	11.0	526808	1.6	
271.06120	6843691	29.7	469467	3.8	
271.08234	14359861	64.5	452576	8.0	
271.09759	7798077	34.1	455040	4.3	
271.22786	9612667	42.5	467567	5.3	
272.06901	4570895	19.2	486518	2.5	
272.09015	3386137	13.7	528630	1.9	
273.04046	4821216	20.3	483855	2.7	
273.06157	5460202	23.3	487142	3.0	
273.07684	20132080	91.2	453587	11.2	
273.09797	5060859	21.4	429712	2.8	
273.11327	3669250	15.0	503151	2.0	
274.04829	3479230	14.1	463342	1.9	
274.06944	2502856	9.6	507965	1.4	
274.08022	3310285	13.3	507330	1.8	
274.08468	4814543	20.3	498682	2.7	
275.05610	9929881	43.9	463658	5.5	
275.07724	8121507	35.6	462232	4.5	
275.09249	12760234	57.0	437734	7.1	
275.12889	3639483	14.8	488187	2.0	
276.06393	6399601	27.6	439596	3.6	
276.08509	2454139	9.4	517053	1.4	
276.10035	3162754	12.6	488607	1.8	
277.07176	18651206	84.3	460757	10.4	
277.09288	6600784	28.5	446283	3.7	
277.10814	8048727	35.2	486804	4.5	
277.14235	5091431	21.6	543053	2.8	
277.14453	63854696	293.4	443170	35.4	
277.21730	3327625	13.4	389713	1.8	
278.07509	2799125	10.9	500058	1.6	
278.07958	6570519	28.4	464953	3.6	
278.14788	11733558	51.9	446791	6.5	
278.22512	3234394	12.9	486739	1.8	
279.05101	7930836	34.4	451289	4.4	
279.08739	20896740	94.0	442905	11.6	
279.12381	5122037	21.5	483259	2.8	
279.16019	3603461	14.6	515559	2.0	
279.23297	14945319	66.7	456618	8.3	
280.05885	3837342	15.6	461198	2.1	
280.09082	3213740	12.8	462346	1.8	
280.09524	5569966	23.6	442194	3.1	
280.23627	3046894	12.0	475156	1.7	
280.98297	7147326	30.8	454650	4.0	
281.06667	14102372	62.8	451182	7.8	
281.08780	4992877	20.9	473764	2.8	
281.10306	12308340	54.5	435318	6.8	
281.13941	3565444	14.4	462564	2.0	
281.17584	4029333	16.5	450869	2.2	
281.21218	5525413	23.4	454640	3.1	
281.24860	60710836	276.9	433209	33.7	
282.07451	5212454	21.9	474969	2.9	
282.11088	2665270	10.2	486974	1.5	
282.25197	11567477	51.1	445282	6.4	
283.04599	3581652	14.5	505088	2.0	
283.06116	4058843	16.6	456703	2.3	
283.08232	17269476	77.3	445498	9.6	
283.09759	3337963	13.3	425232	1.9	
283.11871	5390068	22.8	442565	3.0	
283.19147	4885268	20.4	451864	2.7	
283.26196	4769587	19.9	463636	2.6	
283.26425	66249524	302.3	433593	36.8	
284.05378	2794638	10.8	397103	1.6	
284.06899	3742869	15.2	455422	2.1	
284.08576	2467484	9.3	451841	1.4	
284.09013	5661854	24.0	442566	3.1	
284.26761	12715243	56.4	440334	7.1	
285.04047	3387963	13.6	456209	1.9	
285.06158	9856580	43.3	426294	5.5	
285.07684	9072202	39.7	427263	5.0	
285.09797	10561107	46.5	427990	5.9	
285.20712	2484867	9.4	481198	1.4	
285.24349	3537554	14.2	462326	2.0	
286.04827	3342316	13.3	442180	1.9	
286.06941	6836213	29.2	451385	3.8	
286.08470	6414332	27.3	437870	3.6	
286.10577	3346949	13.3	419371	1.9	
287.05610	8296857	35.9	435671	4.6	
287.07724	26511778	119.0	423017	14.7	
287.09250	9761192	42.6	437784	5.4	
287.11361	2600369	9.9	501495	1.4	
288.06395	5357378	22.5	446590	3.0	
288.08058	3305288	13.1	476237	1.8	
288.08509	8014666	34.6	450768	4.4	
288.10031	2632017	10.0	423772	1.5	
289.07175	15998181	71.0	419891	8.9	
289.09292	6673646	28.5	427520	3.7	
289.10814	7587060	32.6	448409	4.2	
289.23019	16538919	73.5	433406	9.2	
290.07507	3129986	12.3	412930	1.7	
290.07961	5965444	25.2	468711	3.3	
290.23351	3018435	11.8	417281	1.7	
291.05102	6537232	27.8	438721	3.6	
291.07219	3431448	13.7	432036	1.9	
291.08741	17027102	75.7	425330	9.5	
291.12380	12824621	56.5	411007	7.1	
291.16018	36737084	165.7	419955	20.4	
291.19657	3426379	13.6	458942	1.9	
292.05887	4137382	16.9	464149	2.3	
292.09078	2828722	10.9	423927	1.6	
292.09525	4920756	20.5	469240	2.7	
292.16353	7180752	30.8	435277	4.0	
293.06667	13370167	59.0	418523	7.4	
293.08783	4679487	19.4	455243	2.6	
293.10305	12788549	56.4	433869	7.1	
293.13944	8037204	34.7	427320	4.5	
293.17583	2806114	10.8	414494	1.6	
293.21220	12342128	54.3	434462	6.9	
294.07449	6108356	25.7	445272	3.4	
294.10645	2450640	9.1	431898	1.4	
294.11086	2727122	10.4	480445	1.5	
295.04595	3693118	14.7	445270	2.0	
295.06123	2686020	10.2	449607	1.5	
295.08233	17909324	79.2	425813	9.9	
295.11873	6303322	26.6	452321	3.5	
295.15510	2618984	9.9	402781	1.5	
295.19149	2619510	9.9	444861	1.5	
295.22786	16901764	74.6	411351	9.4	
295.26425	2554002	9.6	393986	1.4	
296.05381	2627522	9.9	440368	1.5	
296.06893	2823112	10.8	419519	1.6	
296.09013	7104464	30.2	425194	3.9	
296.23122	3605510	14.3	437064	2.0	
297.06160	4768066	19.6	424131	2.6	
297.07688	5859656	24.6	423691	3.3	
297.09797	13973839	61.3	411808	7.8	
297.13432	2547037	9.5	480376	1.4	
297.24352	10326407	44.8	419690	5.7	
297.27993	5753237	24.1	393296	3.2	
298.06946	2495165	9.3	524950	1.4	
298.08472	3476163	13.8	443846	1.9	
298.10579	4377291	17.8	417072	2.4	
299.05609	5448749	22.7	430337	3.0	
299.07721	9602100	41.5	405908	5.3	
299.09250	14580794	64.1	421342	8.1	
299.11359	5077058	21.0	436259	2.8	
299.18641	4510813	18.4	445178	2.5	
299.22281	3276906	12.9	516010	1.8	
299.25916	3282040	12.9	443734	1.8	
300.06398	3858848	15.5	463672	2.1	
300.08506	4185512	17.0	441061	2.3	
300.09583	2577323	9.7	452699	1.4	
300.10032	2911149	11.2	444738	1.6	
300.99899	26582772	118.5	409356	14.8	
301.03534	2801410	10.7	488716	1.6	
301.07176	17276686	76.3	415462	9.6	
301.09285	9514774	41.1	412072	5.3	
301.10814	8875804	38.2	432119	4.9	
302.00234	4410462	18.0	424522	2.4	
302.07511	2917496	11.2	342078	1.6	
302.07958	6465658	27.3	420983	3.6	
302.10070	3021953	11.7	390713	1.7	
303.05104	4372948	17.7	461790	2.4	
303.07216	10248667	44.1	391603	5.7	
303.08741	31392224	139.3	407742	17.4	
303.10856	3944936	15.8	420608	2.2	
303.12381	4095469	16.4	458599	2.3	
303.20945	6191628	25.9	445279	3.4	
304.05883	4598583	18.7	440841	2.6	
304.07996	7576382	32.1	418142	4.2	
304.09074	4882242	20.0	424915	2.7	
304.09526	5366595	22.2	438140	3.0	
305.06667	13116565	57.0	421964	7.3	
305.08781	20989084	92.4	396329	11.7	
305.10305	14300322	62.4	406955	7.9	
305.13947	4769967	19.5	429950	2.6	
305.17584	19829948	87.2	407411	11.0	
305.24864	2706645	10.2	473637	1.5	
306.07004	2816495	10.7	460011	1.6	
306.07451	6925809	29.2	423977	3.8	
306.09114	2506230	9.3	435911	1.4	
306.09565	10124792	43.6	398707	5.6	
306.10639	2768380	10.5	433252	1.5	
306.11091	3238909	12.6	380861	1.8	
306.17921	4177429	16.8	407311	2.3	
307.04597	4921148	20.1	444124	2.7	
307.08233	20354888	89.6	400849	11.3	
307.10343	3367759	13.2	424652	1.9	
307.11870	8124245	34.6	396040	4.5	
307.15512	6078305	25.4	384386	3.4	
307.19149	4540269	18.4	434237	2.5	
307.26425	4112262	16.5	422402	2.3	
308.08559	2622618	9.8	421396	1.5	
308.09017	7407772	31.3	410070	4.1	
309.06160	6928864	29.2	420487	3.8	
309.07684	3712485	14.7	436784	2.1	
309.09797	18225644	80.0	399871	10.1	
309.13440	3921400	15.6	434428	2.2	
309.14961	11708925	50.7	405902	6.5	
309.17077	3594756	14.2	443913	2.0	
309.20713	7160336	30.2	424374	4.0	
309.24353	5076508	20.8	378285	2.8	
309.27989	5988904	24.9	410686	3.3	
310.06940	3467052	13.6	421260	1.9	
310.08463	2894129	11.0	401394	1.6	
310.10133	2697014	10.1	456566	1.5	
310.10580	5174072	21.3	432010	2.9	
310.15294	2483527	9.2	434709	1.4	
311.05610	4226158	17.0	434151	2.3	
311.07723	14138484	61.6	401575	7.8	
311.09248	7419002	31.4	403671	4.1	
311.11362	10251392	44.1	393599	5.7	
311.22278	8783012	37.5	411254	4.9	
311.25914	3780783	15.0	417413	2.1	
311.29554	14056635	61.2	405958	7.8	
312.06392	4247987	17.0	429199	2.4	
312.08511	5629370	23.1	420547	3.1	
312.10030	3295679	12.7	394360	1.8	
312.12141	2467781	9.0	430600	1.4	
312.29898	2523134	9.3	409765	1.4	
313.05651	3320560	12.8	371959	1.8	
313.07175	9615092	40.9	400891	5.3	
313.09288	14393083	62.3	388481	8.0	
313.10815	6782720	28.3	426370	3.8	
313.12928	3901191	15.4	359183	2.2	
313.14448	2725644	10.2	458700	1.5	
313.16566	2686226	10.0	414792	1.5	
313.23844	7528234	31.6	426990	4.2	
314.06443	2539566	9.3	423429	1.4	
314.07959	6436915	26.7	397248	3.6	
314.10070	7311418	30.7	404799	4.1	
315.01466	8700247	36.9	388809	4.8	
315.05106	5333347	21.8	398785	3.0	
315.07218	5957993	24.6	399879	3.3	
315.08741	16175470	70.2	391494	9.0	
315.10853	8450420	35.7	394629	4.7	
315.12379	3703161	14.5	380584	2.1	
315.18133	5396875	22.1	403598	3.0	
316.05880	4160154	16.6	418795	2.3	
316.09077	2671268	9.9	446471	1.5	
316.09525	8692389	36.8	405832	4.8	
317.06668	14144462	61.2	390846	7.9	
317.08778	5731285	23.6	389298	3.2	
317.10306	20886490	91.3	399211	11.6	
318.03809	4320501	17.3	401650	2.4	
318.07448	7611648	32.0	405349	4.2	
318.09560	2676998	10.0	386377	1.5	
318.10639	2987273	11.3	377037	1.7	
318.11085	4262154	17.0	421642	2.4	
319.04598	3559970	13.9	400972	2.0	
319.08231	18359854	80.0	382260	10.2	
319.10343	3437108	13.3	459050	1.9	
319.11871	8189496	34.6	411115	4.5	
319.15507	2895427	10.9	437765	1.6	
319.19146	7503438	31.5	399040	4.2	
319.22786	2564697	9.5	392268	1.4	
320.07493	3812180	15.0	384933	2.1	
320.08565	3515223	13.7	330293	2.0	
320.09016	8394584	35.5	387006	4.7	
321.06163	6803573	28.4	412406	3.8	
321.08268	6467707	26.9	385061	3.6	
321.09797	18462848	80.4	385548	10.2	
321.13435	4637834	18.7	402983	2.6	
321.17073	2981013	11.3	394193	1.7	
321.20717	3246240	12.5	385997	1.8	
321.24351	9683114	41.2	392803	5.4	
322.06938	3635610	14.1	367982	2.0	
322.10139	3088803	11.7	382287	1.7	
322.10582	6418852	26.4	407967	3.6	
323.07724	16399035	70.6	391215	9.1	
323.09251	4839104	19.4	385539	2.7	
323.09837	31267522	136.5	380409	17.4	
323.11361	13368006	57.2	380549	7.4	
323.18641	3134171	11.9	463070	1.7	
323.22277	3092197	11.7	393260	1.7	
323.25918	3583728	13.9	410334	2.0	
324.08057	2534361	9.2	457975	1.4	
324.08506	6245338	25.7	404400	3.5	
324.10038	2891743	10.8	341884	1.6	
324.10172	4691935	18.8	415872	2.6	
324.10624	3140576	11.9	430197	1.7	
324.12147	3580901	13.9	373694	2.0	
325.07177	6401264	26.4	381860	3.6	
325.09288	17714422	76.5	377358	9.8	
325.10813	9884922	41.8	377470	5.5	
325.12927	5981441	24.5	391373	3.3	
325.20208	3625237	14.1	423172	2.0	
325.23840	5170463	20.9	404489	2.9	
325.31119	6874419	28.5	383803	3.8	
326.07960	4544010	18.1	399474	2.5	
326.09627	2865678	10.7	442774	1.6	
326.10070	6331919	26.1	392661	3.5	
327.05098	3355414	12.9	427319	1.9	
327.07214	5119772	20.7	388510	2.8	
327.08740	16764704	72.3	376320	9.3	
327.10854	11861798	50.5	384588	6.6	
